compiled_by,allometry_ID,group,subgroup,Family,taxonID,acceptedTaxonID,Genus and species,Common name,genus,specificEpithet,FIA Species Code,spg_gcm3,minDiameter,maxDiameter,dbh range (cm),Taxon ID Notes,Zanne et al Reference Number,Initials and References Used and Other Notes,Excluding Factor,density_source,need_density,decid_vs_ever,decid_vs_ever_source,woodland_vs_forest,woodland_vs_forest_source
SMS,H7,,,Lamiaceae,LAMIAC,LAMIAC,,,,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Lauraceae,LIBEB,LIBEB,,,Lindera,benzoin,,,,,,,,,,,,,,,
SMS,H7,,,Lauraceae,SASSA,SASSA,,,Sassafras,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Loganiaceae,GELSE,GELSE,,,Gelsemium,sp.,,,,,,,,,,,,,,,
SMS,H14,,,Magnoliaceae,MAGNO,MAGNO,,,Magnolia,sp.,,,,,,,,,,,no,,,,
SMS,H7,,,Malpighiaceae,BUGL,BUGL,,,Bunchosia,glandulosa,,,,,,,,,,,,,,,
SMS,H7,,,Malpighiaceae,HEPU17,HEPU17,,,Heteropterys,purpurea,,,,,,,,,,,,,,,
SMS,H7,,,Malpighiaceae,STEM3,STEM3,,,Stigmaphyllon,emarginatum,,,,,,,,,,,,,,,
SMS,H7,,,Malpighiaceae,STFL5,STFL5,,,Stigmaphyllon,floribundum,,,,,,,,,,,,,,,
SMS,H7,,,Malvaceae,ABTH,ABTH,,,Abutilon,theophrasti,,,,,,,,,,,,,,,
SMS,H7,,,Menispermaceae,COCA,COCA,,,Cocculus,carolinus,,,,,,,,,,,,,,,
SMS,H7,,,Monoblastiaceae,ANAL12,ANAL12,,,Anisomeridium,albisedum,,,,,,,,,,,,,,,
SMS,H7,,,Myricaceae,COPE80,COPE80,,,Comptonia,peregrina,,,,,,,,,,,,,,,
SMS,H7,,,Myricaceae,COMPT,COMPT,,,Comptonia,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Myrtaceae,EUAX,EUAX,,,Eugenia,axillaris,,,,,,,,,,,,,,,
SMS,H7,,,Myrtaceae,EUFO3,EUFO3,,,Eugenia,foetida,,,,,,,,,,,,,,,
SMS,H7,,,Myrtaceae,EULI,EULI,,,Eugenia,ligustrina,,,,,,,,,,,,,,,
SMS,H7,,,Myrtaceae,EUGEN,EUGEN,,,Eugenia,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Myrtaceae,EUXE,EUXE,,,Eugenia,xerophytica,,,,,,,,,,,,,,,
SMS,,,,Oleaceae,FOAC,FOAC,,,Forestiera,acuminata,,unknown,,,,,,,,genus not in Zanne et al 2009,yes,,,,
SMS,,,,Oleaceae,FRAM2/FRPE,FRAM2/FRPE,,,Fraxinus,americana/pennsylvanica,,0.55,,,,,,,,Zanne et al 2009,yes,,,,
SMS,,,,Oleaceae,JAFL,JAFL,,,Jasminum,fluminense,,unknown,,,,,,,,genus not in Zanne et al 2009,yes,,,,
SMS,,,,Oleaceae,LIJA,LIJA,,,Ligustrum,japonicum,,unknown,,,,,,,,genus not in Zanne et al 2009,yes,,,,
SMS,,,,Oleaceae,LISI,LISI,,,Ligustrum,sinense,,unknown,,,,,,,,genus not in Zanne et al 2009,yes,,,,
SMS,,,,Oleaceae,LIVU,LIVU,,,Ligustrum,vulgare,,0.805,,,,,,,,Zanne et al 2009,yes,,,,
SMS,H7,,,Orobanchaceae,COAM,COAM,,,Conopholis,americana,,,,,,,,,,,,,,,
SMS,,,,Pinaceae,ABLO,ABLO,,,Abies,lowiana,,0.347,,,,,,,,average of 8 NA species in Zanne et al 2009,yes,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Pinaceae,ABPR,ABPR,,,Abies,procera,,0.37,,,,,,,,Zanne et al 2009,yes,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Pinaceae,PICL,PICL,,,Pinus,clausa,,0.46,,,,,,,,Zanne et al 2009,yes,,,woodland,6 of 9 associations woodland in http://usnvc.org/explore-classification/ 
SMS,H7,,,Poaceae,POA,POA,,,Poa,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Poaceae,TRDA3,TRDA3,,,Tripsacum,dactyloides,,,,,,,,,,,,,,,
SMS,H7,,,Polygonaceae,BROV4,BROV4,,,Brunnichia,ovata,,,,,,,,,,,,,,,
SMS,H7,,,Polygonaceae,COKR,COKR,,,Coccoloba,krugii,,,,,,,,,,,,,,,
SMS,H7,,,Polygonaceae,COMI,COMI,,,Coccoloba,microstachya,,,,,,,,,,,,,,,
SMS,H7,,,Polygonaceae,COCCO,COCCO,,,Coccoloba,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,CECO,CECO,,,Ceanothus,cordulatus,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,CECU,CECU,,,Ceanothus,cuneatus,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,CELE2,CELE2,,,Ceanothus,leucodermis,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,CEANO,CEANO,,,Ceanothus,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,COAR3,COAR3,,,Colubrina,arborescens,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,COEL2,COEL2,,,Colubrina,elliptica,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,COLUB,COLUB,,,Colubrina,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,FRCAC7,FRCAC7,,,Frangula,californica,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,FRCA13,FRCA13,,,Frangula,caroliniana,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,REGU,REGU,,,Reynosia,guama,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,REUN,REUN,,,Reynosia,uncinata,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,RHIL,RHIL,,,Rhamnus,ilicifolia,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,ZIOB,ZIOB,,,Ziziphus,obtusifolia,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,ZIRE,ZIRE,,,Ziziphus,reticulata,,,,,,,,,,,,,,,
SMS,H7,,,Rhamnaceae,RHAMNA,RHAMNA,,,,sp.,,,,,,,,,,,,,,,
SMS,,,,Rosaceae,AMAL2,AMAL2,,,Amelanchier,alnifolia,,,,,,,,,,,,,,forest,17 of 21 associations forested in http://usnvc.org/explore-classification/ 
SMS,,,,Rosaceae,AMAR3,AMAR3,,,Amelanchier,arborea,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,CRCH,CRCH,,,Crataegus,chrysocarpa,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,CRCR2,CRCR2,,,Crataegus,crus-galli,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,CRFL2,CRFL2,,,Crataegus,flava,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,CRMA3,CRMA3,,,Crataegus,macrosperma,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,CRATASPP,CRATASPP,,,Crataegus,spp.,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,DAFRF,DAFRF,,,Dasiphora,fruticosa,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,HODI,HODI,,,Holodiscus,discolor,,,,,,,,,,,,,,forest,14 of 15 associations forested in http://usnvc.org/explore-classification/ 
SMS,,,,Rosaceae,MALUS,MALUS,,,Malus,sp.,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,OECE,OECE,,,Oemleria,cerasiformis,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,PHPY4,PHPY4,,,Photinia,pyrifolia,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,PUTR2,PUTR2,,,Purshia,tridentata,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RHSC3,RHSC3,,,Rhodotypos,scandens,,,,,,,,,,,,,,forest,USDA plants range distribution
SMS,,,,Rosaceae,ROAR3,ROAR3,,,Rosa,arkansana,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,ROGY,ROGY,,,Rosa,gymnocarpa,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,ROMU,ROMU,,,Rosa,multiflora,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUAL,RUAL,,,Rubus,allegheniensis,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUAR9,RUAR9,,,Rubus,armeniacus,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUHA,RUHA,,,Rubus,hawaiensis,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RULA,RULA,,,Rubus,laciniatus,,,,,,,,,,,,,,forest,USDA plants range distribution
SMS,,,,Rosaceae,RULE,RULE,,,Rubus,leucodermis,,,,,,,,,,,,,,forest,calflora.org
SMS,,,,Rosaceae,RUOC,RUOC,,,Rubus,occidentalis,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUOK,RUOK,,,Rubus,oklahomus,,,,,,,,,,,,,,woodland,https://biosurvey.ou.edu/shrub/rubu-okl.htm  
SMS,,,,Rosaceae,RUPA,RUPA,,,Rubus,parviflorus,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUPE3,RUPE3,,,Rubus,pensilvanicus,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUPH,RUPH,,,Rubus,phoenicolasius,,,,,,,,,,,,,,forest,5 of 6 associations forested in http://usnvc.org/explore-classification/ 
SMS,,,,Rosaceae,RUBUS,RUBUS,,,Rubus,sp.,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,RUSP,RUSP,,,Rubus,spectabilis,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,SORBU,SORBU,,,Sorbus,sp.,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,SPALL,SPALL,,,Spiraea,alba,,,,,,,,,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,SPDOD,SPDOD,,,Spiraea,douglasii,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,,,,Rosaceae,SPST3,SPST3,,,Spiraea,stevenii,,,,,,,,,,,,,,forest,http://usnvc.org/explore-classification/
SMS,H7,,,Rubiaceae,ANAC4,ANAC4,,,Antirhea,acutata,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,CAPA43,CAPA43,,,Catesbaea,parviflora,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,CEOC2,CEOC2,,,Cephalanthus,occidentalis,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,CEPHA,CEPHA,,,Cephalanthus,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,CHAL8,CHAL8,,,Chiococca,alba,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,COER3,COER3,,,Coprosma,ernodeoides,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,COPRO,COPRO,,,Coprosma,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,ERFR4,ERFR4,,,Erithalis,fruticosa,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,GUEL,GUEL,,,Guettarda,elliptica,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,GUETT,GUETT,,,Guettarda,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,HETE21,HETE21,,,Hedyotis,terminalis,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,MAPO6,MAPO6,,,Machaonia,portoricensis,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,RAAC,RAAC,,,Randia,aculeata,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,RAPO2,RAPO2,,,Randia,portoricensis,,,,,,,,,,,,,,,
SMS,H7,,,Rubiaceae,ROIN4,ROIN4,,,Rondeletia,inermis,,,,,,,,,,,,,,,
SMS,H7,,,Rutaceae,MECL,MECL,,,Melicope,clusiifolia,,,,,,,,,,,,,,,
SMS,H7,,,Rutaceae,MERA2,MERA2,,,Melicope,radiata,,,,,,,,,,,,,,,
SMS,H7,,,Rutaceae,MELIC3,MELIC3,,,Melicope,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Rutaceae,MUEX2,MUEX2,,,Murraya,exotica,,,,,,,,,,,,,,,
SMS,H7,,,Rutaceae,POTR4,POTR4,,,Poncirus,trifoliata,,,,,,,,,,,,,,,
SMS,,,,Salicaceae,SAAL,SAAL,,,Salix,alaxensis,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
SMS,,,,Salicaceae,SACA4,SACA4,,,Salix,candida,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
SMS,,,,Salicaceae,SAGL,SAGL,,,Salix,glauca,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
SMS,,,,Salicaceae,SAMY,SAMY,,,Salix,myrtillifolia,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
SMS,,,,Salicaceae,SAPE5,SAPE5,,,Salix,petiolaris,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
SMS,,,,Salicaceae,SAPU15,SAPU15,,,Salix,pulchra,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
SMS,,,,Salicaceae,SARI4,SARI4,,,Salix,richardsonii,,0.375,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,,
SMS,H7,,,Santalaceae,PYPU,PYPU,,,Pyrularia,pubera,,,,,,,,,,,,,,,
SMS,H7,,,Sapindaceae,SEPO4,SEPO4,,,Serjania,polyphylla,,,,,,,,,,,,,,,
SMS,H7,,,Sapindaceae,THSTP,THSTP,,,Thouinia,striata,,,,,,,,,,,,,,,
SMS,H7,,,Sapotaceae,SILAL3,SILAL3,,,Sideroxylon,lanuginosum,,,,,,,,,,,,,,,
SMS,H7,,,Sapotaceae,SILY,SILY,,,Sideroxylon,lycioides,,,,,,,,,,,,,,,
SMS,H7,,,Sapotaceae,SIDER2,SIDER2,,,Sideroxylon,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Sapotaceae,SITE2,SITE2,,,Sideroxylon,tenax,,,,,,,,,,,,,,,
SMS,H7,,,Smilacaceae,SMAU,SMAU,,,Smilax,auriculata,,,,,,,,,,,,,,,
SMS,H7,,,Smilacaceae,SMSM,SMSM,,,Smilax,smallii,,,,,,,,,,,,,,,
SMS,H7,,,Smilacaceae,SMILA2,SMILA2,,,Smilax,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Solanaceae,DAWR2,DAWR2,,,Datura,wrightii,,,,,,,,,,,,,,,
SMS,H7,,,Solanaceae,LYBE,LYBE,,,Lycium,berlandieri,,,,,,,,,,,,,,,
SMS,H7,,,Solanaceae,LYPA,LYPA,,,Lycium,pallidum,,,,,,,,,,,,,,,
SMS,H7,,,Solanaceae,LYCIU,LYCIU,,,Lycium,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Sterculiaceae,HEJA,HEJA,,,Helicteres,jamaicensis,,,,,,,,,,,,,,,
SMS,H7,,,Styracaceae,HACA3,HACA3,,,Halesia,carolina,,,,,,,,,,,,,,,
SMS,H7,,,Styracaceae,HALES,HALES,,,Halesia,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Styracaceae,STAM4,STAM4,,,Styrax,americanus,,,,,,,,,,,,,,,
SMS,H7,,,Symplocaceae,SYMPL2,SYMPL2,,,Symplocos,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Taxaceae,TAXUS,TAXUS,,,Taxus,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Theophrastaceae,JACQU2,JACQU2,,,Jacquinia,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Thymelaeaceae,DIPA9,DIPA9,,,Dirca,palustris,,,,,,,,,,,,,,,
SMS,H7,,,Turneraceae,TUDI,TUDI,,,Turnera,diffusa,,,,,,,,,,,,,,,
SMS,H7,,,Ulmaceae,CEEH,CEEH,,,Celtis,ehrenbergiana,,,,,,,,,,,,,,,
SMS,H7,,,Ulmaceae,PLAQ,PLAQ,,,Planera,aquatica,,,,,,,,,,,,,,,
SMS,H7,,,Ulmaceae,ULMACE,ULMACE,,,,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Verbenaceae,ALWR,ALWR,,,Aloysia,wrightii,,,,,,,,,,,,,,,
SMS,H7,,,Verbenaceae,CAAM2,CAAM2,,,Callicarpa,americana,,,,,,,,,,,,,,,
SMS,H7,,,Verbenaceae,LACA2,LACA2,,,Lantana,camara,,,,,,,,,,,,,,,
SMS,H7,,,Verbenaceae,LAEX,LAEX,,,Lantana,exarata,,,,,,,,,,,,,,,
SMS,H7,,,Verbenaceae,LARE2,LARE2,,,Lantana,reticulata,,,,,,,,,,,,,,,
SMS,H7,,,Verbenaceae,LANTA,LANTA,,,Lantana,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Violaceae,VIOLA,VIOLA,,,Viola,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Vitaceae,AMAR5,AMAR5,,,Ampelopsis,arborea,,,,,,,,,,,,,,,
SMS,H7,,,Vitaceae,AMCO2,AMCO2,,,Ampelopsis,cordata,,,,,,,,,,,,,,,
SMS,H7,,,Vitaceae,CITR2,CITR2,,,Cissus,trifoliata,,,,,,,,,,,,,,,
SMS,H7,,,Vitaceae,PAQU2,PAQU2,,,Parthenocissus,quinquefolia,,,,,,,,,,,,,,,
SMS,H7,,,Vitaceae,VIAE,VIAE,,,Vitis,aestivalis,,,,,,,,,,,,,,,
SMS,H7,,,Vitaceae,VICI2,VICI2,,,Vitis,cinerea,,,,,,,,,,,,,,,
SMS,H7,,,Vitaceae,VILA8,VILA8,,,Vitis,labrusca,,,,,,,,,,,,,,,
SMS,H7,,,Vitaceae,VIPA7,VIPA7,,,Vitis,palmata,,,,,,,,,,,,,,,
SMS,H7,,,Vitaceae,VIRI,VIRI,,,Vitis,riparia,,,,,,,,,,,,,,,
SMS,H7,,,Vitaceae,VITISSPP,VITISSPP,,,Vitis,spp.,,,,,,,,,,,,,,,
SMS,H7,,,Zygophyllaceae,GUAIA,GUAIA,,,Guaiacum,sp.,,,,,,,,,,,,,,,
SMS,H7,,,Zygophyllaceae,LATR2,LATR2,,,Larrea,tridentata,,,,,,,,,,,,,,,
SMS,H7,,,,2PLANT-H,2PLANT-H,,,,,,,,,,,,,,,,,,,
SMS,H7,,,,OTHE,OTHE,,,,,,,,,,,,,,,,,,,
