"","domainID","siteID","plotID","date","eventID","volumeFactor","samplingProtocolVersion","lidsAzimuth","targetTaxaPresent","logDistance","logMaxDiameter","logMinorDiameter","logID","logLength","taxonID","scientificName","decayClass","plotType","diameterClass","decayClassNum"
"124","D08","LENO","LENO_062",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",330,"Y",32.6,26.1,25.9,"411",3.9,"QUPA5","Quercus pagoda Raf.","3 - Heartwood sound","tower",">=10cm","3"
"125","D08","LENO","LENO_062",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",90,"Y",11.7,16.9,12.7,"403",9.5,"PITA","Pinus taeda L.","4 - Rotten throughout","tower",">=10cm","4"
"126","D08","LENO","LENO_062",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",90,"Y",9.6,14.7,10.1,"402",2,"QUPH","Quercus phellos L.","3 - Heartwood sound","tower",">=10cm","3"
"127","D08","LENO","LENO_063",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",340,"N",NA,NA,NA,NA,NA,NA,NA,NA,"tower",NA,NA
"128","D08","LENO","LENO_063",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",220,"Y",94,68,41.2,"397",8.2,"PITA","Pinus taeda L.","4 - Rotten throughout","tower",">=10cm","4"
"129","D08","LENO","LENO_063",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",100,"Y",6.1,20,16.4,"391",2.1,"LIST2","Liquidambar styraciflua L.","4 - Rotten throughout","tower",">=10cm","4"
"130","D08","LENO","LENO_063",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",220,"Y",171,60.1,57,"392",16.5,"QUERC","Quercus sp.","4 - Rotten throughout","tower",">=10cm","4"
"131","D08","LENO","LENO_067",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",50,"Y",13.3,17.1,16.4,"400",12.2,"NYSY","Nyssa sylvatica Marshall","3 - Heartwood sound","tower",">=10cm","3"
"132","D08","LENO","LENO_067",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",170,"Y",141,76.5,NA,"496",9.8,"QUERC","Quercus sp.","3 - Heartwood sound","tower",">=10cm","3"
"133","D08","LENO","LENO_067",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",50,"Y",20.8,21.7,NA,"399",17.3,"QUNI","Quercus nigra L.","2 - Sound round","tower",">=10cm","2"
"134","D08","LENO","LENO_067",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",170,"Y",112,82.6,NA,"470",18.8,"CATO5","Carphephorus tomentosus (Michx.) Torr. & A. Gray","2 - Sound round","tower",">=10cm","2"
"135","D08","LENO","LENO_067",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",290,"N",NA,NA,NA,NA,NA,NA,NA,NA,"tower",NA,NA
"136","D08","LENO","LENO_067",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",170,"Y",103,76.5,NA,"496",9.8,"QUERC","Quercus sp.","3 - Heartwood sound","tower",">=10cm","3"
"137","D08","LENO","LENO_068",2017-05-08,"CDW.2017.LENO",8,"NEON.DOC.001711vC",230,"Y",86,43.3,40.3,"393",5.7,"QUNI","Quercus nigra L.","4 - Rotten throughout","tower",">=10cm","4"
"138","D08","LENO","LENO_065",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",230,"Y",0.3,12.1,NA,"358",1.5,"CARYA","Carya sp.","4 - Rotten throughout","tower",">=10cm","4"
"139","D08","LENO","LENO_065",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",230,"Y",5,20.3,NA,"360",1.8,"JUVIV","Juniperus virginiana L. var. virginiana","4 - Rotten throughout","tower",">=10cm","4"
"140","D08","LENO","LENO_065",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",350,"Y",14.7,22.4,21.3,"357",3.2,"CACA18","Carpinus caroliniana Walter","3 - Heartwood sound","tower",">=10cm","3"
"141","D08","LENO","LENO_065",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",350,"Y",13.9,30.4,25,"356",12.4,"NYBI","Nyssa biflora Walter","3 - Heartwood sound","tower",">=10cm","3"
"142","D08","LENO","LENO_065",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",110,"Y",14.9,27.7,23.5,"354",8.6,"QUNI","Quercus nigra L.","3 - Heartwood sound","tower",">=10cm","3"
"143","D08","LENO","LENO_065",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",230,"Y",1.9,11.1,NA,"359",2.2,"CARYA","Carya sp.","3 - Heartwood sound","tower",">=10cm","3"
"144","D08","LENO","LENO_065",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",350,"Y",0.4,21.1,20.9,"355",4.1,"NYBI","Nyssa biflora Walter","4 - Rotten throughout","tower",">=10cm","4"
"145","D08","LENO","LENO_061",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",220,"Y",56,44.8,30.4,"364",7.9,"PIGL2","Pinus glabra Walter","4 - Rotten throughout","tower",">=10cm","4"
"146","D08","LENO","LENO_061",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",220,"Y",22,37,20.4,"361",3.9,"PIGL2","Pinus glabra Walter","5 - No structural integrity","tower",">=10cm","5"
"147","D08","LENO","LENO_061",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",220,"Y",48.5,45,38,"363",9.2,"PIGL2","Pinus glabra Walter","4 - Rotten throughout","tower",">=10cm","4"
"148","D08","LENO","LENO_061",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",220,"Y",42.2,29.7,29.4,"362",10.6,"PIGL2","Pinus glabra Walter","4 - Rotten throughout","tower",">=10cm","4"
"149","D08","LENO","LENO_061",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",340,"Y",18.6,33.2,NA,"365",11.6,"QULY","Quercus lyrata Walter","4 - Rotten throughout","tower",">=10cm","4"
"150","D08","LENO","LENO_061",2017-05-10,"CDW.2017.LENO",8,"NEON.DOC.001711vC",80,"N",NA,NA,NA,NA,NA,NA,NA,NA,"tower",NA,NA
"151","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",90,"Y",13.2,17.5,17.1,"585",9.7,"QUNI","Quercus nigra L.","4 - Rotten throughout","tower",">=10cm","4"
"152","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",90,"Y",48.9,40.7,36.3,"583",12.8,"PINUS","Pinus sp.","4 - Rotten throughout","tower",">=10cm","4"
"153","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",210,"Y",49.1,38.2,37.1,"587",25.5,"QUNI","Quercus nigra L.","2 - Sound round","tower",">=10cm","2"
"154","D08","LENO","LENO_064",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",170,"Y",16.9,30.7,29.7,"592",19,"PINUS","Pinus sp.","3 - Heartwood sound","tower",">=10cm","3"
"155","D08","LENO","LENO_064",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",50,"Y",6.3,27.8,25.5,"597",21,"PINUS","Pinus sp.","4 - Rotten throughout","tower",">=10cm","4"
"156","D08","LENO","LENO_070",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",50,"Y",91.9,54.5,43.4,"132",16,"PINUS","Pinus sp.","4 - Rotten throughout","tower",">=10cm","4"
"157","D08","LENO","LENO_064",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",50,"Y",18.5,29.6,29.5,"596",23,"PITA","Pinus taeda L.","2 - Sound round","tower",">=10cm","2"
"158","D08","LENO","LENO_064",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",50,"Y",155.1,79.9,63.1,"594",10.4,"FAGR","Fagus grandifolia Ehrh.","3 - Heartwood sound","tower",">=10cm","3"
"159","D08","LENO","LENO_070",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",50,"Y",77,39.7,32,"133",16.8,"PINUS","Pinus sp.","3 - Heartwood sound","tower",">=10cm","3"
"160","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",210,"Y",28,58.8,51.1,"590",22,"QUERC","Quercus sp.","4 - Rotten throughout","tower",">=10cm","4"
"161","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",210,"Y",72.9,58.8,51.1,"590",22,"QUERC","Quercus sp.","4 - Rotten throughout","tower",">=10cm","4"
"162","D08","LENO","LENO_064",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",170,"Y",15,27.9,24.4,"593",27,"LIST2","Liquidambar styraciflua L.","3 - Heartwood sound","tower",">=10cm","3"
"163","D08","LENO","LENO_070",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",290,"Y",8.7,15.8,14.8,"579",9.3,"QUNI","Quercus nigra L.","3 - Heartwood sound","tower",">=10cm","3"
"164","D08","LENO","LENO_070",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",290,"Y",4.8,14.9,14.3,"581",19.1,"QUNI","Quercus nigra L.","3 - Heartwood sound","tower",">=10cm","3"
"165","D08","LENO","LENO_064",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",50,"Y",54.5,52.7,51.7,"595",16.3,"QUNI","Quercus nigra L.","4 - Rotten throughout","tower",">=10cm","4"
"166","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",210,"Y",53.6,70.4,70.3,"588",26,"QUNI","Quercus nigra L.","2 - Sound round","tower",">=10cm","2"
"167","D08","LENO","LENO_064",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",290,"Y",3.1,29.2,9.7,"600",7.6,"LIST2","Liquidambar styraciflua L.","5 - No structural integrity","tower",">=10cm","5"
"168","D08","LENO","LENO_064",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",170,"Y",26.5,34.5,27.6,"591",2.8,"PINUS","Pinus sp.","4 - Rotten throughout","tower",">=10cm","4"
"169","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",330,"Y",47,30.4,23.2,"586",11.7,"PINUS","Pinus sp.","4 - Rotten throughout","tower",">=10cm","4"
"170","D08","LENO","LENO_070",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",290,"Y",6.4,15.7,15.2,"580",4.8,"QUNI","Quercus nigra L.","3 - Heartwood sound","tower",">=10cm","3"
"171","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",90,"Y",21.9,27.8,24.9,"584",18,"QUERC","Quercus sp.","4 - Rotten throughout","tower",">=10cm","4"
"172","D08","LENO","LENO_070",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",50,"Y",75.7,45.7,45.2,"134",16.2,"PINUS","Pinus sp.","3 - Heartwood sound","tower",">=10cm","3"
"173","D08","LENO","LENO_064",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",290,"Y",9.9,24.9,17.4,"599",2.4,"2PLANT-H","Unknown hardwood plant","5 - No structural integrity","tower",">=10cm","5"
"174","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",210,"Y",48.9,70.4,70.3,"588",26,"QUNI","Quercus nigra L.","2 - Sound round","tower",">=10cm","2"
"175","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",210,"Y",59.6,44,37.3,"589",16,"QUERC","Quercus sp.","4 - Rotten throughout","tower",">=10cm","4"
"176","D08","LENO","LENO_070",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",170,"N",NA,NA,NA,NA,NA,NA,NA,NA,"tower",NA,NA
"177","D08","LENO","LENO_070",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",290,"Y",0.4,10.2,10.1,"582",4.8,"CACA18","Carpinus caroliniana Walter","3 - Heartwood sound","tower",">=10cm","3"
"178","D08","LENO","LENO_064",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",50,"Y",2.5,13.8,13.7,"598",12.6,"PINUS","Pinus sp.","4 - Rotten throughout","tower",">=10cm","4"
"179","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",210,"Y",52.5,38.2,37.1,"587",25.5,"QUNI","Quercus nigra L.","2 - Sound round","tower",">=10cm","2"
"180","D08","LENO","LENO_066",2017-05-15,"CDW.2017.LENO",8,"NEON.DOC.001711vC",210,"Y",42.6,44,37.3,"589",16,"QUERC","Quercus sp.","4 - Rotten throughout","tower",">=10cm","4"
"181","D08","LENO","LENO_069",2017-05-16,"CDW.2017.LENO",8,"NEON.DOC.001711vC",100,"Y",37.6,51.5,51.1,"127",16,"QUPH","Quercus phellos L.","3 - Heartwood sound","tower",">=10cm","3"
"182","D08","LENO","LENO_069",2017-05-16,"CDW.2017.LENO",8,"NEON.DOC.001711vC",220,"Y",11.4,39.2,33.3,"126",13.5,"QUERC","Quercus sp.","4 - Rotten throughout","tower",">=10cm","4"
"183","D08","LENO","LENO_069",2017-05-16,"CDW.2017.LENO",8,"NEON.DOC.001711vC",220,"Y",30.6,29.6,24.4,"125",2.5,"2PLANT-H","Unknown hardwood plant","4 - Rotten throughout","tower",">=10cm","4"
"184","D08","LENO","LENO_069",2017-05-16,"CDW.2017.LENO",8,"NEON.DOC.001711vC",340,"N",NA,NA,NA,NA,NA,NA,NA,NA,"tower",NA,NA
