"","domainID","siteID","plotID","date","eventID","volumeFactor","samplingProtocolVersion","lidsAzimuth","targetTaxaPresent","logDistance","logMaxDiameter","logMinorDiameter","logID","logLength","taxonID","scientificName","diameterClass","decayClass","decayClassNum","plotType"
"339","D12","YELL","YELL_060",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",60,"Y",25,33.2,12.4,"00118",9.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"340","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",45,30.5,30.5,"00056",6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"341","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",1.8,29.5,29.5,"00063",15.4,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"342","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",7.7,11,11,"00081",3,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"343","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",71,42.5,34.5,"00091",18.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"344","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",18.9,19,16.5,"00092",16.8,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"345","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",23.1,21.5,21.5,"00093",5,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"346","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",67,49.5,18.6,"00134",22,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"347","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",82.9,77.6,14,"00135",17.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"348","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",0.1,10.1,10.1,"00136",7.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"349","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",19.3,17.3,17.3,"00137",1.4,"2PLANT-S","Unknown plant",">=10cm","2 - Sound round",2,"tower"
"350","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",36.9,22.2,22.2,"00138",6.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"351","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",66,34,34,"00139",6.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"352","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",72.5,78.2,44.2,"00147",16.4,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"353","D12","YELL","YELL_061",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",88.1,37.5,37.5,"00208",11.9,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"354","D12","YELL","YELL_062",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",139,41.5,41.5,"00066",10.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"355","D12","YELL","YELL_062",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",115.5,47,47,"00082",7.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"356","D12","YELL","YELL_062",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",40.1,35.5,35.5,"00086",9,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"357","D12","YELL","YELL_062",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",43.6,37,37,"00089",13.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","1 - Fresh fallen",1,"tower"
"358","D12","YELL","YELL_062",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",174.5,64,45,"00153",11.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"359","D12","YELL","YELL_062",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",9.7,28,27,"00156",12.3,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"360","D12","YELL","YELL_062",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",25.1,43,14.5,"00158",14.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"361","D12","YELL","YELL_062",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",22.4,28.5,28.5,"00159",1.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"362","D12","YELL","YELL_062",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",110.6,65.5,58.5,"00160",7.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"363","D12","YELL","YELL_062",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",36.5,39,39,"00161",14.9,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"364","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",50,"Y",10.3,18.6,18.6,"00163",8.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"365","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",50,"Y",33.9,24.5,24.5,"00164",8.5,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"366","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",50,"Y",86,49.5,49.5,"00165",10.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"367","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",290,"Y",4,14,14,"00166",8.7,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"368","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",290,"Y",3.5,9,9,"00166A",7.6,"PICO","Pinus contorta Douglas ex Loudon","5-10cm","2 - Sound round",2,"tower"
"369","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",290,"Y",5.2,38,27,"00167",5.7,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","4 - Rotten throughout",4,"tower"
"370","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",290,"Y",7.2,16,16,"00168",3.9,"PINACE","Pinaceae sp.",">=10cm","4 - Rotten throughout",4,"tower"
"371","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",290,"Y",13.8,15.5,15.5,"00169",5.9,"PINACE","Pinaceae sp.",">=10cm","3 - Heartwood sound",3,"tower"
"372","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",290,"Y",31.5,30,30,"00170",12.7,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"373","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",290,"Y",52.5,49,49,"00171",12.7,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"374","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",290,"Y",105,50,41,"00172",6.4,"PINACE","Pinaceae sp.",">=10cm","4 - Rotten throughout",4,"tower"
"375","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",290,"Y",4.3,15,13,"00173",2,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"376","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",290,"Y",4.6,14,11.5,"00174",1,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"377","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",50,"Y",6.2,20,20,"00198",1.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"378","D12","YELL","YELL_062",2023-09-07,"CDW.2033.YELL",5,"NEON.DOC.001711vG",50,"Y",3.3,18.9,12.4,"00199",2.5,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","4 - Rotten throughout",4,"tower"
