"","plotid_parent","domainid","siteid","tallydate","volumefactor_ingest","particle_count","lidsazimuth","logmaxdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"177","ORNL_029","D07","ORNL","2017-05-19T00:00:00.000Z",5,NA,210,29,"PINUS","3 - Heartwood sound","193",61.1,18.4,"PINUS","Y",">=10cm","3"
"178","ORNL_029","D07","ORNL","2017-05-19T00:00:00.000Z",5,NA,90,49,"FRPE","2 - Sound round","189",126.5,2.3,"FRPE","Y",">=10cm","2"
"179","ORNL_029","D07","ORNL","2017-05-19T00:00:00.000Z",5,NA,210,23,"PINUS","5 - No structural integrity","190",9.8,5,"PINUS","Y",">=10cm","5"
"180","ORNL_029","D07","ORNL","2017-05-19T00:00:00.000Z",5,NA,90,19.9,"PINUS","3 - Heartwood sound","187",31.5,11.2,"PINUS","Y",">=10cm","3"
"181","ORNL_029","D07","ORNL","2017-05-19T00:00:00.000Z",5,NA,330,24.1,"PINUS","5 - No structural integrity","182",36.7,2.2,"PINUS","Y",">=10cm","5"
"182","ORNL_029","D07","ORNL","2017-05-19T00:00:00.000Z",5,NA,330,27.6,"PIVI2","2 - Sound round","183",39,14.8,"PIVI2","Y",">=10cm","2"
"183","ORNL_029","D07","ORNL","2017-05-19T00:00:00.000Z",5,NA,330,29.2,"PINUS","5 - No structural integrity","184",45.1,11.1,"PINUS","Y",">=10cm","5"
"184","ORNL_032","D07","ORNL","2017-05-18T00:00:00.000Z",5,NA,90,5.4,"PITA","3 - Heartwood sound","L04",0.6,6.7,"PITA","Y","5-10cm","3"
"185","ORNL_032","D07","ORNL","2017-05-18T00:00:00.000Z",5,NA,210,5.7,"PITA","3 - Heartwood sound","L03",2.1,4.7,"PITA","Y","5-10cm","3"
"186","ORNL_032","D07","ORNL","2017-05-18T00:00:00.000Z",5,NA,330,17,"PINUS","5 - No structural integrity","308",12.45,4,"PINUS","Y",">=10cm","5"
"187","ORNL_032","D07","ORNL","2017-05-18T00:00:00.000Z",5,NA,90,12.2,"PINUS","4 - Rotten throughout","309",4.25,1.95,"PINUS","Y",">=10cm","4"
"188","ORNL_032","D07","ORNL","2017-05-18T00:00:00.000Z",5,NA,90,59.1,"PINUS","4 - Rotten throughout","312",254.6,12.4,"PINUS","Y",">=10cm","4"
"189","ORNL_032","D07","ORNL","2017-05-18T00:00:00.000Z",5,NA,210,5,"PITA","2 - Sound round","L01",0.25,4.85,"PITA","Y","5-10cm","2"
"190","ORNL_032","D07","ORNL","2017-05-18T00:00:00.000Z",5,NA,90,32,"PINUS","5 - No structural integrity","310",16.2,2.6,"PINUS","Y",">=10cm","5"
"191","ORNL_032","D07","ORNL","2017-05-18T00:00:00.000Z",5,NA,210,4.2,"PITA","2 - Sound round","L02",0.55,4.4,"PITA","Y","2-5cm","2"
"193","ORNL_035","D07","ORNL","2017-05-18T00:00:00.000Z",5,NA,220,18.3,"PINUS","3 - Heartwood sound","306",19.6,8,"PINUS","Y",">=10cm","3"
"194","ORNL_035","D07","ORNL","2017-05-18T00:00:00.000Z",5,NA,340,4.5,"PINUS","2 - Sound round","L01",0.8,3.6,"PINUS","Y","2-5cm","2"
"197","ORNL_036","D07","ORNL","2019-05-28T00:00:00.000Z",5,"7 particles tallied",140,26.6,"QUMO4","4 - Rotten throughout","00342",56.4,10.3,"QUMO4","Y",">=10cm","4"
"199","ORNL_036","D07","ORNL","2019-05-28T00:00:00.000Z",5,"7 particles tallied",260,6.5,"OXAR","3 - Heartwood sound","L01",3,1.8,"OXAR","Y","5-10cm","3"
"201","ORNL_036","D07","ORNL","2019-05-28T00:00:00.000Z",5,"7 particles tallied",140,12.5,"OXAR","4 - Rotten throughout","00124",7.4,7.3,"OXAR","Y",">=10cm","4"
"202","ORNL_036","D07","ORNL","2019-05-28T00:00:00.000Z",5,"7 particles tallied",140,20.3,"QUMO4","3 - Heartwood sound","00125",16.8,13.2,"QUMO4","Y",">=10cm","3"
"209","ORNL_036","D07","ORNL","2019-05-28T00:00:00.000Z",5,"7 particles tallied",260,43,"QUERC","5 - No structural integrity","00341",40.5,9.2,"QUERC","Y",">=10cm","5"
"210","ORNL_036","D07","ORNL","2019-05-28T00:00:00.000Z",5,"7 particles tallied",140,5,"OXAR","4 - Rotten throughout","L02",0.4,4.1,"OXAR","Y","5-10cm","4"
"213","ORNL_037","D07","ORNL","2019-06-03T00:00:00.000Z",5,"7 particles tallied",60,23.8,"QUMO4","3 - Heartwood sound","00367",58.7,23.5,"QUMO4","Y",">=10cm","3"
"217","ORNL_037","D07","ORNL","2019-06-03T00:00:00.000Z",5,"7 particles tallied",180,47.5,"QUAL","3 - Heartwood sound","00164",45,17.5,"QUAL","Y",">=10cm","3"
"220","ORNL_037","D07","ORNL","2019-06-03T00:00:00.000Z",5,"7 particles tallied",60,19.2,"QURU","4 - Rotten throughout","00366",50.2,17.2,"QURU","Y",">=10cm","4"
"221","ORNL_037","D07","ORNL","2019-06-03T00:00:00.000Z",5,"7 particles tallied",300,34,"PIST","4 - Rotten throughout","00365",93.1,4.8,"PIST","Y",">=10cm","4"
"222","ORNL_037","D07","ORNL","2019-06-03T00:00:00.000Z",5,"7 particles tallied",60,15.5,"QURU","4 - Rotten throughout","00366",50.2,17.2,"QURU","Y",">=10cm","4"
"223","ORNL_037","D07","ORNL","2019-06-03T00:00:00.000Z",5,"7 particles tallied",60,29.5,"QUMO4","3 - Heartwood sound","00163",33.1,19.8,"QUMO4","Y",">=10cm","3"
"224","ORNL_037","D07","ORNL","2019-06-03T00:00:00.000Z",5,"7 particles tallied",60,19.1,"QUMO4","3 - Heartwood sound","00367",58.7,23.5,"QUMO4","Y",">=10cm","3"
"227","ORNL_043","D07","ORNL","2019-06-06T00:00:00.000Z",5,"8 particles tallied",20,21.5,"QUMO4","3 - Heartwood sound","00025",23.3,20.9,"QUMO4","Y",">=10cm","3"
"228","ORNL_043","D07","ORNL","2019-06-06T00:00:00.000Z",5,"8 particles tallied",140,14.5,"OXAR","3 - Heartwood sound","00386",7.9,6.6,"OXAR","Y",">=10cm","3"
"229","ORNL_043","D07","ORNL","2019-06-06T00:00:00.000Z",5,"8 particles tallied",260,46.2,"QUAL","4 - Rotten throughout","00024",69.2,18.7,"QUAL","Y",">=10cm","4"
"231","ORNL_043","D07","ORNL","2019-06-06T00:00:00.000Z",5,"8 particles tallied",260,24.5,"SAAL5","2 - Sound round","00020",15.6,17.25,"SAAL5","Y",">=10cm","2"
"234","ORNL_043","D07","ORNL","2019-06-06T00:00:00.000Z",5,"8 particles tallied",20,20.6,"QUMO4","3 - Heartwood sound","00025",23.3,20.9,"QUMO4","Y",">=10cm","3"
"235","ORNL_043","D07","ORNL","2019-06-06T00:00:00.000Z",5,"8 particles tallied",140,14.9,"ACRU","2 - Sound round","00385",6.9,10.6,"ACRU","Y",">=10cm","2"
"242","ORNL_043","D07","ORNL","2019-06-06T00:00:00.000Z",5,"8 particles tallied",260,19.1,"QUMO4","4 - Rotten throughout","00019",0,3.3,"QUMO4","Y",">=10cm","4"
"244","ORNL_043","D07","ORNL","2019-06-06T00:00:00.000Z",5,"8 particles tallied",140,8.3,"QUAL","3 - Heartwood sound","L01",4.4,2.1,"QUAL","Y","5-10cm","3"
"248","ORNL_045","D07","ORNL","2019-05-21T00:00:00.000Z",5,"8 particles tallied",330,26.7,"QUMO4","3 - Heartwood sound","00004",16.7,15.7,"QUMO4","Y",">=10cm","3"
"249","ORNL_045","D07","ORNL","2019-05-21T00:00:00.000Z",5,"8 particles tallied",90,22.2,"QUMO4","3 - Heartwood sound","00006",14.15,20.94,"QUMO4","Y",">=10cm","3"
"252","ORNL_045","D07","ORNL","2019-05-21T00:00:00.000Z",5,"8 particles tallied",90,7.5,"OXAR","4 - Rotten throughout","L01",3.9,2.1,"OXAR","Y","5-10cm","4"
"253","ORNL_045","D07","ORNL","2019-05-21T00:00:00.000Z",5,"8 particles tallied",210,48.2,"QUMO4","2 - Sound round","00280",67.6,23.8,"QUMO4","Y",">=10cm","2"
"254","ORNL_045","D07","ORNL","2019-05-21T00:00:00.000Z",5,"8 particles tallied",210,13.6,"QUMO4","3 - Heartwood sound","00002",6.8,6.55,"QUMO4","Y",">=10cm","3"
"256","ORNL_045","D07","ORNL","2019-05-21T00:00:00.000Z",5,"8 particles tallied",210,15.8,"QUMO4","4 - Rotten throughout","00001",6.1,15.1,"QUMO4","Y",">=10cm","4"
"260","ORNL_045","D07","ORNL","2019-05-21T00:00:00.000Z",5,"8 particles tallied",90,37,"QUMO4","5 - No structural integrity","00281",51.3,11.6,"QUMO4","Y",">=10cm","5"
"264","ORNL_045","D07","ORNL","2019-05-21T00:00:00.000Z",5,"8 particles tallied",330,31.3,"QUMO4","3 - Heartwood sound","00005",41,12.5,"QUMO4","Y",">=10cm","3"
"266","ORNL_046","D07","ORNL","2019-06-04T00:00:00.000Z",5,"11 particles tallied",220,47.9,"QUVE","3 - Heartwood sound","00038",1.7,12.9,"QUVE","Y",">=10cm","3"
"272","ORNL_046","D07","ORNL","2019-06-04T00:00:00.000Z",5,"11 particles tallied",100,50.2,"ACRU","4 - Rotten throughout","00046",134.9,16.2,"ACRU","Y",">=10cm","4"
"275","ORNL_046","D07","ORNL","2019-06-04T00:00:00.000Z",5,"11 particles tallied",220,24.2,"COFL2","4 - Rotten throughout","00374",47.8,6.1,"COFL2","Y",">=10cm","4"
"276","ORNL_046","D07","ORNL","2019-06-04T00:00:00.000Z",5,"11 particles tallied",100,27.7,"QUMO4","3 - Heartwood sound","00373",51.6,22.1,"QUMO4","Y",">=10cm","3"
"277","ORNL_046","D07","ORNL","2019-06-04T00:00:00.000Z",5,"11 particles tallied",220,43.4,"QUCO2","1 - Fresh fallen","00376",82.7,26.8,"QUCO2","Y",">=10cm","1"
"280","ORNL_046","D07","ORNL","2019-06-04T00:00:00.000Z",5,"11 particles tallied",220,31,"PIEC2","3 - Heartwood sound","00375",51.2,18.7,"PIEC2","Y",">=10cm","3"
"282","ORNL_046","D07","ORNL","2019-06-04T00:00:00.000Z",5,"11 particles tallied",100,31.1,"QUMO4","3 - Heartwood sound","00045",50.4,24.7,"QUMO4","Y",">=10cm","3"
"283","ORNL_046","D07","ORNL","2019-06-04T00:00:00.000Z",5,"11 particles tallied",100,24.9,"QUAL","3 - Heartwood sound","00043",15.3,9.5,"QUAL","Y",">=10cm","3"
"286","ORNL_046","D07","ORNL","2019-06-04T00:00:00.000Z",5,"11 particles tallied",100,11,"ACRU","3 - Heartwood sound","00042",2,1.9,"ACRU","Y",">=10cm","3"
"294","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",260,27.8,"PIEC2","3 - Heartwood sound","00352",42.6,19.5,"PIEC2","Y",">=10cm","3"
"298","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",20,16.8,"PIEC2","4 - Rotten throughout","00073",0.2,20.8,"PIEC2","Y",">=10cm","4"
"299","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",260,23.3,"PINUS","5 - No structural integrity","00084",19.3,12.1,"PINUS","Y",">=10cm","5"
"304","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",260,16.8,"PIEC2","4 - Rotten throughout","00083",8.7,16.1,"PIEC2","Y",">=10cm","4"
"305","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",260,14.4,"PINUS","5 - No structural integrity","00351",8.8,15.1,"PINUS","Y",">=10cm","5"
"308","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",20,25,"PIEC2","3 - Heartwood sound","00077",8.7,10.7,"PIEC2","Y",">=10cm","3"
"309","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",140,42.6,"PIST","4 - Rotten throughout","00080",17.1,11.2,"PIST","Y",">=10cm","4"
"316","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",260,23,"PIEC2","3 - Heartwood sound","00085",24.3,10.3,"PIEC2","Y",">=10cm","3"
"318","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",140,49,"PIEC2","3 - Heartwood sound","00350",187.3,13.1,"PIEC2","Y",">=10cm","3"
"319","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",140,26.2,"PIST","3 - Heartwood sound","00081",34.3,13.4,"PIST","Y",">=10cm","3"
"321","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",20,15.1,"PINUS","5 - No structural integrity","00349",10.4,4.9,"PINUS","Y",">=10cm","5"
"322","ORNL_049","D07","ORNL","2019-05-29T00:00:00.000Z",5,"13 particles tallied",20,13.4,"PIEC2","3 - Heartwood sound","00076",13,16.5,"PIEC2","Y",">=10cm","3"
"325","ORNL_050","D07","ORNL","2019-05-21T00:00:00.000Z",5,"6 particles tallied",250,19.5,"LITU","4 - Rotten throughout","00011",1.3,2.65,"LITU","Y",">=10cm","4"
"326","ORNL_050","D07","ORNL","2019-05-21T00:00:00.000Z",5,"6 particles tallied",250,32.5,"QUMO4","1 - Fresh fallen","00275",76.1,32.5,"QUMO4","Y",">=10cm","1"
"328","ORNL_050","D07","ORNL","2019-05-21T00:00:00.000Z",5,"6 particles tallied",130,63,"QUMO4","3 - Heartwood sound","00017",102.6,15.9,"QUMO4","Y",">=10cm","3"
"338","ORNL_050","D07","ORNL","2019-05-21T00:00:00.000Z",5,"6 particles tallied",250,57,"QUMO4","3 - Heartwood sound","00010",142.9,20.95,"QUMO4","Y",">=10cm","3"
"339","ORNL_050","D07","ORNL","2019-05-21T00:00:00.000Z",5,"6 particles tallied",250,37.9,"QUMO4","3 - Heartwood sound","00012",107.8,24.4,"QUMO4","Y",">=10cm","3"
"342","ORNL_051","D07","ORNL","2019-05-31T00:00:00.000Z",5,"9 particles tallied",50,38.1,"QURU","3 - Heartwood sound","00361",93,24.4,"QURU","Y",">=10cm","3"
"343","ORNL_051","D07","ORNL","2019-05-31T00:00:00.000Z",5,"9 particles tallied",50,71,"QUAL","5 - No structural integrity","00362",39.7,11.7,"QUAL","Y",">=10cm","5"
"345","ORNL_051","D07","ORNL","2019-05-31T00:00:00.000Z",5,"9 particles tallied",290,39.1,"QUMO4","4 - Rotten throughout","00112",86.4,5.9,"QUMO4","Y",">=10cm","4"
"347","ORNL_051","D07","ORNL","2019-05-31T00:00:00.000Z",5,"9 particles tallied",290,19.7,"QUAL","4 - Rotten throughout","00363",31.4,2.3,"QUAL","Y",">=10cm","4"
"349","ORNL_051","D07","ORNL","2019-05-31T00:00:00.000Z",5,"9 particles tallied",50,35.7,"QUAL","3 - Heartwood sound","00115",45.9,19.8,"QUAL","Y",">=10cm","3"
"352","ORNL_051","D07","ORNL","2019-05-31T00:00:00.000Z",5,"9 particles tallied",290,46.2,"QURU","3 - Heartwood sound","00111",73.5,17.2,"QURU","Y",">=10cm","3"
"357","ORNL_051","D07","ORNL","2019-05-31T00:00:00.000Z",5,"9 particles tallied",50,29.4,"ACRU","4 - Rotten throughout","00360",16.7,17.4,"ACRU","Y",">=10cm","4"
"358","ORNL_051","D07","ORNL","2019-05-31T00:00:00.000Z",5,"9 particles tallied",290,65,"QUMO4","1 - Fresh fallen","00364",156.6,24.4,"QUMO4","Y",">=10cm","1"
"360","ORNL_051","D07","ORNL","2019-05-31T00:00:00.000Z",5,"9 particles tallied",170,37.2,"QUAL","3 - Heartwood sound","00113",24.1,15.2,"QUAL","Y",">=10cm","3"
"368","ORNL_052","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",260,39.4,"QUMO4","1 - Fresh fallen","00395",127.3,27.1,"QUMO4","Y",">=10cm","1"
"369","ORNL_052","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",140,20.4,"QURU","4 - Rotten throughout","00060",4.2,10.2,"QURU","Y",">=10cm","4"
"370","ORNL_052","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",260,12.7,"QURU","4 - Rotten throughout","00065",12.1,9.9,"QURU","Y",">=10cm","4"
"371","ORNL_052","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",20,19.9,"QUAL","3 - Heartwood sound","00396",24,13.2,"QUAL","Y",">=10cm","3"
"373","ORNL_052","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",260,37.7,"FRAXI","3 - Heartwood sound","00393",106.8,28.7,"FRAXI","Y",">=10cm","3"
"375","ORNL_052","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",260,39.7,"LITU","3 - Heartwood sound","00394",127.3,27.4,"LITU","Y",">=10cm","3"
"376","ORNL_052","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",140,23.7,"OXAR","3 - Heartwood sound","00062",45.1,17.2,"OXAR","Y",">=10cm","3"
"379","ORNL_052","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",140,29.9,"PIEC2","4 - Rotten throughout","00063",72.6,15.7,"PIEC2","Y",">=10cm","4"
"384","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",210,40.5,"PIVI2","2 - Sound round","00034",61,28.1,"PIVI2","Y",">=10cm","2"
"385","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",210,24,"ACRU","4 - Rotten throughout","00377",33.2,1.3,"ACRU","Y",">=10cm","4"
"389","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",90,4.6,"CARYA","1 - Fresh fallen","L02",1,2.8,"CARYA","Y","2-5cm","1"
"390","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",330,39.4,"SAAL5","2 - Sound round","00030",51.4,2.9,"SAAL5","Y",">=10cm","2"
"391","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",210,81.1,"QUERC","5 - No structural integrity","00035",148.6,10.8,"QUERC","Y",">=10cm","5"
"392","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",210,57.5,"QURU","4 - Rotten throughout","00037",179.1,15.6,"QURU","Y",">=10cm","4"
"393","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",330,35,"PIEC2","4 - Rotten throughout","00031",63.5,6.45,"PIEC2","Y",">=10cm","4"
"394","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",330,39.4,"SAAL5","2 - Sound round","00030",93.3,2.9,"SAAL5","Y",">=10cm","2"
"396","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",330,2.2,"ACRU","2 - Sound round","L01",0.1,1.7,"ACRU","Y","2-5cm","2"
"397","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",210,40.5,"ACRU","4 - Rotten throughout","00032",11.2,9.5,"ACRU","Y",">=10cm","4"
"398","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",90,46.8,"QUAL","4 - Rotten throughout","00027",21.6,18.1,"QUAL","Y",">=10cm","4"
"399","ORNL_053","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",330,35,"PIEC2","4 - Rotten throughout","00031",81.3,6.45,"PIEC2","Y",">=10cm","4"
"405","ORNL_054","D07","ORNL","2019-05-21T00:00:00.000Z",5,"11 particles tallied",270,5.6,"COFL2","3 - Heartwood sound","L03",1.7,4.1,"COFL2","Y","5-10cm","3"
"408","ORNL_054","D07","ORNL","2019-05-21T00:00:00.000Z",5,"11 particles tallied",270,15.4,"QUMO4","3 - Heartwood sound","00009",8.7,2.8,"QUMO4","Y",">=10cm","3"
"411","ORNL_054","D07","ORNL","2019-05-21T00:00:00.000Z",5,"11 particles tallied",30,4.7,"ACSA3","3 - Heartwood sound","L01",1.6,4.35,"ACSA3","Y","2-5cm","3"
"413","ORNL_054","D07","ORNL","2019-05-21T00:00:00.000Z",5,"11 particles tallied",30,6,"ACSA3","3 - Heartwood sound","L02",1.8,1.1,"ACSA3","Y","5-10cm","3"
"415","ORNL_054","D07","ORNL","2019-05-21T00:00:00.000Z",5,"11 particles tallied",30,37.4,"QUMO4","1 - Fresh fallen","00275",31.8,32.5,"QUMO4","Y",">=10cm","1"
"416","ORNL_054","D07","ORNL","2019-05-21T00:00:00.000Z",5,"11 particles tallied",270,47,"QUMO4","3 - Heartwood sound","00279",41.2,22.3,"QUMO4","Y",">=10cm","3"
"418","ORNL_054","D07","ORNL","2019-05-21T00:00:00.000Z",5,"11 particles tallied",270,20.3,"QUMO4","4 - Rotten throughout","00278",9.4,3.8,"QUMO4","Y",">=10cm","4"
"419","ORNL_054","D07","ORNL","2019-05-21T00:00:00.000Z",5,"11 particles tallied",150,15.4,"QUMO4","4 - Rotten throughout","00276",16.6,7.8,"QUMO4","Y",">=10cm","4"
"420","ORNL_054","D07","ORNL","2019-05-21T00:00:00.000Z",5,"11 particles tallied",150,22,"QUMO4","3 - Heartwood sound","00277",18.3,4.1,"QUMO4","Y",">=10cm","3"
"422","ORNL_054","D07","ORNL","2019-05-21T00:00:00.000Z",5,"11 particles tallied",30,38.1,"QUMO4","4 - Rotten throughout","00007",21.5,19.3,"QUMO4","Y",">=10cm","4"
"424","ORNL_054","D07","ORNL","2019-05-21T00:00:00.000Z",5,"11 particles tallied",150,58.8,"QUMO4","4 - Rotten throughout","00276",15.9,7.8,"QUMO4","Y",">=10cm","4"
"425","ORNL_055","D07","ORNL","2019-05-30T00:00:00.000Z",5,"11 particles tallied",180,140.5,"QURU","2 - Sound round","00354",144.4,25.7,"QURU","Y",">=10cm","2"
"426","ORNL_055","D07","ORNL","2019-05-30T00:00:00.000Z",5,"11 particles tallied",180,40.1,"QURU","2 - Sound round","00354",144.4,25.7,"QURU","Y",">=10cm","2"
"428","ORNL_055","D07","ORNL","2019-05-30T00:00:00.000Z",5,"11 particles tallied",60,13.9,"LITU","4 - Rotten throughout","00356",14.6,2.1,"LITU","Y",">=10cm","4"
"431","ORNL_055","D07","ORNL","2019-05-30T00:00:00.000Z",5,"11 particles tallied",60,14.5,"LITU","4 - Rotten throughout","00150",13.9,1.1,"LITU","Y",">=10cm","4"
"432","ORNL_055","D07","ORNL","2019-05-30T00:00:00.000Z",5,"11 particles tallied",60,17.9,"2PLANT-H","4 - Rotten throughout","00355",14.2,1.8,"2PLANT-H","Y",">=10cm","4"
"433","ORNL_055","D07","ORNL","2019-05-30T00:00:00.000Z",5,"11 particles tallied",180,29.8,"ACRU","3 - Heartwood sound","00353",69.6,7.4,"ACRU","Y",">=10cm","3"
"438","ORNL_055","D07","ORNL","2019-05-30T00:00:00.000Z",5,"11 particles tallied",60,19.5,"AEFL","1 - Fresh fallen","00357",33.4,15.5,"AEFL","Y",">=10cm","1"
"440","ORNL_055","D07","ORNL","2019-05-30T00:00:00.000Z",5,"11 particles tallied",60,24.4,"LITU","3 - Heartwood sound","00153",24.2,8.9,"LITU","Y",">=10cm","3"
"441","ORNL_055","D07","ORNL","2019-05-30T00:00:00.000Z",5,"11 particles tallied",60,12.9,"AEFL","1 - Fresh fallen","00357",33.4,15.5,"AEFL","Y",">=10cm","1"
"442","ORNL_055","D07","ORNL","2019-05-30T00:00:00.000Z",5,"11 particles tallied",180,24.4,"QURU","4 - Rotten throughout","00152",17.7,13.2,"QURU","Y",">=10cm","4"
"443","ORNL_056","D07","ORNL","2019-05-30T00:00:00.000Z",5,"4 particles tallied",40,11.6,"ACRU","3 - Heartwood sound","00155",9.3,5.35,"ACRU","Y",">=10cm","3"
"446","ORNL_056","D07","ORNL","2019-05-30T00:00:00.000Z",5,"4 particles tallied",280,16.1,"QUMO4","3 - Heartwood sound","00156",2.9,18.1,"QUMO4","Y",">=10cm","3"
"448","ORNL_056","D07","ORNL","2019-05-30T00:00:00.000Z",5,"4 particles tallied",160,36.5,"QURU","3 - Heartwood sound","00358",108.4,18,"QURU","Y",">=10cm","3"
"452","ORNL_056","D07","ORNL","2019-05-30T00:00:00.000Z",5,"4 particles tallied",160,14.5,"LITU","2 - Sound round","00158",15.5,22.5,"LITU","Y",">=10cm","2"
"458","ORNL_057","D07","ORNL","2019-05-23T00:00:00.000Z",5,"7 particles tallied",60,49,"QURU","3 - Heartwood sound","00067",3.9,16,"QURU","Y",">=10cm","3"
"461","ORNL_057","D07","ORNL","2019-05-23T00:00:00.000Z",5,"7 particles tallied",60,26,"QUMO4","3 - Heartwood sound","00068",16.1,22.6,"QUMO4","Y",">=10cm","3"
"466","ORNL_057","D07","ORNL","2019-05-23T00:00:00.000Z",5,"7 particles tallied",60,27.9,"QUMO4","3 - Heartwood sound","00068",16.1,22.6,"QUMO4","Y",">=10cm","3"
"467","ORNL_057","D07","ORNL","2019-05-23T00:00:00.000Z",5,"7 particles tallied",180,25.7,"QUAL","3 - Heartwood sound","00070",46.2,20.3,"QUAL","Y",">=10cm","3"
"468","ORNL_057","D07","ORNL","2019-05-23T00:00:00.000Z",5,"7 particles tallied",60,11.5,"QUMO4","2 - Sound round","00068",16.1,22.6,"QUMO4","Y",">=10cm","2"
"469","ORNL_057","D07","ORNL","2019-05-23T00:00:00.000Z",5,"7 particles tallied",300,44.9,"QUAL","3 - Heartwood sound","00359",5,16,"QUAL","Y",">=10cm","3"
"471","ORNL_057","D07","ORNL","2019-05-23T00:00:00.000Z",5,"7 particles tallied",180,46.9,"QUMO4","3 - Heartwood sound","00071",168,21.2,"QUMO4","Y",">=10cm","3"
"472","ORNL_058","D07","ORNL","2019-06-04T00:00:00.000Z",5,"10 particles tallied",110,15.1,"LITU","3 - Heartwood sound","00119",16.8,4.9,"LITU","Y",">=10cm","3"
"476","ORNL_058","D07","ORNL","2019-06-04T00:00:00.000Z",5,"10 particles tallied",350,8.2,"ACRU","4 - Rotten throughout","L01",1.8,1.9,"ACRU","Y","5-10cm","4"
"477","ORNL_058","D07","ORNL","2019-06-04T00:00:00.000Z",5,"10 particles tallied",110,22.1,"LITU","3 - Heartwood sound","00120",18.8,14.5,"LITU","Y",">=10cm","3"
"479","ORNL_058","D07","ORNL","2019-06-04T00:00:00.000Z",5,"10 particles tallied",230,56.2,"LITU","5 - No structural integrity","00379",153,17.7,"LITU","Y",">=10cm","5"
"480","ORNL_058","D07","ORNL","2019-06-04T00:00:00.000Z",5,"10 particles tallied",350,38.7,"QURU","3 - Heartwood sound","00123",28.8,21.1,"QURU","Y",">=10cm","3"
"481","ORNL_058","D07","ORNL","2019-06-04T00:00:00.000Z",5,"10 particles tallied",230,30.5,"QURU","3 - Heartwood sound","00103",26.9,21.7,"QURU","Y",">=10cm","3"
"482","ORNL_058","D07","ORNL","2019-06-04T00:00:00.000Z",5,"10 particles tallied",110,42,"QUMO4","4 - Rotten throughout","00121",80.7,12.5,"QUMO4","Y",">=10cm","4"
"483","ORNL_058","D07","ORNL","2019-06-04T00:00:00.000Z",5,"10 particles tallied",350,16.2,"ACRU","4 - Rotten throughout","00122",0.7,13.9,"ACRU","Y",">=10cm","4"
"487","ORNL_058","D07","ORNL","2019-06-04T00:00:00.000Z",5,"10 particles tallied",350,9.3,"ACRU","4 - Rotten throughout","L02",4.9,7.2,"ACRU","Y","5-10cm","4"
"491","ORNL_058","D07","ORNL","2019-06-04T00:00:00.000Z",5,"10 particles tallied",230,61.1,"QUMO4","4 - Rotten throughout","00378",83.7,9.7,"QUMO4","Y",">=10cm","4"
