"country","stateProvince","county","domainName","domainID","siteName","siteID","plotType","subtype","subtypeSpecification","plotID","plotSize","plotDimensions","referencePointPosition","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","elevation","elevationUncertainty","minimumElevation","maximumElevation","slopeGradient","slopeAspect","nlcdClass","soilTypeOrder","inclusionProbability","coordinateSource","recordedDate","filteredPositions","plotPdop","plotHdop","applicableModules"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_073","1600","40m x 40m","41","29.702728","-81.989698","WGS84","17N","404260.309","3286255.642","0.21","30.1","0.31","29.62","33.99","1.15","189.36","deciduousForest","Entisols","","Geo 7X (H-Star)","20200212","314","2.7","1.6","all|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_074","1600","40m x 40m","41","29.686087","-81.940165","WGS84","17N","409037.181","3284371.692","0.29","29.03","0.38","25.89","31.93","1.73","293.54","deciduousForest","Entisols","","Geo 7X (H-Star)","20200212","302","2.6","1.3","all|div"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_075","1600","40m x 40m","41","29.684003","-82.000044","WGS84","17N","403241.482","3284189.341","0.1","43.14","0.1","42.08","44.36","1.72","30.94","mixedForest","Entisols","","Geo 7X (H-Star)","20200218","325","1.6","0.9","all|div"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mosquitoPoint","","OSBS_080","0","0m","41","29.681426","-82.016734","WGS84","17N","401623.968","3283917.903","10.1","30.35","0.1","30.35","30.35","0.88","181.36","mixedForest","Entisols","","Geo 7X (H-Star)","20200218","302","3.2","1.7","mos|mpt"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mosquitoPoint","","OSBS_078","0","0m","41","29.721861","-81.971806","WGS84","17N","406009.013","3288361.211","10.14","26.58","0.21","26.58","26.58","1.37","58.75","woodyWetlands","Histosols","","GeoXH 6000","20200217","318","3.9","1.8","mos|mpt"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","birdGrid","ninePoints","OSBS_063","250000","500m x 500m","B2","29.68688","-81.971304","WGS84","17N","406025.02","3284484.506","0.1","40.93","0.1","27.16","40.93","1.49","132.05","mixedForest","Entisols","","GeoXH 6000","20200213","340","2.1","1.1","brd"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","birdGrid","ninePoints","OSBS_065","250000","500m x 500m","B2","29.698812","-81.991033","WGS84","17N","404127.387","3285822.899","0.1","36.93","0.11","29.59","44.84","2.8","295.78","mixedForest","Entisols","","Geo 7X (H-Star)","20200217","305","2.2","1.1","brd"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","birdGrid","ninePoints","OSBS_007","250000","500m x 500m","B2","29.690824","-81.960323","WGS84","17N","407091.051","3284912.622","0.13","27.23","0.19","25.65","40.47","4.99","193.79","deciduousForest","Entisols","","GeoXH 6000","20200210","7","4.8","2","brd"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mammalGrid","diversity","OSBS_063","8100","90m x 90m","E5","29.686137","-81.970593","WGS84","17N","406093.103","3284401.546","0.1","38.85","0.1","36.8","41","1.48","124.57","mixedForest","Entisols","","GeoXH 6000","20200213","307","2.7","1.4","mam"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mammalGrid","diversity","OSBS_077","8100","90m x 90m","E5","29.678868","-82.017378","WGS84","17N","401559.196","3283635.016","0.1","29.44","0.1","29.44","32.28","1.36","160.54","woodyWetlands","Entisols","","Geo 7X (H-Star)","20200219","310","3.3","1.4","mam"
