"mortonOrder","plotID","siteID","nlcdClass","plotType","subtype","applicableModules","plotSize","subtypeSpecification"
"163","DCFS_001","DCFS","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"227","DCFS_002","DCFS","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"291","DCFS_003","DCFS","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"291","DCFS_003","DCFS","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"291","DCFS_003","DCFS","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"639","DCFS_004","DCFS","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"639","DCFS_004","DCFS","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"639","DCFS_004","DCFS","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"739","DCFS_005","DCFS","grasslandHerbaceous","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"739","DCFS_005","DCFS","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"1471","DCFS_006","DCFS","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"1471","DCFS_006","DCFS","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"1815","DCFS_007","DCFS","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"1815","DCFS_007","DCFS","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"2839","DCFS_008","DCFS","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"2915","DCFS_009","DCFS","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"2915","DCFS_009","DCFS","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"3235","DCFS_010","DCFS","grasslandHerbaceous","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"3235","DCFS_010","DCFS","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"3299","DCFS_011","DCFS","grasslandHerbaceous","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"3711","DCFS_012","DCFS","grasslandHerbaceous","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"4323","DCFS_013","DCFS","grasslandHerbaceous","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"4736","DCFS_014","DCFS","grasslandHerbaceous","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"4736","DCFS_014","DCFS","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"4871","DCFS_015","DCFS","grasslandHerbaceous","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"4887","DCFS_016","DCFS","grasslandHerbaceous","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"6151","DCFS_017","DCFS","grasslandHerbaceous","distributed","basePlot","all|brd|cdw|dhp|div|hbp|vst","1600",
"6371","DCFS_018","DCFS","grasslandHerbaceous","distributed","basePlot","all|brd|cdw|dhp|div|hbp|vst","1600",
"7203","DCFS_019","DCFS","grasslandHerbaceous","distributed","basePlot","all|brd|cdw|dhp|div|hbp|vst","1600",
"7807","DCFS_020","DCFS","grasslandHerbaceous","distributed","basePlot","all|cdw|dhp|div|hbp|vst","1600",
"7807","DCFS_020","DCFS","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"8419","DCFS_021","DCFS","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"10247","DCFS_022","DCFS","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"11427","DCFS_023","DCFS","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"12927","DCFS_024","DCFS","grasslandHerbaceous","distributed","basePlot","all|brd|div","1600",
"13079","DCFS_025","DCFS","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"13539","DCFS_026","DCFS","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"13603","DCFS_027","DCFS","grasslandHerbaceous","distributed","basePlot","all|brd|div","1600",
"14783","DCFS_028","DCFS","grasslandHerbaceous","distributed","basePlot","all|brd|div","1600",
"15587","DCFS_029","DCFS","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"15999","DCFS_030","DCFS","grasslandHerbaceous","distributed","basePlot","all|brd|div","1600",
"5655","DCFS_032","DCFS","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"21119","DCFS_033","DCFS","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"32896","DCFS_034","DCFS","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"35683","DCFS_035","DCFS","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"37155","DCFS_036","DCFS","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"37504","DCFS_037","DCFS","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"48752","DCFS_038","DCFS","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"77440","DCFS_039","DCFS","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"207472","DCFS_040","DCFS","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"247231","DCFS_041","DCFS","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"2594","DCFS_042","DCFS","","tower","phenology","phe","40000","phenocam"
"3117","DCFS_043","DCFS","","tower","phenology","phe","40000","primary"
"18","DCFS_061","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"34","DCFS_062","DCFS","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"46","DCFS_063","DCFS","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"52","DCFS_064","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"82","DCFS_065","DCFS","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"84","DCFS_066","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"98","DCFS_067","DCFS","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","1600",
"146","DCFS_068","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"162","DCFS_069","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"168","DCFS_070","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"174","DCFS_071","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"180","DCFS_072","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"226","DCFS_073","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"228","DCFS_074","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"232","DCFS_075","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"274","DCFS_076","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"290","DCFS_077","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"302","DCFS_078","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"338","DCFS_079","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"360","DCFS_080","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"482","DCFS_081","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"484","DCFS_082","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"488","DCFS_083","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"530","DCFS_084","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"558","DCFS_085","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"680","DCFS_086","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"814","DCFS_087","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"820","DCFS_088","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"840","DCFS_089","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"866","DCFS_090","DCFS","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"314","KONA_001","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc","1600",
"314","KONA_001","KONA","cultivatedCrops","distributed","mammalGrid","mam","8100","diversity"
"646","KONA_002","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc","1600",
"646","KONA_002","KONA","cultivatedCrops","distributed","tickPlot","tck","1600",
"1914","KONA_003","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc","1600",
"1914","KONA_003","KONA","cultivatedCrops","distributed","mammalGrid","mam","8100","diversity"
"1914","KONA_003","KONA","cultivatedCrops","distributed","tickPlot","tck","1600",
"2374","KONA_004","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc","1600",
"2374","KONA_004","KONA","cultivatedCrops","distributed","mammalGrid","mam","8100","diversity"
"2374","KONA_004","KONA","cultivatedCrops","distributed","tickPlot","tck","1600",
"2490","KONA_005","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc","1600",
"3142","KONA_006","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc","1600",
"3142","KONA_006","KONA","cultivatedCrops","distributed","mammalGrid","mam","8100","diversity"
"8518","KONA_007","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst|bet|cfc","1600",
"8762","KONA_008","KONA","cultivatedCrops","distributed","basePlot","all|div|cdw|dhp|hbp|vst|bet|cfc","1600",
"9286","KONA_009","KONA","cultivatedCrops","distributed","basePlot","all|div|cdw|dhp|hbp|vst|bet|cfc","1600",
"10566","KONA_010","KONA","cultivatedCrops","distributed","basePlot","all|div|cdw|dhp|hbp|vst|bet|cfc","1600",
"11578","KONA_011","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst|cfc","1600",
"12614","KONA_012","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst|cfc","1600",
"13382","KONA_013","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst|cfc","1600",
"13382","KONA_013","KONA","cultivatedCrops","distributed","mammalGrid","mam","8100","diversity"
"18298","KONA_014","KONA","cultivatedCrops","distributed","basePlot","all|div|cdw|dhp|hbp|vst|cfc","1600",
"19066","KONA_015","KONA","cultivatedCrops","distributed","basePlot","all|div|cdw|dhp|hbp|vst|cfc","1600",
"20806","KONA_016","KONA","cultivatedCrops","distributed","basePlot","all|div|cdw|dhp|hbp|vst|cfc","1600",
"20806","KONA_016","KONA","cultivatedCrops","distributed","mammalGrid","mam","8100","diversity"
"23354","KONA_017","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst","1600",
"25222","KONA_018","KONA","cultivatedCrops","distributed","basePlot","all|div|cdw|dhp|hbp|vst","1600",
"26234","KONA_019","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst","1600",
"26234","KONA_019","KONA","cultivatedCrops","distributed","tickPlot","tck","1600",
"26950","KONA_020","KONA","cultivatedCrops","distributed","basePlot","all|brd|div|cdw|dhp|hbp|vst","1600",
"29766","KONA_021","KONA","cultivatedCrops","distributed","basePlot","all|div","1600",
"29766","KONA_021","KONA","cultivatedCrops","distributed","tickPlot","tck","1600",
"32570","KONA_022","KONA","cultivatedCrops","distributed","basePlot","all|div","1600",
"33082","KONA_023","KONA","cultivatedCrops","distributed","basePlot","all|div","1600",
"33402","KONA_024","KONA","cultivatedCrops","distributed","basePlot","all|brd|div","1600",
"33402","KONA_024","KONA","cultivatedCrops","distributed","tickPlot","tck","1600",
"34362","KONA_026","KONA","cultivatedCrops","distributed","basePlot","all|div","1600",
"37958","KONA_027","KONA","cultivatedCrops","distributed","basePlot","all|div","1600",
"39238","KONA_028","KONA","cultivatedCrops","distributed","basePlot","all|div","1600",
"42054","KONA_030","KONA","cultivatedCrops","distributed","basePlot","all|brd|div","1600",
"43590","KONA_032","KONA","cultivatedCrops","distributed","basePlot","all|div","1600",
"45690","KONA_035","KONA","cultivatedCrops","distributed","basePlot","all|div","1600",
"2886","KONA_036","KONA","cultivatedCrops","distributed","mosquitoPoint","mpt|mos","0",
"21050","KONA_037","KONA","cultivatedCrops","distributed","mosquitoPoint","mpt|mos","0",
"24902","KONA_038","KONA","cultivatedCrops","distributed","mosquitoPoint","mpt|mos","0",
"35450","KONA_039","KONA","cultivatedCrops","distributed","mosquitoPoint","mpt|mos","0",
"74618","KONA_040","KONA","cultivatedCrops","distributed","mosquitoPoint","mpt|mos","0",
"103034","KONA_041","KONA","cultivatedCrops","distributed","mosquitoPoint","mpt|mos","0",
"113222","KONA_042","KONA","cultivatedCrops","distributed","mosquitoPoint","mpt|mos","0",
"124794","KONA_043","KONA","cultivatedCrops","distributed","mosquitoPoint","mpt|mos","0",
"145078","KONA_044","KONA","cultivatedCrops","distributed","mosquitoPoint","mpt|mos","0",
"397958","KONA_047","KONA","cultivatedCrops","distributed","mosquitoPoint","mpt|mos","0",
"2","KONA_048","KONA","","tower","basePlot","all|bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|sme|vst","1600",
"6","KONA_049","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"18","KONA_050","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"27","KONA_051","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"31","KONA_052","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"34","KONA_053","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"35","KONA_054","KONA","","tower","basePlot","all|bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|sme|vst","1600",
"38","KONA_055","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"39","KONA_056","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"50","KONA_057","KONA","","tower","basePlot","all|bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|sme|vst","1600",
"54","KONA_058","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"59","KONA_059","KONA","","tower","basePlot","all|bbc|bgc|cfc|cdw|dhp|hbp|ltr|sme|vst","1600",
"66","KONA_060","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"87","KONA_061","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"94","KONA_062","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"95","KONA_063","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"107","KONA_064","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"130","KONA_065","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"139","KONA_066","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"154","KONA_067","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"159","KONA_068","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"162","KONA_069","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"163","KONA_070","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"227","KONA_071","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"402","KONA_072","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"466","KONA_073","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"507","KONA_074","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"706","KONA_075","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"870","KONA_076","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"994","KONA_077","KONA","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"443","KONA_078","KONA","","tower","phenology","phe","40000","phenocam"
"678","KONA_079","KONA","","tower","phenology","phe","40000","primary"
"34","KONZ_001","KONZ","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"34","KONZ_001","KONZ","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"34","KONZ_001","KONZ","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"34","KONZ_001","KONZ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"38","KONZ_002","KONZ","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"38","KONZ_002","KONZ","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"38","KONZ_002","KONZ","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"38","KONZ_002","KONZ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"50","KONZ_003","KONZ","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"50","KONZ_003","KONZ","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"50","KONZ_003","KONZ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"54","KONZ_004","KONZ","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"54","KONZ_004","KONZ","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"98","KONZ_005","KONZ","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"98","KONZ_005","KONZ","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"98","KONZ_005","KONZ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"110","KONZ_006","KONZ","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"110","KONZ_006","KONZ","grasslandHerbaceous","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"110","KONZ_006","KONZ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"130","KONZ_007","KONZ","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"130","KONZ_007","KONZ","grasslandHerbaceous","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"130","KONZ_007","KONZ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"134","KONZ_008","KONZ","grasslandHerbaceous","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"134","KONZ_008","KONZ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"154","KONZ_009","KONZ","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"154","KONZ_009","KONZ","grasslandHerbaceous","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"162","KONZ_010","KONZ","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"162","KONZ_010","KONZ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"170","KONZ_011","KONZ","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"174","KONZ_012","KONZ","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"178","KONZ_013","KONZ","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"178","KONZ_013","KONZ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"182","KONZ_014","KONZ","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"190","KONZ_015","KONZ","grasslandHerbaceous","distributed","basePlot","all|cdw|dhp|div|hbp|vst","1600",
"206","KONZ_016","KONZ","grasslandHerbaceous","distributed","basePlot","all|cdw|dhp|div|hbp|vst","1600",
"218","KONZ_017","KONZ","grasslandHerbaceous","distributed","basePlot","all|cdw|dhp|div|hbp|vst","1600",
"226","KONZ_018","KONZ","grasslandHerbaceous","distributed","basePlot","all|cdw|dhp|div|hbp|vst","1600",
"246","KONZ_019","KONZ","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"306","KONZ_020","KONZ","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"318","KONZ_021","KONZ","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"322","KONZ_022","KONZ","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"338","KONZ_023","KONZ","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"1078","KONZ_024","KONZ","deciduousForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
