"mortonOrder","plotID","siteID","nlcdClass","plotType","subtype","applicableModules","plotSize","subtypeSpecification"
"300","TOOL_013","TOOL","dwarfScrub","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"308","TOOL_014","TOOL","dwarfScrub","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"340","TOOL_016","TOOL","dwarfScrub","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"372","TOOL_017","TOOL","dwarfScrub","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"400","TOOL_018","TOOL","dwarfScrub","distributed","basePlot","all|brd|cdw|dhp|div|hbp|vst","1600",
"408","TOOL_019","TOOL","dwarfScrub","distributed","basePlot","all|brd|cdw|dhp|div|hbp|vst","1600",
"592","TOOL_020","TOOL","sedgeHerbaceous","distributed","basePlot","all|brd|div","1600",
"612","TOOL_021","TOOL","sedgeHerbaceous","distributed","basePlot","all|brd|div","1600",
"664","TOOL_022","TOOL","dwarfScrub","distributed","basePlot","all|brd|cdw|dhp|div|hbp|vst","1600",
"684","TOOL_023","TOOL","dwarfScrub","distributed","basePlot","all|div","1600",
"868","TOOL_024","TOOL","sedgeHerbaceous","distributed","basePlot","all|brd|div","1600",
"1108","TOOL_026","TOOL","shrubScrub","distributed","basePlot","all|brd|cdw|dhp|div|hbp|vst","1600",
"1136","TOOL_027","TOOL","shrubScrub","distributed","basePlot","all|brd|div","1600",
"1188","TOOL_028","TOOL","shrubScrub","distributed","tickPlot","tck","1600",
"1188","TOOL_028","TOOL","shrubScrub","distributed","basePlot","all|bet|brd|div","1600",
"1236","TOOL_029","TOOL","shrubScrub","distributed","basePlot","all|div","1600",
"1908","TOOL_031","TOOL","dwarfScrub","distributed","basePlot","all|bet","1600",
"1908","TOOL_031","TOOL","dwarfScrub","distributed","tickPlot","tck","1600",
"1908","TOOL_031","TOOL","dwarfScrub","distributed","mammalGrid","mam","8100","diversity"
"2212","TOOL_032","TOOL","sedgeHerbaceous","distributed","tickPlot","tck","1600",
"2212","TOOL_032","TOOL","sedgeHerbaceous","distributed","basePlot","all|bet|div","1600",
"3044","TOOL_035","TOOL","dwarfScrub","distributed","basePlot","all|bet","1600",
"3044","TOOL_035","TOOL","dwarfScrub","distributed","tickPlot","tck","1600",
"3172","TOOL_036","TOOL","dwarfScrub","distributed","basePlot","all|bet","1600",
"9872","TOOL_039","TOOL","dwarfScrub","distributed","mosquitoPoint","mos|mpt","0",
"14736","TOOL_040","TOOL","dwarfScrub","distributed","mosquitoPoint","mos|mpt","0",
"7577","BONA_078","BONA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"8256","BONA_079","BONA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"10905","BONA_081","BONA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"13721","BONA_082","BONA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"15001","BONA_083","BONA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"30873","BONA_086","BONA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"32832","BONA_087","BONA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"44441","BONA_088","BONA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"84377","BONA_089","BONA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"73369","BONA_093","BONA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"1956","DEJU_049","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"2340","DEJU_050","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"3812","DEJU_051","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"4132","DEJU_052","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"4756","DEJU_053","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"4820","DEJU_054","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"4836","DEJU_055","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"5156","DEJU_056","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"5220","DEJU_057","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"5860","DEJU_058","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"6436","DEJU_059","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"6884","DEJU_060","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"8164","DEJU_061","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"9508","DEJU_062","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"9956","DEJU_063","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"10532","DEJU_064","DEJU","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"29","HEAL_002","HEAL","dwarfScrub","distributed","birdGrid","brd","250000","ninePoints"
"41","HEAL_003","HEAL","dwarfScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"93","HEAL_004","HEAL","shrubScrub","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"884","TOOL_071","TOOL","dwarfScrub","distributed","basePlot","all|bet|brd|div","1600",
"884","TOOL_071","TOOL","dwarfScrub","distributed","tickPlot","tck","1600",
"884","TOOL_071","TOOL","dwarfScrub","distributed","mammalGrid","mam","8100","diversity"
"2348","TOOL_072","TOOL","dwarfScrub","distributed","basePlot","all|bet","1600",
"2704","TOOL_073","TOOL","sedgeHerbaceous","distributed","basePlot","all|bet","1600",
"2704","TOOL_073","TOOL","sedgeHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"7824","TOOL_074","TOOL","shrubScrub","distributed","basePlot","all|bet","1600",
"5684","TOOL_076","TOOL","dwarfScrub","distributed","mammalGrid","mam","8100","diversity"
"8364","TOOL_077","TOOL","sedgeHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"9648","TOOL_078","TOOL","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"10412","TOOL_079","TOOL","dwarfScrub","distributed","mosquitoPoint","mos|mpt","0",
"11436","TOOL_080","TOOL","dwarfScrub","distributed","mosquitoPoint","mos|mpt","0",
"15512","TOOL_081","TOOL","sedgeHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"19428","TOOL_082","TOOL","dwarfScrub","distributed","mosquitoPoint","mos|mpt","0",
"34260","TOOL_083","TOOL","dwarfScrub","distributed","mosquitoPoint","mos|mpt","0",
"74440","TOOL_084","TOOL","","tower","phenology","phe","40000","phenocam"
"744152","TOOL_085","TOOL","","tower","phenology","phe","40000","primary"
"1364","TOOL_086","TOOL","shrubScrub","distributed","basePlot","all|div","1600",
"18128","TOOL_087","TOOL","sedgeHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"16280","TOOL_088","TOOL","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"11352","TOOL_089","TOOL","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"25","WOOD_001","WOOD","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"25","WOOD_001","WOOD","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"49","WOOD_002","WOOD","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"49","WOOD_002","WOOD","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"49","WOOD_002","WOOD","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"51","WOOD_003","WOOD","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"51","WOOD_003","WOOD","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"137","WOOD_004","WOOD","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"149","WOOD_005","WOOD","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"165","WOOD_006","WOOD","grasslandHerbaceous","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"165","WOOD_006","WOOD","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"165","WOOD_006","WOOD","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"169","WOOD_007","WOOD","grasslandHerbaceous","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"169","WOOD_007","WOOD","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"169","WOOD_007","WOOD","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"234","WOOD_008","WOOD","grasslandHerbaceous","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"234","WOOD_008","WOOD","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"234","WOOD_008","WOOD","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"257","WOOD_009","WOOD","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"257","WOOD_009","WOOD","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"257","WOOD_009","WOOD","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"257","WOOD_009","WOOD","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"273","WOOD_010","WOOD","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"273","WOOD_010","WOOD","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"281","WOOD_011","WOOD","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"281","WOOD_011","WOOD","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"285","WOOD_012","WOOD","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"285","WOOD_012","WOOD","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"289","WOOD_013","WOOD","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"289","WOOD_013","WOOD","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"305","WOOD_014","WOOD","grasslandHerbaceous","distributed","basePlot","all|cdw|dhp|div|hbp|vst","1600",
"337","WOOD_015","WOOD","grasslandHerbaceous","distributed","basePlot","all|cdw|dhp|div|hbp|vst","1600",
"417","WOOD_016","WOOD","grasslandHerbaceous","distributed","basePlot","all|cdw|dhp|div|hbp|vst","1600",
"425","WOOD_017","WOOD","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"426","WOOD_018","WOOD","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"449","WOOD_019","WOOD","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"485","WOOD_020","WOOD","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"485","WOOD_020","WOOD","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"1045","WOOD_021","WOOD","emergentHerbaceousWetlands","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1093","WOOD_022","WOOD","emergentHerbaceousWetlands","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1113","WOOD_023","WOOD","emergentHerbaceousWetlands","distributed","basePlot","all|bet|cdw|dhp|div|hbp|vst","1600",
"1285","WOOD_024","WOOD","emergentHerbaceousWetlands","distributed","basePlot","all|bgc|cfc|cdw|dhp|div|hbp|sme|vst","1600",
"1285","WOOD_024","WOOD","emergentHerbaceousWetlands","distributed","tickPlot","tck","1600",
"1429","WOOD_025","WOOD","emergentHerbaceousWetlands","distributed","basePlot","all|div","1600",
"5013","WOOD_026","WOOD","emergentHerbaceousWetlands","distributed","basePlot","all|div","1600",
"1621","WOOD_027","WOOD","emergentHerbaceousWetlands","distributed","basePlot","all|div","1600",
"5157","WOOD_028","WOOD","emergentHerbaceousWetlands","distributed","basePlot","all|bet|div","1600",
"1725","WOOD_029","WOOD","emergentHerbaceousWetlands","distributed","basePlot","all|div","1600",
"1725","WOOD_029","WOOD","emergentHerbaceousWetlands","distributed","birdGrid","brd","250000","ninePoints"
"2929","WOOD_030","WOOD","emergentHerbaceousWetlands","distributed","basePlot","all|div","1600",
"405","WOOD_031","WOOD","emergentHerbaceousWetlands","distributed","birdGrid","brd","250000","ninePoints"
"499","WOOD_032","WOOD","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"4159","WOOD_033","WOOD","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"4919","WOOD_034","WOOD","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"1467","WOOD_035","WOOD","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"2155","WOOD_036","WOOD","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"2707","WOOD_037","WOOD","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"6620","WOOD_038","WOOD","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"3447","WOOD_039","WOOD","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"3679","WOOD_040","WOOD","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"4003","WOOD_041","WOOD","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"297","WOOD_042","WOOD","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"925","WOOD_043","WOOD","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"1181","WOOD_044","WOOD","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"1321","WOOD_045","WOOD","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","1600",
"1833","WOOD_046","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"1949","WOOD_047","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"2205","WOOD_048","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"2973","WOOD_049","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"3997","WOOD_050","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"4393","WOOD_051","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"4765","WOOD_052","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"5277","WOOD_053","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"7677","WOOD_054","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"8093","WOOD_055","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"9929","WOOD_056","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"10025","WOOD_057","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"12445","WOOD_058","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"12957","WOOD_059","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"13213","WOOD_060","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"13609","WOOD_061","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"14237","WOOD_062","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"15005","WOOD_063","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"19613","WOOD_064","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"21801","WOOD_065","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"23453","WOOD_066","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"25501","WOOD_067","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"25757","WOOD_068","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"26781","WOOD_069","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"28969","WOOD_070","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"30505","WOOD_071","WOOD","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"55197","WOOD_074","WOOD","","tower","phenology","phe","40000","primary"
"318","SJER_012","SJER","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"0","ABBY_001","ABBY","evergreenForest","distributed","basePlot","all|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"0","ABBY_001","ABBY","evergreenForest","distributed","tickPlot","tck","1600",
"1","ABBY_002","ABBY","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"1","ABBY_002","ABBY","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"1","ABBY_002","ABBY","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"4","ABBY_003","ABBY","evergreenForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"4","ABBY_003","ABBY","evergreenForest","distributed","tickPlot","tck","1600",
"5","ABBY_004","ABBY","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"5","ABBY_004","ABBY","shrubScrub","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"12","ABBY_005","ABBY","shrubScrub","distributed","tickPlot","tck","1600",
"12","ABBY_005","ABBY","shrubScrub","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"17","ABBY_006","ABBY","evergreenForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"17","ABBY_006","ABBY","evergreenForest","distributed","tickPlot","tck","1600",
"28","ABBY_007","ABBY","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"28","ABBY_007","ABBY","evergreenForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"64","ABBY_008","ABBY","evergreenForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"81","ABBY_009","ABBY","shrubScrub","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"92","ABBY_010","ABBY","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"92","ABBY_010","ABBY","evergreenForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"104","ABBY_011","ABBY","grasslandHerbaceous","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"132","ABBY_012","ABBY","shrubScrub","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"148","ABBY_013","ABBY","grasslandHerbaceous","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"152","ABBY_014","ABBY","evergreenForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"152","ABBY_014","ABBY","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"257","ABBY_015","ABBY","shrubScrub","distributed","basePlot","all|div","1600",
"264","ABBY_016","ABBY","evergreenForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"284","ABBY_017","ABBY","evergreenForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"292","ABBY_018","ABBY","grasslandHerbaceous","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"344","ABBY_019","ABBY","evergreenForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"389","ABBY_020","ABBY","evergreenForest","distributed","basePlot","all|brd|div","1600",
"392","ABBY_021","ABBY","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"408","ABBY_022","ABBY","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"468","ABBY_023","ABBY","mixedForest","distributed","mammalGrid","mam","8100","diversity"
"468","ABBY_023","ABBY","mixedForest","distributed","basePlot","all|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"468","ABBY_023","ABBY","mixedForest","distributed","tickPlot","tck","1600",
"552","ABBY_024","ABBY","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"592","ABBY_025","ABBY","mixedForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"780","ABBY_026","ABBY","shrubScrub","distributed","basePlot","all|div","1600",
"837","ABBY_027","ABBY","shrubScrub","distributed","basePlot","all|div","1600",
"1236","ABBY_028","ABBY","mixedForest","distributed","basePlot","all|bet|div","1600",
"2776","ABBY_029","ABBY","mixedForest","distributed","basePlot","all|div","1600",
"2832","ABBY_030","ABBY","mixedForest","distributed","basePlot","all|div","1600",
"136","ABBY_031","ABBY","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"324","ABBY_032","ABBY","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"540","ABBY_033","ABBY","mixedForest","distributed","mosquitoPoint","mos|mpt","0",
"548","ABBY_034","ABBY","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"657","ABBY_035","ABBY","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"961","ABBY_036","ABBY","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"1208","ABBY_037","ABBY","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"3652","ABBY_038","ABBY","grasslandHerbaceous","distributed","mosquitoPoint","mos|mpt","0",
"4683","ABBY_039","ABBY","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"4892","ABBY_040","ABBY","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"49782","ABBY_061","ABBY","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"168566","ABBY_062","ABBY","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","1600",
"180854","ABBY_063","ABBY","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"410230","ABBY_064","ABBY","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"549494","ABBY_065","ABBY","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"1163894","ABBY_067","ABBY","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"3162742","ABBY_068","ABBY","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"3228278","ABBY_069","ABBY","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"3588726","ABBY_070","ABBY","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"82550","ABBY_071","ABBY","","tower","phenology","phe","40000","primary"
"1725046","ABBY_072","ABBY","","tower","phenology","phe","40000","phenocam"
"166518","ABBY_073","ABBY","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"555638","ABBY_074","ABBY","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"752246","ABBY_075","ABBY","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"1331830","ABBY_076","ABBY","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"19","BART_001","BART","mixedForest","distributed","mammalGrid","mam","8100","diversity"
"19","BART_001","BART","mixedForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"36","BART_002","BART","deciduousForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"36","BART_002","BART","deciduousForest","distributed","tickPlot","tck","1600",
"38","BART_003","BART","deciduousForest","distributed","birdGrid","brd","250000","ninePoints"
"38","BART_003","BART","deciduousForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"57","BART_004","BART","mixedForest","distributed","birdGrid","brd","250000","ninePoints"
"57","BART_004","BART","mixedForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"71","BART_005","BART","mixedForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"79","BART_006","BART","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"87","BART_007","BART","mixedForest","distributed","mammalGrid","mam","8100","diversity"
"87","BART_007","BART","mixedForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"103","BART_009","BART","deciduousForest","distributed","birdGrid","brd","250000","ninePoints"
"118","BART_010","BART","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"118","BART_010","BART","deciduousForest","distributed","tickPlot","tck","1600",
"151","BART_011","BART","mixedForest","distributed","tickPlot","tck","1600",
"151","BART_011","BART","mixedForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"163","BART_012","BART","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"163","BART_012","BART","deciduousForest","distributed","birdGrid","brd","250000","ninePoints"
"163","BART_012","BART","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"164","BART_013","BART","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"198","BART_015","BART","mixedForest","distributed","birdGrid","brd","250000","ninePoints"
"198","BART_015","BART","mixedForest","distributed","mammalGrid","mam","8100","diversity"
"198","BART_015","BART","mixedForest","distributed","tickPlot","tck","1600",
"198","BART_015","BART","mixedForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"199","BART_016","BART","mixedForest","distributed","birdGrid","brd","250000","ninePoints"
"199","BART_016","BART","mixedForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"214","BART_018","BART","mixedForest","distributed","birdGrid","brd","250000","ninePoints"
"214","BART_018","BART","mixedForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"283","BART_019","BART","mixedForest","distributed","tickPlot","tck","1600",
"283","BART_019","BART","mixedForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"374","BART_023","BART","evergreenForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
