"Name","Description","History","Start Date","Children","Plot type","Subtype Specification","Plot Size","Plot Dimensions","Reference Point Position","Decimal Latitude","Decimal Longitude","UTM Zone","UTM Easting","UTM Northing","Coordinate Uncertainty","Elevation","Elevation Uncertainty","Minimum Elevation","Maximum Elevation","Slope Gradient","Slope Aspect","NLCD Class","Soil Type Order"
"DSNY_031.basePlot.ltr","Plot ""DSNY_031"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","0","distributed","","1600","40m x 40m","41","28.108612","-81.418314","17N","458911.42047","3109304.64266","","20.4","","18.94","","0.02","179.62","woodyWetlands","Entisols"
"DSNY_032.basePlot.ltr","Plot ""DSNY_032"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","0","distributed","","1600","40m x 40m","41","28.058866","-81.3931","17N","461370.27004","3103785.62086","","19.49","","18.81","","0.01","224.03","woodyWetlands","Entisols"
"DSNY_033.basePlot.ltr","Plot ""DSNY_033"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","0","distributed","","1600","40m x 40m","41","28.07808","-81.398665","17N","460830.36412","3105915.88162","","19.49","","19.19","","0.01","318.44","woodyWetlands","Entisols"
"DSNY_034.basePlot.ltr","Plot ""DSNY_034"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","0","distributed","","1600","40m x 40m","41","28.063937","-81.418449","17N","458881.14304","3104355.67346","","19.49","","19.47","","0.01","267.77","pastureHay","Entisols"
"DSNY_035.basePlot.ltr","Plot ""DSNY_035"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","0","distributed","","1600","40m x 40m","41","28.068347","-81.388232","17N","461851.99806","3104834.36876","","19.38","","19.23","","0.15","178.79","woodyWetlands","Entisols"
"DSNY_036.basePlot.ltr","Plot ""DSNY_036"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","0","distributed","","1600","40m x 40m","41","28.060517","-81.384553","17N","462210.76382","3103965.83333","0.1","19.62","0.1","20.38","","0.33","23.7","pastureHay","Entisols"
"DSNY_037.basePlot.ltr","Plot ""DSNY_037"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","0","distributed","","1600","40m x 40m","41","28.044794","-81.392123","17N","461461.26296","3102226.45159","0.1","19.78","0.1","19.48","","0.54","155.34","pastureHay","Entisols"
"DSNY_038.basePlot.ltr","Plot ""DSNY_038"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","0","distributed","","1600","40m x 40m","41","28.058337","-81.389433","17N","461730.43997","3103725.86201","","19.22","","19.49","","0.14","8.5","pastureHay","Entisols"
"DSNY_039.basePlot.ltr","Plot ""DSNY_039"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","0","distributed","","1600","40m x 40m","41","28.07231","-81.423976","17N","458341.25684","3105285.09546","","19.49","","19.48","","0.02","312.98","pastureHay","Entisols"
"DSNY_041.basePlot.ltr","Plot ""DSNY_041"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","28.125082","-81.432746","17N","457500.32763","3111134.12957","0.1","20.46","0.1","19.95","","0","0","pastureHay","Entisols"
"DSNY_042.basePlot.ltr","Plot ""DSNY_042"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","28.122132","-81.433949","17N","457381.01388","3110807.75306","0.1","19.82","0.1","19.53","","0","0","pastureHay","Inceptisols"
"DSNY_043.basePlot.ltr","Plot ""DSNY_043"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","28.1232","-81.43487","17N","457290.98296","3110926.38818","0.1","20.27","0.11","19.98","","0","0","pastureHay","Inceptisols"
"DSNY_044.basePlot.ltr","Plot ""DSNY_044"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","28.126189","-81.433661","17N","457410.90274","3111257.08213","0.1","20.34","0.1","19.93","","0","0","pastureHay","Inceptisols"
"DSNY_045.basePlot.ltr","Plot ""DSNY_045"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.12427","-81.432441","17N","457529.96174","3111044.07049","0.1","20.21","0.1","20.15","","0","0","pastureHay","Entisols"
"DSNY_046.basePlot.ltr","Plot ""DSNY_046"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.123459","-81.433331","17N","457442.2336","3110954.54011","0.1","20.18","0.1","20.16","","0","0","pastureHay","Inceptisols"
"DSNY_047.basePlot.ltr","Plot ""DSNY_047"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.125913","-81.432454","17N","457529.3326","3111226.08477","0.1","20.1","0.11","20.02","","0","0","pastureHay","Inceptisols"
"DSNY_048.basePlot.ltr","Plot ""DSNY_048"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.124284","-81.433666","17N","457409.65872","3111046.05004","0.1","20.36","0.1","20.36","","0","0","pastureHay","Inceptisols"
"DSNY_049.basePlot.ltr","Plot ""DSNY_049"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.122358","-81.434859","17N","457291.72959","3110833.10849","0.1","20.01","0.1","19.9","","0","0","pastureHay","Inceptisols"
"DSNY_050.basePlot.ltr","Plot ""DSNY_050"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.12753","-81.432744","17N","457501.48964","3111405.31569","0.1","20.04","0.1","20.01","","0","0","pastureHay","Entisols"
"DSNY_051.basePlot.ltr","Plot ""DSNY_051"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.125366","-81.431537","17N","457619.17561","3111165.16861","0.1","20.15","0.1","20.01","","0","0","pastureHay","Inceptisols"
"DSNY_052.basePlot.ltr","Plot ""DSNY_052"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.127261","-81.434277","17N","457350.83014","3111376.05318","0.1","20.11","0.1","20.1","","0","0","pastureHay","Entisols"
"DSNY_053.basePlot.ltr","Plot ""DSNY_053"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.12833","-81.434275","17N","457351.44973","3111494.47519","0.1","20.26","0.1","20.12","","0","0","pastureHay","Inceptisols"
"DSNY_054.basePlot.ltr","Plot ""DSNY_054"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.123182","-81.434251","17N","457351.7691","3110924.17682","0.1","20.06","0.1","20.01","","0","0","pastureHay","Inceptisols"
"DSNY_055.basePlot.ltr","Plot ""DSNY_055"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.126727","-81.433668","17N","457410.42794","3111316.68365","0.1","20.07","0.1","19.99","","0","0","pastureHay","Entisols"
"DSNY_056.basePlot.ltr","Plot ""DSNY_056"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.124551","-81.431531","17N","457619.44432","3111074.88172","0.1","20.34","0.1","20.1","","0","0","pastureHay","Entisols"
"DSNY_057.basePlot.ltr","Plot ""DSNY_057"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.122924","-81.435488","17N","457230.17837","3110896.03051","0.1","20.23","0.1","20.06","","0","0","pastureHay","Inceptisols"
"DSNY_058.basePlot.ltr","Plot ""DSNY_058"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.126459","-81.432437","17N","457531.21737","3111286.56413","0.1","19.94","0.1","19.89","","0","0","pastureHay","Inceptisols"
"DSNY_059.basePlot.ltr","Plot ""DSNY_059"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.124555","-81.434279","17N","457349.5626","3111076.28608","0.1","20.48","0.1","20.37","","0","0","pastureHay","Spodosols"
"DSNY_060.basePlot.ltr","Plot ""DSNY_060"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.127266","-81.433365","17N","457440.39813","3111376.28736","0.1","20.03","0.1","19.99","","0","0","pastureHay","Entisols"
"DSNY_061.basePlot.ltr","Plot ""DSNY_061"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.128063","-81.433054","17N","457471.25553","3111464.46932","0.1","20.39","0.1","20.07","","0","0","pastureHay","Inceptisols"
"DSNY_062.basePlot.ltr","Plot ""DSNY_062"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.122909","-81.433026","17N","457471.97114","3110893.50497","0.1","19.96","0.1","19.78","","0","0","pastureHay","Inceptisols"
"DSNY_063.basePlot.ltr","Plot ""DSNY_063"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.126727","-81.434274","17N","457350.91339","3111316.89616","0.1","19.9","0.1","19.76","","0","0","pastureHay","Inceptisols"
"DSNY_064.basePlot.ltr","Plot ""DSNY_064"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.124009","-81.434579","17N","457319.8831","3111015.9061","0.1","20.29","0.1","20.28","","0","0","pastureHay","Inceptisols"
"DSNY_065.basePlot.ltr","Plot ""DSNY_065"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.126996","-81.432141","17N","457560.49878","3111345.94902","0.1","19.83","0.1","19.7","","0","0","pastureHay","Entisols"
"DSNY_066.basePlot.ltr","Plot ""DSNY_066"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.12833","-81.434892","17N","457290.85578","3111494.69187","0.1","20.37","0.1","20.34","","0","0","pastureHay","Inceptisols"
"DSNY_067.basePlot.ltr","Plot ""DSNY_067"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.126182","-81.431538","17N","457619.39836","3111255.56455","0.1","20.04","0.1","19.94","","0","0","pastureHay","Inceptisols"
"DSNY_068.basePlot.ltr","Plot ""DSNY_068"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.125913","-81.434274","17N","457350.59118","3111226.7221","0.1","20.07","0.1","20.03","","0","0","pastureHay","Inceptisols"
"DSNY_069.basePlot.ltr","Plot ""DSNY_069"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.124268","-81.43305","17N","457470.15041","3111044.06188","0.1","20.09","0.1","20.09","","0","0","pastureHay","Inceptisols"
"DSNY_070.basePlot.ltr","Plot ""DSNY_070"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","28.125374","-81.43336","17N","457440.14183","3111166.69186","0.1","20.36","0.1","20.26","","0","0","pastureHay","Inceptisols"
"DSNY_073.basePlot.ltr","Plot ""DSNY_073"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","0","distributed","","1600","40m x 40m","41","28.066944","-81.408994","17N","459811.36555","3104685.6259","","21.22","","19.04","","0.31","350.34","woodyWetlands","Entisols"
"DSNY_074.basePlot.ltr","Plot ""DSNY_074"" at site ""DSNY""","History","2010-01-01T00:00:00.000Z","0","distributed","","1600","40m x 40m","41","28.066655","-81.416933","17N","459031.14498","3104656.25665","","20.11","","20.09","","0.08","231.55","pastureHay","Entisols"
"GRSM_047.basePlot.ltr","Plot ""GRSM_047"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","35.687618","-83.506291","17N","273203.17935","3952196.428","0.13","657.12","0.17","654.26","","5.14","333","deciduousForest","Ultisols"
"GRSM_048.basePlot.ltr","Plot ""GRSM_048"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","35.685859","-83.498951","17N","273862.55088","3951984.34084","0.13","603.22","0.25","602.62","","8.53","236","deciduousForest","Inceptisols"
"GRSM_049.basePlot.ltr","Plot ""GRSM_049"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.687542","-83.497001","17N","274043.79805","3952166.56584","0.29","644.42","0.34","634.78","","12.13","104","deciduousForest","Inceptisols"
"GRSM_050.basePlot.ltr","Plot ""GRSM_050"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","35.684967","-83.50388","17N","273413.89542","3951896.74887","0.16","674.29","0.18","667.97","","5.14","230","deciduousForest","Inceptisols"
"GRSM_051.basePlot.ltr","Plot ""GRSM_051"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.688412","-83.507296","17N","273114.46743","3952286.83993","0.12","657.2","0.23","648.64","","6.84","131","deciduousForest","Ultisols"
"GRSM_052.basePlot.ltr","Plot ""GRSM_052"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.692349","-83.500771","17N","273716.16558","3952708.55548","0.2","590.86","0.23","584.66","","10.76","19","mixedForest","Inceptisols"
"GRSM_053.basePlot.ltr","Plot ""GRSM_053"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.68503","-83.500259","17N","273741.81924","3951895.38406","0.12","620.09","0.15","613.38","","8.53","217","deciduousForest","Ultisols"
"GRSM_054.basePlot.ltr","Plot ""GRSM_054"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.691475","-83.501737","17N","273626.2669","3952613.81952","0.2","570.7","0.29","565.88","","5.71","50","deciduousForest","Inceptisols"
"GRSM_055.basePlot.ltr","Plot ""GRSM_055"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","35.685523","-83.502232","17N","273564.63251","3951954.62941","0.14","626.45","0.16","613.65","","7.97","209","deciduousForest","Ultisols"
"GRSM_056.basePlot.ltr","Plot ""GRSM_056"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.687095","-83.504948","17N","273323.25293","3952135.30182","0.09","635.37","0.13","624.18","","12.95","326","deciduousForest","Ultisols"
"GRSM_057.basePlot.ltr","Plot ""GRSM_057"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.686587","-83.50228","17N","273563.29718","3952072.78338","0.13","590.7","0.22","582.14","","12.95","225","deciduousForest","Inceptisols"
"GRSM_058.basePlot.ltr","Plot ""GRSM_058"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","35.691954","-83.505443","17N","273292.21137","3952675.51742","0.12","547.99","0.2","540.14","","14.09","238.9","deciduousForest","Inceptisols"
"GRSM_059.basePlot.ltr","Plot ""GRSM_059"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","35.686509","-83.506609","17N","273171.25527","3952074.12719","0.14","654.62","0.2","646.95","","4.8","85","deciduousForest","Ultisols"
"GRSM_060.basePlot.ltr","Plot ""GRSM_060"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.68601","-83.503985","17N","273407.34343","3952012.70476","0.12","639.31","0.15","631.08","","11.64","292","deciduousForest","Ultisols"
"GRSM_061.basePlot.ltr","Plot ""GRSM_061"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.685732","-83.505223","17N","273294.50317","3951984.72181","0.11","664.94","0.12","660.89","","4.23","102","deciduousForest","Inceptisols"
"GRSM_062.basePlot.ltr","Plot ""GRSM_062"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.69334","-83.502845","17N","273531.26387","3952823.28494","0.1","579.35","0.1","570.86","","10.76","20","deciduousForest","Inceptisols"
"GRSM_063.basePlot.ltr","Plot ""GRSM_063"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.684766","-83.498905","17N","273863.62737","3951862.97439","0.13","626.95","0.2","619.87","","10.2","185","deciduousForest","Ultisols"
"GRSM_064.basePlot.ltr","Plot ""GRSM_064"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.689833","-83.503034","17N","273504.23584","3952434.64416","0.13","565.19","0.17","564.79","","0","0","deciduousForest","Inceptisols"
"GRSM_065.basePlot.ltr","Plot ""GRSM_065"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.690916","-83.503411","17N","273473.17938","3952555.66565","0.13","561.59","0.2","555.44","","0","0","deciduousForest","Inceptisols"
"GRSM_066.basePlot.ltr","Plot ""GRSM_066"" at site ""GRSM""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.688773","-83.502675","17N","273533.72921","3952316.21608","0.1","570.66","0.1","564.94","","5.71","45","deciduousForest","Inceptisols"
"GUAN_042.basePlot.ltr","Plot ""GUAN_042"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","17.970725","-66.863969","19N","726205.8369","1988248.04493","0.15","144.76","0.3","140.4","","5.03","8","evergreenForest","Aridisols"
"GUAN_043.basePlot.ltr","Plot ""GUAN_043"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","17.968869","-66.867682","19N","725814.84188","1988038.0663","0.1","113.48","0.1","109.95","","8.08","217.8","evergreenForest","Aridisols"
"GUAN_044.basePlot.ltr","Plot ""GUAN_044"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.966738","-66.870526","19N","725516.25185","1987798.7102","0.1","145.1","0.1","143.2","","9.15","285.72","evergreenForest","Aridisols"
"GUAN_045.basePlot.ltr","Plot ""GUAN_045"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.969213","-66.873904","19N","725155.24209","1988068.58593","0.11","143.02","0.12","141.77","","1.95","333","evergreenForest","Aridisols"
"GUAN_046.basePlot.ltr","Plot ""GUAN_046"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.971618","-66.87246","19N","725305.16868","1988336.56724","0.1","165.57","0.1","162.33","","1.26","315","evergreenForest","Aridisols"
"GUAN_047.basePlot.ltr","Plot ""GUAN_047"" at site ""GUAN""","History","2020-07-21T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.973191","-66.866787","19N","725904.16054","1988517.59377","0.17","156.98","0.24","151.81","","8.81","5.8","evergreenForest","Aridisols"
"GUAN_048.basePlot.ltr","Plot ""GUAN_048"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","17.96911","-66.864276","19N","726175.37024","1988068.89269","0.12","130.1","0.12","127.44","","3.09","165.1","evergreenForest","Aridisols"
"GUAN_049.basePlot.ltr","Plot ""GUAN_049"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.967743","-66.864301","19N","726174.46262","1987917.53745","0.1","122.4","0.15","118.25","","2.12","4.4","evergreenForest","Aridisols"
"GUAN_050.basePlot.ltr","Plot ""GUAN_050"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.969914","-66.865696","19N","726023.91073","1988156.16397","0.12","144.98","0.11","135.44","","10.76","31","evergreenForest","Aridisols"
"GUAN_051.basePlot.ltr","Plot ""GUAN_051"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.96909","-66.863146","19N","726295.10911","1988068.05639","0.12","130.38","0.14","128.55","","0.17","10.3","evergreenForest","Aridisols"
"GUAN_052.basePlot.ltr","Plot ""GUAN_052"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.968041","-66.86713","19N","725874.37439","1987947.07995","0.1","109.28","0.1","107.39","","3.03","231.7","evergreenForest","Aridisols"
"GUAN_053.basePlot.ltr","Plot ""GUAN_053"" at site ""GUAN""","History","2020-07-21T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.97153","-66.863121","19N","726294.64819","1988338.19127","0.1","178.38","0.1","171.19","","13.17","135","evergreenForest","Aridisols"
"GUAN_054.basePlot.ltr","Plot ""GUAN_054"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.968868","-66.866561","19N","725933.60302","1988039.3201","0.1","108.9","0.1","108.11","","0","0","evergreenForest","Aridisols"
"GUAN_055.basePlot.ltr","Plot ""GUAN_055"" at site ""GUAN""","History","2020-07-22T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.96969","-66.867652","19N","725816.97614","1988128.98607","0.11","114.22","0.11","112.7","","1.83","238.8","evergreenForest","Aridisols"
"GUAN_056.basePlot.ltr","Plot ""GUAN_056"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.971008","-66.865387","19N","726055.25366","1988277.64443","0.1","141.28","0.1","141.28","","1.43","72.4","evergreenForest","Aridisols"
"GUAN_057.basePlot.ltr","Plot ""GUAN_057"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.96857","-66.865136","19N","726084.94843","1988008.06755","0.1","125.24","0.1","123.37","","5.82","183","evergreenForest","Aridisols"
"GUAN_058.basePlot.ltr","Plot ""GUAN_058"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.970232","-66.866811","19N","725905.38261","1988190.00822","0.1","119.43","0.1","117.21","","5.88","64","evergreenForest","Aridisols"
"GUAN_059.basePlot.ltr","Plot ""GUAN_059"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.970194","-66.862863","19N","726323.68343","1988190.61271","0.16","137.87","0.2","133.93","","6.52","188.05","evergreenForest","Aridisols"
"GUAN_060.basePlot.ltr","Plot ""GUAN_060"" at site ""GUAN""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.967718","-66.862876","19N","726325.46166","1987916.50731","0.14","119.92","0.23","115.02","","1.72","54","evergreenForest","Aridisols"
"GUAN_061.basePlot.ltr","Plot ""GUAN_061"" at site ""GUAN""","History","2020-07-28T00:00:00.000Z","9","tower","","1600","40m x 40m","41","17.966931","-66.863729","19N","726236.09568","1987828.34753","0.1","101.74","0.1","97.67","","11.31","319","evergreenForest","Aridisols"
"HARV_033.basePlot.ltr","Plot ""HARV_033"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","42.538302","-72.175607","18N","731935.97388","4713412.65801","0.22","358.8","0.22","341.26","","3.32","244.8","deciduousForest","Inceptisols"
"HARV_034.basePlot.ltr","Plot ""HARV_034"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","42.535686","-72.177968","18N","731751.75905","4713115.68384","0.28","372.14","0.37","365.55","","0.74","250.1","evergreenForest","Inceptisols"
"HARV_035.basePlot.ltr","Plot ""HARV_035"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","13","tower","","1600","40m x 40m","41","42.539966","-72.178072","18N","731727.3783","4713590.69773","0.22","365.8","0.3","361.43","","1.09","185.9","evergreenForest","Histosols"
"HARV_036.basePlot.ltr","Plot ""HARV_036"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.542123","-72.173119","18N","732126.13381","4713843.80263","0.12","368.24","0.2","363.66","","4.57","355","deciduousForest","Inceptisols"
"HARV_037.basePlot.ltr","Plot ""HARV_037"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.537308","-72.179312","18N","731635.379","4713292.13106","0.14","361.91","0.17","361.91","","1.32","42.5","evergreenForest","Histosols"
"HARV_038.basePlot.ltr","Plot ""HARV_038"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.537334","-72.177877","18N","731753.13352","4713298.94502","0.2","367.41","0.26","363.66","","1.55","105.5","mixedForest","Histosols"
"HARV_039.basePlot.ltr","Plot ""HARV_039"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.533247","-72.17769","18N","731783.61755","4712845.59133","0.15","373.21","0.17","372.18","","0.63","216","mixedForest","Inceptisols"
"HARV_040.basePlot.ltr","Plot ""HARV_040"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.539918","-72.175931","18N","731903.3803","4713591.22912","0.12","342.82","0.14","342.65","","0.23","354.6","mixedForest","Inceptisols"
"HARV_041.basePlot.ltr","Plot ""HARV_041"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.536795","-72.180797","18N","731515.31861","4713231.10054","0.12","361.58","0.21","359.78","","0.92","120.1","evergreenForest","Histosols"
"HARV_042.basePlot.ltr","Plot ""HARV_042"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.534167","-72.176562","18N","731872.85536","4712950.84641","0.12","370.97","0.14","368.07","","0.8","235.9","mixedForest","Inceptisols"
"HARV_043.basePlot.ltr","Plot ""HARV_043"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.541027","-72.176583","18N","731845.72984","4713712.59921","0.11","354.44","0.16","354.44","","2.41","301.6","evergreenForest","Inceptisols"
"HARV_044.basePlot.ltr","Plot ""HARV_044"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.535376","-72.176486","18N","731874.62073","4713085.31521","0.14","365.76","0.14","365.42","","0.17","200.5","deciduousForest","Inceptisols"
"HARV_045.basePlot.ltr","Plot ""HARV_045"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.542078","-72.1713","18N","732275.67644","4713843.79406","0.11","370.01","0.13","363.64","","4","342","deciduousForest","Inceptisols"
"HARV_046.basePlot.ltr","Plot ""HARV_046"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.537915","-72.180759","18N","731514.29852","4713355.58159","0.26","361.4","0.32","358.43","","0.29","340.1","mixedForest","Histosols"
"HARV_047.basePlot.ltr","Plot ""HARV_047"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.536689","-72.175706","18N","731933.8179","4713233.26146","0.17","367.28","0.38","362.02","","3.55","247.9","deciduousForest","Inceptisols"
"HARV_048.basePlot.ltr","Plot ""HARV_048"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.541304","-72.178017","18N","731726.94301","4713739.43462","0.21","360.65","0.34","358.74","","3.21","319.6","mixedForest","Histosols"
"HARV_049.basePlot.ltr","Plot ""HARV_049"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.535171","-72.179779","18N","731604.92975","4713053.5376","0.3","370.04","0.33","365.29","","0.29","223.5","mixedForest","Inceptisols"
"HARV_050.basePlot.ltr","Plot ""HARV_050"" at site ""HARV""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","42.53627","-72.179357","18N","731635.52293","4713176.73699","0.18","368.38","0.38","364.05","","0.86","150.1","mixedForest","Histosols"
