"siteID","namedLocation","subplotID","targetTaxaPresent","easting","northing","utmZone","E_add","N_add","easting_calc","northing_calc","plotArea","CHM_area"
"YELL","YELL_046.basePlot.ltr","39","Y","536160.27794","4977760.75978","12N",-10,10,536150.27794,4977770.75978,400,NA
"YELL","YELL_046.basePlot.ltr","41","Y","536160.27794","4977760.75978","12N",10,10,536170.27794,4977770.75978,400,NA
"YELL","YELL_047.basePlot.ltr","21","Y","536729.8804","4977763.00524","12N",-10,-10,536719.8804,4977753.00524,400,NA
"YELL","YELL_047.basePlot.ltr","23","Y","536729.8804","4977763.00524","12N",10,-10,536739.8804,4977753.00524,400,NA
"YELL","YELL_048.basePlot.ltr","23","Y","536550.08771","4977641.8871","12N",10,-10,536560.08771,4977631.8871,400,NA
"YELL","YELL_048.basePlot.ltr","21","Y","536550.08771","4977641.8871","12N",-10,-10,536540.08771,4977631.8871,400,NA
"YELL","YELL_049.basePlot.ltr","21","N","536369.26901","4977672.29498","12N",-10,-10,536359.26901,4977662.29498,400,NA
"YELL","YELL_049.basePlot.ltr","41","N","536369.26901","4977672.29498","12N",10,10,536379.26901,4977682.29498,400,NA
"YELL","YELL_049.basePlot.ltr","41","Y","536369.26901","4977672.29498","12N",10,10,536379.26901,4977682.29498,400,NA
"YELL","YELL_049.basePlot.ltr","21","Y","536369.26901","4977672.29498","12N",-10,-10,536359.26901,4977662.29498,400,NA
"YELL","YELL_050.basePlot.ltr","23","Y","536040.49307","4978061.91519","12N",10,-10,536050.49307,4978051.91519,400,NA
"YELL","YELL_050.basePlot.ltr","21","Y","536040.49307","4978061.91519","12N",-10,-10,536030.49307,4978051.91519,400,NA
"YELL","YELL_051.basePlot.ltr","21","N","536159.94366","4977973.3841","12N",-10,-10,536149.94366,4977963.3841,400,NA
"YELL","YELL_051.basePlot.ltr","23","N","536159.94366","4977973.3841","12N",10,-10,536169.94366,4977963.3841,400,NA
"YELL","YELL_051.basePlot.ltr","23","Y","536159.94366","4977973.3841","12N",10,-10,536169.94366,4977963.3841,400,NA
"YELL","YELL_051.basePlot.ltr","21","Y","536159.94366","4977973.3841","12N",-10,-10,536149.94366,4977963.3841,400,NA
"YELL","YELL_052.basePlot.ltr","41","Y","536339.85036","4978032.39269","12N",10,10,536349.85036,4978042.39269,400,NA
"YELL","YELL_052.basePlot.ltr","21","Y","536339.85036","4978032.39269","12N",-10,-10,536329.85036,4978022.39269,400,NA
"YELL","YELL_053.basePlot.ltr","23","Y","536459.83045","4977491.95601","12N",10,-10,536469.83045,4977481.95601,400,NA
"YELL","YELL_053.basePlot.ltr","21","Y","536459.83045","4977491.95601","12N",-10,-10,536449.83045,4977481.95601,400,NA
"YELL","YELL_054.basePlot.ltr","39","Y","536518.50411","4977881.99444","12N",-10,10,536508.50411,4977891.99444,400,NA
"YELL","YELL_054.basePlot.ltr","41","Y","536518.50411","4977881.99444","12N",10,10,536528.50411,4977891.99444,400,NA
"YELL","YELL_055.basePlot.ltr","39","Y","536459.20675","4978002.74433","12N",-10,10,536449.20675,4978012.74433,400,NA
"YELL","YELL_055.basePlot.ltr","41","Y","536459.20675","4978002.74433","12N",10,10,536469.20675,4978012.74433,400,NA
"YELL","YELL_056.basePlot.ltr","39","Y","536731.51968","4977642.37085","12N",-10,10,536721.51968,4977652.37085,400,NA
"YELL","YELL_056.basePlot.ltr","21","Y","536731.51968","4977642.37085","12N",-10,-10,536721.51968,4977632.37085,400,NA
"YELL","YELL_057.basePlot.ltr","41","Y","535919.63679","4978092.34053","12N",10,10,535929.63679,4978102.34053,400,NA
"YELL","YELL_057.basePlot.ltr","21","Y","535919.63679","4978092.34053","12N",-10,-10,535909.63679,4978082.34053,400,NA
"YELL","YELL_058.basePlot.ltr","21","Y","536609.56777","4977972.49795","12N",-10,-10,536599.56777,4977962.49795,400,NA
"YELL","YELL_058.basePlot.ltr","41","Y","536609.56777","4977972.49795","12N",10,10,536619.56777,4977982.49795,400,NA
"YELL","YELL_059.basePlot.ltr","23","Y","536279.93223","4977762.77038","12N",10,-10,536289.93223,4977752.77038,400,NA
"YELL","YELL_059.basePlot.ltr","21","Y","536279.93223","4977762.77038","12N",-10,-10,536269.93223,4977752.77038,400,NA
"YELL","YELL_060.basePlot.ltr","21","Y","536040.21565","4977943.15844","12N",-10,-10,536030.21565,4977933.15844,400,NA
"YELL","YELL_060.basePlot.ltr","41","Y","536040.21565","4977943.15844","12N",10,10,536050.21565,4977953.15844,400,NA
"YELL","YELL_061.basePlot.ltr","41","Y","536249.59702","4977881.90904","12N",10,10,536259.59702,4977891.90904,400,NA
"YELL","YELL_061.basePlot.ltr","21","Y","536249.59702","4977881.90904","12N",-10,-10,536239.59702,4977871.90904,400,NA
"YELL","YELL_062.basePlot.ltr","21","Y","536520.13371","4977762.35978","12N",-10,-10,536510.13371,4977752.35978,400,NA
"YELL","YELL_062.basePlot.ltr","23","Y","536520.13371","4977762.35978","12N",10,-10,536530.13371,4977752.35978,400,NA
