siteID,namedLocation,subplotID,targetTaxaPresent,easting,northing,utmZone,E_add,N_add,easting_calc,northing_calc,plotArea,CHM_area,CHM_percent,Year,startDate,endDate
BART,BART_046.basePlot.ltr,39,Y,316952.3637,4881070.365,19N,-10,10,316942,4881080,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_046.basePlot.ltr,41,Y,316952.3637,4881070.365,19N,10,10,316962,4881080,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_047.basePlot.ltr,41,Y,316531.6018,4881640.291,19N,10,10,316541,4881650,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_047.basePlot.ltr,21,Y,316531.6018,4881640.291,19N,-10,-10,316521,4881630,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_050.basePlot.ltr,41,Y,316774.4118,4881249.157,19N,10,10,316784,4881259,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_050.basePlot.ltr,21,Y,316774.4118,4881249.157,19N,-10,-10,316764,4881239,400,386,96.5,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_051.basePlot.ltr,39,Y,316754.3676,4881384.548,19N,-10,10,316744,4881394,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_051.basePlot.ltr,41,Y,316754.3676,4881384.548,19N,10,10,316764,4881394,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_070.basePlot.ltr,39,Y,317283.6985,4881549.38,19N,-10,10,317273,4881559,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_070.basePlot.ltr,41,Y,317283.6985,4881549.38,19N,10,10,317293,4881559,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_071.basePlot.ltr,23,Y,316559.2982,4881970.327,19N,10,-10,316569,4881960,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_071.basePlot.ltr,41,Y,316559.2982,4881970.327,19N,10,10,316569,4881980,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_071.basePlot.ltr,21,Y,316559.2982,4881970.327,19N,-10,-10,316549,4881960,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_071.basePlot.ltr,39,Y,316559.2982,4881970.327,19N,-10,10,316549,4881980,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_072.basePlot.ltr,39,Y,316892.4023,4881159.733,19N,-10,10,316882,4881169,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_072.basePlot.ltr,21,Y,316892.4023,4881159.733,19N,-10,-10,316882,4881149,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_073.basePlot.ltr,39,Y,316710.3216,4881613.757,19N,-10,10,316700,4881623,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_073.basePlot.ltr,23,Y,316710.3216,4881613.757,19N,10,-10,316720,4881603,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_074.basePlot.ltr,41,Y,317130.1539,4881099.336,19N,10,10,317140,4881109,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_074.basePlot.ltr,39,Y,317130.1539,4881099.336,19N,-10,10,317120,4881109,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_075.basePlot.ltr,23,Y,316863.0575,4880983.362,19N,10,-10,316873,4880973,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
BART,BART_075.basePlot.ltr,41,Y,316863.0575,4880983.362,19N,10,10,316873,4880993,400,400,100,2014,2014-06-02T17:00:00.000Z,2014-06-02T17:00:00.000Z
HARV,HARV_033.basePlot.ltr,23,Y,731935.9739,4713412.658,18N,10,-10,731945,4713402,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_033.basePlot.ltr,21,Y,731935.9739,4713412.658,18N,-10,-10,731925,4713402,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_034.basePlot.ltr,39,Y,731751.7591,4713115.684,18N,-10,10,731741,4713125,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_034.basePlot.ltr,23,Y,731751.7591,4713115.684,18N,10,-10,731761,4713105,400,397,99.25,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_035.basePlot.ltr,23,Y,731727.3783,4713590.698,18N,10,-10,731737,4713580,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_035.basePlot.ltr,21,Y,731727.3783,4713590.698,18N,-10,-10,731717,4713580,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_036.basePlot.ltr,21,Y,732126.1338,4713843.803,18N,-10,-10,732116,4713833,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_036.basePlot.ltr,23,Y,732126.1338,4713843.803,18N,10,-10,732136,4713833,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_037.basePlot.ltr,41,Y,731635.379,4713292.131,18N,10,10,731645,4713302,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_037.basePlot.ltr,23,Y,731635.379,4713292.131,18N,10,-10,731645,4713282,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_038.basePlot.ltr,23,Y,731753.1335,4713298.945,18N,10,-10,731763,4713288,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_038.basePlot.ltr,39,Y,731753.1335,4713298.945,18N,-10,10,731743,4713308,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_039.basePlot.ltr,41,Y,731783.6176,4712845.591,18N,10,10,731793,4712855,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_039.basePlot.ltr,39,Y,731783.6176,4712845.591,18N,-10,10,731773,4712855,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_040.basePlot.ltr,41,Y,731903.3803,4713591.229,18N,10,10,731913,4713601,400,301,75.25,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_040.basePlot.ltr,23,Y,731903.3803,4713591.229,18N,10,-10,731913,4713581,400,264,66,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_041.basePlot.ltr,39,Y,731515.3186,4713231.101,18N,-10,10,731505,4713241,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_041.basePlot.ltr,23,Y,731515.3186,4713231.101,18N,10,-10,731525,4713221,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_042.basePlot.ltr,39,Y,731872.8554,4712950.846,18N,-10,10,731862,4712960,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_042.basePlot.ltr,41,Y,731872.8554,4712950.846,18N,10,10,731882,4712960,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_043.basePlot.ltr,21,Y,731845.7298,4713712.599,18N,-10,-10,731835,4713702,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_043.basePlot.ltr,39,Y,731845.7298,4713712.599,18N,-10,10,731835,4713722,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_044.basePlot.ltr,21,Y,731874.6207,4713085.315,18N,-10,-10,731864,4713075,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_044.basePlot.ltr,41,Y,731874.6207,4713085.315,18N,10,10,731884,4713095,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_045.basePlot.ltr,21,Y,732275.6764,4713843.794,18N,-10,-10,732265,4713833,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_045.basePlot.ltr,23,Y,732275.6764,4713843.794,18N,10,-10,732285,4713833,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_046.basePlot.ltr,21,Y,731514.2985,4713355.582,18N,-10,-10,731504,4713345,400,389,97.25,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_046.basePlot.ltr,41,Y,731514.2985,4713355.582,18N,10,10,731524,4713365,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_047.basePlot.ltr,21,Y,731933.8179,4713233.261,18N,-10,-10,731923,4713223,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_047.basePlot.ltr,41,Y,731933.8179,4713233.261,18N,10,10,731943,4713243,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_048.basePlot.ltr,39,Y,731726.943,4713739.435,18N,-10,10,731716,4713749,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_048.basePlot.ltr,23,Y,731726.943,4713739.435,18N,10,-10,731736,4713729,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_049.basePlot.ltr,23,Y,731604.9298,4713053.538,18N,10,-10,731614,4713043,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_049.basePlot.ltr,41,Y,731604.9298,4713053.538,18N,10,10,731614,4713063,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_050.basePlot.ltr,41,Y,731635.5229,4713176.737,18N,10,10,731645,4713186,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_050.basePlot.ltr,21,Y,731635.5229,4713176.737,18N,-10,-10,731625,4713166,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_051.basePlot.ltr,39,Y,731660.9604,4712933.89,18N,-10,10,731650,4712943,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_051.basePlot.ltr,23,Y,731660.9604,4712933.89,18N,10,-10,731670,4712923,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_052.basePlot.ltr,41,Y,731842.1381,4713835.105,18N,10,10,731852,4713845,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
HARV,HARV_052.basePlot.ltr,23,Y,731842.1381,4713835.105,18N,10,-10,731852,4713825,400,400,100,2014,2014-06-01T13:00:00.000Z,2014-06-02T13:00:00.000Z
JERC,JERC_047.basePlot.ltr,23,Y,741333.085,3454357.886,16N,10,-10,741343,3454347,400,362,90.5,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_047.basePlot.ltr,21,Y,741333.085,3454357.886,16N,-10,-10,741323,3454347,400,349,87.25,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_048.basePlot.ltr,21,Y,741839.9275,3454150.41,16N,-10,-10,741829,3454140,400,242,60.5,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_048.basePlot.ltr,39,Y,741839.9275,3454150.41,16N,-10,10,741829,3454160,400,116,29,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_049.basePlot.ltr,39,Y,741630.6383,3454148.934,16N,-10,10,741620,3454158,400,367,91.75,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_049.basePlot.ltr,21,Y,741630.6383,3454148.934,16N,-10,-10,741620,3454138,400,183,45.75,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_050.basePlot.ltr,23,Y,741239.6145,3454179.576,16N,10,-10,741249,3454169,400,301,75.25,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_050.basePlot.ltr,21,Y,741239.6145,3454179.576,16N,-10,-10,741229,3454169,400,315,78.75,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_051.basePlot.ltr,39,Y,741600.8874,3454481.397,16N,-10,10,741590,3454491,400,263,65.75,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_051.basePlot.ltr,21,Y,741600.8874,3454481.397,16N,-10,-10,741590,3454471,400,282,70.5,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_052.basePlot.ltr,39,Y,741630.4306,3454029.117,16N,-10,10,741620,3454039,400,224,56,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_052.basePlot.ltr,21,Y,741630.4306,3454029.117,16N,-10,-10,741620,3454019,400,255,63.75,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_053.basePlot.ltr,21,Y,741689.7549,3453879.159,16N,-10,-10,741679,3453869,400,290,72.5,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_053.basePlot.ltr,41,Y,741689.7549,3453879.159,16N,10,10,741699,3453889,400,253,63.25,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_054.basePlot.ltr,21,Y,741179.2857,3454298.783,16N,-10,-10,741169,3454288,400,400,100,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_054.basePlot.ltr,39,Y,741179.2857,3454298.783,16N,-10,10,741169,3454308,400,400,100,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_055.basePlot.ltr,39,Y,741539.0797,3453879.031,16N,-10,10,741529,3453889,400,57,14.25,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_055.basePlot.ltr,41,Y,741539.0797,3453879.031,16N,10,10,741549,3453889,400,100,25,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_056.basePlot.ltr,41,Y,741420.5061,3453938.771,16N,10,10,741430,3453948,400,388,97,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_056.basePlot.ltr,39,Y,741420.5061,3453938.771,16N,-10,10,741410,3453948,400,83,20.75,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_056.basePlot.ltr,41,N,741420.5061,3453938.771,16N,10,10,741430,3453948,400,388,97,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_057.basePlot.ltr,23,Y,741090.3548,3454630.224,16N,10,-10,741100,3454620,400,400,100,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_057.basePlot.ltr,41,Y,741090.3548,3454630.224,16N,10,10,741100,3454640,400,241,60.25,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_058.basePlot.ltr,23,Y,741809.6083,3453938.266,16N,10,-10,741819,3453928,400,138,34.5,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_058.basePlot.ltr,21,Y,741809.6083,3453938.266,16N,-10,-10,741799,3453928,400,126,31.5,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_059.basePlot.ltr,39,Y,741781.0294,3454327.445,16N,-10,10,741771,3454337,400,197,49.25,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_059.basePlot.ltr,41,Y,741781.0294,3454327.445,16N,10,10,741791,3454337,400,252,63,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_060.basePlot.ltr,41,Y,741510.7972,3454388.806,16N,10,10,741520,3454398,400,253,63.25,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_060.basePlot.ltr,23,Y,741510.7972,3454388.806,16N,10,-10,741520,3454378,400,224,56,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_061.basePlot.ltr,23,Y,741510.3357,3454030.468,16N,10,-10,741520,3454020,400,355,88.75,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_061.basePlot.ltr,21,Y,741510.3357,3454030.468,16N,-10,-10,741500,3454020,400,312,78,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_062.basePlot.ltr,41,Y,741360.9566,3454177.807,16N,10,10,741370,3454187,400,264,66,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_062.basePlot.ltr,39,Y,741360.9566,3454177.807,16N,-10,10,741350,3454187,400,282,70.5,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_063.basePlot.ltr,21,Y,741749.705,3454059.366,16N,-10,-10,741739,3454049,400,208,52,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_063.basePlot.ltr,23,Y,741749.705,3454059.366,16N,10,-10,741759,3454049,400,45,11.25,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_064.basePlot.ltr,39,Y,741388.9278,3454600.898,16N,-10,10,741378,3454610,400,281,70.25,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_064.basePlot.ltr,21,Y,741388.9278,3454600.898,16N,-10,-10,741378,3454590,400,123,30.75,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_065.basePlot.ltr,39,Y,741509.7458,3454567.724,16N,-10,10,741499,3454577,400,352,88,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_065.basePlot.ltr,23,Y,741509.7458,3454567.724,16N,10,-10,741519,3454557,400,318,79.5,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_066.basePlot.ltr,21,Y,741661.0026,3454267.779,16N,-10,-10,741651,3454257,400,283,70.75,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
JERC,JERC_066.basePlot.ltr,39,Y,741661.0026,3454267.779,16N,-10,10,741651,3454277,400,287,71.75,2014,2014-05-21T14:00:00.000Z,2014-05-21T14:00:00.000Z
OSBS,OSBS_025.basePlot.ltr,21,Y,403603.0851,3285057.725,17N,-10,-10,403593,3285047,400,238,59.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_025.basePlot.ltr,41,Y,403603.0851,3285057.725,17N,10,10,403613,3285067,400,83,20.75,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_025.basePlot.ltr,23,Y,403603.0851,3285057.725,17N,10,-10,403613,3285047,400,65,16.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_026.basePlot.ltr,41,Y,404023.4586,3285244.388,17N,10,10,404033,3285254,400,269,67.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_026.basePlot.ltr,21,Y,404023.4586,3285244.388,17N,-10,-10,404013,3285234,400,130,32.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_027.basePlot.ltr,41,Y,404021.2463,3285065.434,17N,10,10,404031,3285075,400,127,31.75,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_027.basePlot.ltr,39,Y,404021.2463,3285065.434,17N,-10,10,404011,3285075,400,208,52,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_028.basePlot.ltr,41,Y,403661.7646,3284399.615,17N,10,10,403671,3284409,400,90,22.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_028.basePlot.ltr,23,Y,403661.7646,3284399.615,17N,10,-10,403671,3284389,400,60,15,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_029.basePlot.ltr,21,Y,404231.8981,3285122.917,17N,-10,-10,404221,3285112,400,201,50.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_029.basePlot.ltr,39,Y,404231.8981,3285122.917,17N,-10,10,404221,3285132,400,302,75.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_030.basePlot.ltr,41,Y,403482.6163,3284788.03,17N,10,10,403492,3284798,400,117,29.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_030.basePlot.ltr,39,Y,403482.6163,3284788.03,17N,-10,10,403472,3284798,400,101,25.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_031.basePlot.ltr,41,Y,404111.376,3284732.202,17N,10,10,404121,3284742,400,160,40,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_031.basePlot.ltr,23,Y,404111.376,3284732.202,17N,10,-10,404121,3284722,400,275,68.75,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_032.basePlot.ltr,21,Y,404111.5155,3284850.113,17N,-10,-10,404101,3284840,400,220,55,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_032.basePlot.ltr,39,Y,404111.5155,3284850.113,17N,-10,10,404101,3284860,400,237,59.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_033.basePlot.ltr,41,Y,404261.5089,3284851.821,17N,10,10,404271,3284861,400,203,50.75,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_033.basePlot.ltr,21,Y,404261.5089,3284851.821,17N,-10,-10,404251,3284841,400,249,62.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_034.basePlot.ltr,41,Y,404382.3429,3284702.29,17N,10,10,404392,3284712,400,303,75.75,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_034.basePlot.ltr,21,Y,404382.3429,3284702.29,17N,-10,-10,404372,3284692,400,270,67.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_035.basePlot.ltr,23,Y,403483.6102,3284577.908,17N,10,-10,403493,3284567,400,90,22.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_035.basePlot.ltr,41,Y,403483.6102,3284577.908,17N,10,10,403493,3284587,400,81,20.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_036.basePlot.ltr,39,Y,404171.4728,3285004.304,17N,-10,10,404161,3285014,400,127,31.75,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_036.basePlot.ltr,41,Y,404171.4728,3285004.304,17N,10,10,404181,3285014,400,205,51.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_037.basePlot.ltr,39,Y,403782.8397,3284458.527,17N,-10,10,403772,3284468,400,55,13.75,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_037.basePlot.ltr,21,Y,403782.8397,3284458.527,17N,-10,-10,403772,3284448,400,58,14.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_038.basePlot.ltr,23,Y,403481.6889,3284938.532,17N,10,-10,403491,3284928,400,206,51.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_038.basePlot.ltr,41,Y,403481.6889,3284938.532,17N,10,10,403491,3284948,400,190,47.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_039.basePlot.ltr,41,Y,404142.5785,3285211.894,17N,10,10,404152,3285221,400,90,22.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_039.basePlot.ltr,21,Y,404142.5785,3285211.894,17N,-10,-10,404132,3285201,400,119,29.75,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_040.basePlot.ltr,39,Y,404260.9678,3284732.03,17N,-10,10,404250,3284742,400,156,39,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_040.basePlot.ltr,21,Y,404260.9678,3284732.03,17N,-10,-10,404250,3284722,400,309,77.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_041.basePlot.ltr,41,Y,403603.8769,3284576.76,17N,10,10,403613,3284586,400,93,23.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_041.basePlot.ltr,21,Y,403603.8769,3284576.76,17N,-10,-10,403593,3284566,400,116,29,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_041.basePlot.ltr,23,Y,403603.8769,3284576.76,17N,10,-10,403613,3284566,400,112,28,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_042.basePlot.ltr,41,Y,403602.6754,3285178.632,17N,10,10,403612,3285188,400,249,62.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_042.basePlot.ltr,21,Y,403602.6754,3285178.632,17N,-10,-10,403592,3285168,400,250,62.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_043.basePlot.ltr,39,Y,404321.2459,3285003.133,17N,-10,10,404311,3285013,400,197,49.25,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_043.basePlot.ltr,23,Y,404321.2459,3285003.133,17N,10,-10,404331,3284993,400,268,67,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_044.basePlot.ltr,41,Y,404022.9857,3284941.079,17N,10,10,404032,3284951,400,154,38.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
OSBS,OSBS_044.basePlot.ltr,39,Y,404022.9857,3284941.079,17N,-10,10,404012,3284951,400,318,79.5,2014,2014-05-07T13:00:00.000Z,2014-05-20T13:00:00.000Z
GRSM,GRSM_047.basePlot.ltr,21,Y,273203.1794,3952196.428,17N,-10,-10,273193,3952186,400,383,95.75,2015,2015-08-03T13:00:00.000Z,2015-08-16T11:00:00.000Z
