"plotID","pointID","mOrder","country","stateProvince","county","domainName","domainID","siteName","siteID","plotType","subtype","subtypeSpecification","plotSize","plotDimensions","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","elevation","elevationUncertainty","minimumElevation","maximumElevation","slopeGradient","slopeAspect","nlcdClass","soilTypeOrder","coordinateSource","recordedDate","filteredPositions","plotPdop","plotHdop","applicableModules","module","plot"
"YELL_011","33",523,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.95707,-110.591252,"WGS84","12N",532239.613,4978262.746,0.1,2017.87,0.1,2015.84,2018.95,4.04,3.14,"shrubScrub",,"Geo 7X (H-Star)",20180426,124,2.4,1.1,"bet|cdw|cfc|dhp|div|hbp|vst","R","523R"
"YELL_011","25",523,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.956982,-110.591125,"WGS84","12N",532249.711,4978252.993,0.1,2018.54,0.1,2015.84,2018.95,4.04,3.14,"shrubScrub",,"Geo 7X (H-Star)",20180426,123,1.9,0.9,"bet|cdw|cfc|dhp|div|hbp|vst","R","523R"
"YELL_011","31",523,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.957069,-110.591509,"WGS84","12N",532219.408,4978262.52,0.1,2018.16,0.1,2015.84,2018.95,5.67,358.97,"shrubScrub",,"Geo 7X (H-Star)",20180426,123,2,0.9,"bet|cdw|cfc|dhp|div|hbp|vst","R","523R"
"YELL_011","21",523,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.956981,-110.591636,"WGS84","12N",532209.448,4978252.71,0.1,2018.95,0.1,2015.84,2018.95,2.55,14.59,"shrubScrub",,"Geo 7X (H-Star)",20180426,123,2.4,1.1,"bet|cdw|cfc|dhp|div|hbp|vst","R","523R"
"YELL_012","21",602,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.944451,-110.433926,"WGS84","12N",544658.397,4976935.536,0.27,1895.23,0.31,1895.23,1909.15,12.8,285.66,"evergreenForest",,"GeoXH 6000",20180430,301,3.1,1.8,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","602R"
"YELL_012","25",602,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.944435,-110.433408,"WGS84","12N",544699.247,4976934.035,0.24,1909.15,0.42,1895.23,1909.15,18.72,287.84,"evergreenForest",,"GeoXH 6000",20180430,325,2.5,1.4,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","602R"
"YELL_012","33",602,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.944523,-110.43353,"WGS84","12N",544689.594,4976943.692,0.13,1903.91,0.24,1895.23,1909.15,18.72,287.84,"evergreenForest",,"GeoXH 6000",20180430,301,3.8,2,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","602R"
"YELL_012","41",602,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.944613,-110.433659,"WGS84","12N",544679.288,4976953.593,0.29,1901.49,0.28,1895.23,1909.15,7.41,260,"evergreenForest",,"GeoXH 6000",20180430,307,4.1,1.6,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","602R"
"YELL_012","49",602,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.944699,-110.43378,"WGS84","12N",544669.681,4976963.088,0.28,1900.6,0.51,1895.23,1909.15,10.49,281.56,"evergreenForest",,"GeoXH 6000",20180430,315,5.9,2.6,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","602R"
"YELL_012","51",602,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.944701,-110.433532,"WGS84","12N",544689.29,4976963.506,0.15,1903.13,0.29,1895.23,1909.15,16.61,282.15,"evergreenForest",,"GeoXH 6000",20180430,303,5.3,3.2,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","602R"
"YELL_013","41",615,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.972918,-110.542179,"WGS84","12N",536100.333,4980043.892,0.1,2031.52,0.1,2029.91,2034.56,0,0,"shrubScrub",,"Geo 7X (H-Star)",20180426,123,2.6,1.2,"cdw|cfc|dhp|div|hbp|vst","R","615R"
"YELL_013","49",615,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.973012,-110.5423,"WGS84","12N",536090.661,4980054.251,0.1,2030.52,0.1,2029.91,2034.56,3.3,251.48,"shrubScrub",,"Geo 7X (H-Star)",20180426,123,2.2,1.2,"cdw|cfc|dhp|div|hbp|vst","R","615R"
"YELL_013","51",615,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.973007,-110.542049,"WGS84","12N",536110.465,4980053.821,0.1,2032.65,0.1,2029.91,2034.56,3.3,251.48,"shrubScrub",,"Geo 7X (H-Star)",20180426,123,2.4,1.3,"cdw|cfc|dhp|div|hbp|vst","R","615R"
"YELL_013","57",615,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.973104,-110.542422,"WGS84","12N",536081.018,4980064.482,0.1,2029.91,0.1,2029.91,2034.56,1.99,262.05,"shrubScrub",,"Geo 7X (H-Star)",20180426,124,2.5,1.3,"cdw|cfc|dhp|div|hbp|vst","R","615R"
"YELL_013","61",615,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.973096,-110.541921,"WGS84","12N",536120.567,4980063.818,0.1,2034.56,0.1,2029.91,2034.56,5.8,258.15,"shrubScrub",,"Geo 7X (H-Star)",20180426,123,2.2,1.2,"cdw|cfc|dhp|div|hbp|vst","R","615R"
"YELL_013","33",615,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.97283,-110.542049,"WGS84","12N",536110.614,4980034.115,0.1,2032.26,0.1,2029.91,2034.56,3.59,295.75,"shrubScrub",,"Geo 7X (H-Star)",20180426,125,2.3,1.2,"cdw|cfc|dhp|div|hbp|vst","R","615R"
"YELL_013","25",615,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.972736,-110.541919,"WGS84","12N",536120.918,4980023.803,0.1,2034.27,0.1,2029.91,2034.56,6.3,289.32,"shrubScrub",,"Geo 7X (H-Star)",20180426,123,2.2,1.2,"cdw|cfc|dhp|div|hbp|vst","R","615R"
"YELL_013","31",615,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.972829,-110.542308,"WGS84","12N",536090.173,4980033.942,0.1,2030.58,0.1,2029.91,2034.56,3.59,295.75,"shrubScrub",,"Geo 7X (H-Star)",20180426,123,1.8,1,"cdw|cfc|dhp|div|hbp|vst","R","615R"
"YELL_013","21",615,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.97274,-110.542441,"WGS84","12N",536079.726,4980024.041,0.1,2030.44,0.1,2029.91,2034.56,1.97,296.41,"shrubScrub",,"Geo 7X (H-Star)",20180426,124,2.5,1.3,"cdw|cfc|dhp|div|hbp|vst","R","615R"
"YELL_014","41",651,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.96698,-110.618703,"WGS84","12N",530069.297,4979353.045,0.1,2240.68,0.1,2236.84,2244.7,6.84,178,"shrubScrub",,"Geo 7X (H-Star)",20180503,166,1.8,1.1,"cdw|cfc|dhp|div|hbp|vst","R","651R"
"YELL_014","49",651,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.967073,-110.618828,"WGS84","12N",530059.364,4979363.322,0.1,2243.03,0.1,2236.84,2244.7,3.73,148.94,"shrubScrub",,"Geo 7X (H-Star)",20180503,123,1.9,1,"cdw|cfc|dhp|div|hbp|vst","R","651R"
"YELL_014","51",651,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.96707,-110.618573,"WGS84","12N",530079.483,4979363.042,0.1,2241.33,0.1,2236.84,2244.7,3.15,131.26,"shrubScrub",,"Geo 7X (H-Star)",20180503,185,2.1,1.1,"cdw|cfc|dhp|div|hbp|vst","R","651R"
"YELL_014","57",651,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.967168,-110.618958,"WGS84","12N",530049.093,4979373.811,0.1,2244.7,0.1,2236.84,2244.7,3.73,148.94,"shrubScrub",,"Geo 7X (H-Star)",20180503,122,2,1.1,"cdw|cfc|dhp|div|hbp|vst","R","651R"
"YELL_014","61",651,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.967159,-110.618445,"WGS84","12N",530089.514,4979373.009,0.1,2238.98,0.1,2236.84,2244.7,3.15,131.26,"shrubScrub",,"Geo 7X (H-Star)",20180503,121,1.8,0.9,"cdw|cfc|dhp|div|hbp|vst","R","651R"
"YELL_014","33",651,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.966894,-110.61858,"WGS84","12N",530079.035,4979343.513,0.1,2238.43,0.1,2236.84,2244.7,3,136.15,"shrubScrub",,"Geo 7X (H-Star)",20180503,132,2,1.1,"cdw|cfc|dhp|div|hbp|vst","R","651R"
"YELL_014","25",651,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.966804,-110.618455,"WGS84","12N",530088.968,4979333.591,0.1,2236.84,0.1,2236.84,2244.7,3,136.15,"shrubScrub",,"Geo 7X (H-Star)",20180503,132,2,1.1,"cdw|cfc|dhp|div|hbp|vst","R","651R"
"YELL_014","31",651,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.966889,-110.618829,"WGS84","12N",530059.446,4979342.88,0.1,2239.45,0.1,2236.84,2244.7,2.31,131.81,"shrubScrub",,"Geo 7X (H-Star)",20180503,153,1.5,0.9,"cdw|cfc|dhp|div|hbp|vst","R","651R"
"YELL_014","21",651,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.966801,-110.618957,"WGS84","12N",530049.364,4979333.061,0.1,2238.53,0.1,2236.84,2244.7,2.31,131.81,"shrubScrub",,"Geo 7X (H-Star)",20180503,125,1.5,0.9,"cdw|cfc|dhp|div|hbp|vst","R","651R"
"YELL_015","41",658,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.919496,-110.38335,"WGS84","12N",548669.448,4974192.468,0.1,1894.43,0.1,1890.16,1900.67,5.71,35.5,"shrubScrub",,"GeoXH 6000",20180501,123,1.9,1.1,"div","R","658R"
"YELL_015","49",658,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.919588,-110.383474,"WGS84","12N",548659.622,4974202.572,0.1,1894.41,0.1,1890.16,1900.67,13.63,52.53,"shrubScrub",,"GeoXH 6000",20180501,123,1.8,1.1,"div","R","658R"
"YELL_015","51",658,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.919586,-110.383223,"WGS84","12N",548679.38,4974202.457,0.1,1892.22,0.1,1890.16,1900.67,13.11,55.37,"shrubScrub",,"GeoXH 6000",20180501,122,6.1,4.9,"div","R","658R"
"YELL_015","57",658,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.919682,-110.383598,"WGS84","12N",548649.763,4974212.956,0.1,1894.6,0.1,1890.16,1900.67,14.2,46.61,"shrubScrub",,"GeoXH 6000",20180501,135,2,1.1,"div","R","658R"
"YELL_015","61",658,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.919676,-110.383094,"WGS84","12N",548689.551,4974212.615,0.1,1890.16,0.1,1890.16,1900.67,12.36,47.05,"shrubScrub",,"GeoXH 6000",20180501,123,2,1.1,"div","R","658R"
"YELL_015","33",658,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.919404,-110.383225,"WGS84","12N",548679.439,4974182.273,0.1,1894.15,0.1,1890.16,1900.67,13.11,55.37,"shrubScrub",,"GeoXH 6000",20180501,125,2.7,1.7,"div","R","658R"
"YELL_015","25",658,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.919316,-110.3831,"WGS84","12N",548689.367,4974172.54,0.1,1893.71,0.1,1890.16,1900.67,12.36,68.73,"shrubScrub",,"GeoXH 6000",20180501,122,2.2,1.6,"div","R","658R"
"YELL_015","31",658,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.919409,-110.383479,"WGS84","12N",548659.323,4974182.716,0.1,1897.01,0.1,1890.16,1900.67,13.63,52.53,"shrubScrub",,"GeoXH 6000",20180501,123,1.8,1.1,"div","R","658R"
"YELL_015","21",658,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.919321,-110.383606,"WGS84","12N",548649.411,4974172.854,0.1,1900.67,0.1,1890.16,1900.67,13.63,52.53,"shrubScrub",,"GeoXH 6000",20180501,123,1.8,1.1,"div","R","658R"
"YELL_016","41",715,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.965771,-110.583711,"WGS84","12N",532829.438,4979232.263,0.01,2046.81,0.02,2044.58,2050.57,5.14,0,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180424,163,1.7,0.9,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","715R"
"YELL_016","49",715,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.96586,-110.583834,"WGS84","12N",532819.736,4979242.123,0.01,2046.71,0.02,2044.58,2050.57,7.2,284.99,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180424,133,2.4,1.3,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","715R"
"YELL_016","51",715,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.965865,-110.583588,"WGS84","12N",532839.161,4979242.731,0.01,2048.74,0.02,2044.58,2050.57,5.75,281.29,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180424,123,2,1,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","715R"
"YELL_016","57",715,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.96595,-110.583959,"WGS84","12N",532809.795,4979252.026,0.01,2045.74,0.02,2044.58,2050.57,7.04,276.42,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180424,169,2.1,1.2,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","715R"
"YELL_016","61",715,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.965956,-110.583462,"WGS84","12N",532848.993,4979252.967,0.01,2050.57,0.02,2044.58,2050.57,5.95,282.76,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180424,137,2.1,1.2,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","715R"
"YELL_016","33",715,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.965681,-110.58358,"WGS84","12N",532839.852,4979222.364,0.02,2047.38,0.03,2044.58,2050.57,5.75,281.29,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180424,128,2,1.1,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","715R"
"YELL_016","31",715,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.965679,-110.583838,"WGS84","12N",532819.524,4979221.972,0.02,2045.22,0.03,2044.58,2050.57,7.2,284.99,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180424,235,2,1.1,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","715R"
"YELL_016","25",715,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.965594,-110.58345,"WGS84","12N",532850.129,4979212.674,0.1,2048.41,0.1,2044.58,2050.57,4.07,272.73,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180424,160,2,1.2,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","715R"
"YELL_016","21",715,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.965589,-110.583966,"WGS84","12N",532809.444,4979211.909,0.1,2044.58,0.1,2044.58,2050.57,6.22,289.28,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180424,202,1.7,1,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","715R"
"YELL_017","21",722,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.935989,-110.418781,"WGS84","12N",545859.954,4976003.871,0.1,1922.45,0.1,1918.92,1922.45,3.97,67.48,"shrubScrub",,"Geo 7X (H-Star)",20180424,121,2,1.1,"div","R","722R"
"YELL_017","25",722,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.935984,-110.418273,"WGS84","12N",545900.002,4976003.632,0.1,1918.92,0.1,1918.92,1922.45,5.69,70.04,"shrubScrub",,"Geo 7X (H-Star)",20180424,128,1.6,0.8,"div","R","722R"
"YELL_017","31",722,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.936076,-110.418653,"WGS84","12N",545869.937,4976013.623,0.1,1920.71,0.1,1918.92,1922.45,3.97,67.48,"shrubScrub",,"Geo 7X (H-Star)",20180424,123,1.7,0.9,"div","R","722R"
"YELL_017","33",722,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.936073,-110.418399,"WGS84","12N",545889.969,4976013.526,0.1,1919.08,0.1,1918.92,1922.45,3.88,66.99,"shrubScrub",,"Geo 7X (H-Star)",20180424,121,2,1.1,"div","R","722R"
"YELL_017","41",722,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.936155,-110.418537,"WGS84","12N",545879.041,4976022.46,0.1,1919.58,0.1,1918.92,1922.45,2.86,270,"shrubScrub",,"GeoXH 6000",20170517,174,1.8,0.9,"div","R","722R"
"YELL_017","49",722,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.936256,-110.418645,"WGS84","12N",545870.447,4976033.636,0.1,1920.95,0.1,1918.92,1922.45,3.89,100.31,"shrubScrub",,"Geo 7X (H-Star)",20180424,121,1.9,1,"div","R","722R"
"YELL_017","51",722,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.936255,-110.418398,"WGS84","12N",545889.963,4976033.671,0.1,1919.31,0.1,1918.92,1922.45,3.89,100.31,"shrubScrub",,"Geo 7X (H-Star)",20180424,121,1.7,0.9,"div","R","722R"
"YELL_017","57",722,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.936348,-110.418767,"WGS84","12N",545860.777,4976043.862,0.1,1921.54,0.1,1918.92,1922.45,3.19,98.05,"shrubScrub",,"Geo 7X (H-Star)",20180424,121,2,1.1,"div","R","722R"
"YELL_017","61",722,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.936347,-110.41827,"WGS84","12N",545899.933,4976043.936,0.1,1919.33,0.1,1918.92,1922.45,3.89,100.31,"shrubScrub",,"Geo 7X (H-Star)",20180424,121,1.8,0.9,"div","R","722R"
"YELL_018","41",839,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.968661,-110.494684,"WGS84","12N",539848.348,4979593.217,0.1,1967.65,0.1,1965.11,1972.23,4.86,25,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180430,121,1.9,1,"cdw|cfc|dhp|div|hbp|vst","R","839R"
"YELL_018","49",839,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.968756,-110.494808,"WGS84","12N",539838.496,4979603.721,0.1,1968.28,0.1,1965.11,1972.23,3.82,219.98,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180430,133,1.9,1,"cdw|cfc|dhp|div|hbp|vst","R","839R"
"YELL_018","51",839,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.968753,-110.494549,"WGS84","12N",539858.905,4979603.498,0.1,1969.85,0.1,1965.11,1972.23,4.8,226.25,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180430,151,1.9,1,"cdw|cfc|dhp|div|hbp|vst","R","839R"
"YELL_018","31",839,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.968574,-110.494817,"WGS84","12N",539837.933,4979583.462,0.1,1966.65,0.1,1965.11,1972.23,3.75,221.97,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180430,131,1.9,1,"cdw|cfc|dhp|div|hbp|vst","R","839R"
"YELL_018","33",839,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.968571,-110.494555,"WGS84","12N",539858.543,4979583.321,0.1,1967.05,0.1,1965.11,1972.23,4.11,223.87,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180430,130,2.2,1.2,"cdw|cfc|dhp|div|hbp|vst","R","839R"
"YELL_018","25",839,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.96848,-110.494424,"WGS84","12N",539868.93,4979573.253,0.1,1965.94,0.1,1965.11,1972.23,4.11,223.87,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180430,136,1.9,1.3,"cdw|cfc|dhp|div|hbp|vst","R","839R"
"YELL_018","21",839,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.968485,-110.494947,"WGS84","12N",539827.706,4979573.567,0.1,1965.11,0.11,1965.11,1972.23,3.75,221.97,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180430,151,2,1.2,"cdw|cfc|dhp|div|hbp|vst","R","839R"
"YELL_018","57",839,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.96885,-110.494933,"WGS84","12N",539828.558,4979614.069,0.1,1967.93,0.1,1965.11,1972.23,3.82,219.98,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180430,126,2.5,1.3,"cdw|cfc|dhp|div|hbp|vst","R","839R"
"YELL_018","61",839,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.968842,-110.494422,"WGS84","12N",539868.891,4979613.427,0.1,1972.23,0.11,1965.11,1972.23,4.8,226.25,"grasslandHerbaceous",,"Geo 7X (H-Star)",20180430,127,5.5,2.6,"cdw|cfc|dhp|div|hbp|vst","R","839R"
"YELL_019","31",967,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.955343,-110.494927,"WGS84","12N",539838.356,4978113.647,0.1,2153.61,0.1,2150.46,2155.47,5.85,320.42,"grasslandHerbaceous",,"GeoXH 6000",20180508,131,2.1,1.2,"bet|div","R","967R"
"YELL_019","33",967,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.955341,-110.494669,"WGS84","12N",539858.781,4978113.581,0.1,2154.43,0.1,2150.46,2155.47,4.84,331.94,"grasslandHerbaceous",,"GeoXH 6000",20180508,121,2.2,1.2,"bet|div","R","967R"
"YELL_019","25",967,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.955247,-110.494544,"WGS84","12N",539868.684,4978103.226,0.1,2155.47,0.1,2150.46,2155.47,4.84,331.94,"grasslandHerbaceous",,"GeoXH 6000",20180508,121,2.2,1.2,"bet|div","R","967R"
"YELL_019","21",967,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","basePlot","",1600,"40m x 40m",44.955255,-110.495057,"WGS84","12N",539828.162,4978103.874,0.1,2153.83,0.1,2150.46,2155.47,5.85,320.42,"grasslandHerbaceous",,"GeoXH 6000",20180508,245,1.7,1,"bet|div","R","967R"
