"","domainID","siteID","plotID","plotType","date","eventID","volumeFactor","samplingImpractical","samplingProtocolVersion","lidsAzimuth","targetTaxaPresent","logDistance","logMaxDiameter","logMinorDiameter","logID","logLength","taxonID","scientificName","decayClass","diameterClass","decayClassNum"
"426","D16","WREF","WREF_010","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",230,"Y",22.3,46.9,46.9,"00991",41.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"427","D16","WREF","WREF_009","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",90,"Y",5.6,42.9,42.9,"00660",6.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"428","D16","WREF","WREF_010","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",110,"Y",47.4,49.5,49.5,"00921",35.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"429","D16","WREF","WREF_009","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",330,"Y",38.3,52.8,52.8,"00926",3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"430","D16","WREF","WREF_009","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",90,"Y",14.2,53.5,53.5,"00654",4.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"431","D16","WREF","WREF_009","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",90,"Y",38.1,55.3,55.3,"00652",5.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"432","D16","WREF","WREF_010","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",230,"Y",15.4,33.3,33.3,"00992",3.9,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"433","D16","WREF","WREF_010","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",110,"Y",16.8,34,34,"00920",12.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"434","D16","WREF","WREF_009","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",210,"Y",160.9,79.6,79.6,"00651",11.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"435","D16","WREF","WREF_010","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",230,"Y",14.7,24.1,24.1,"00993",1.7,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"436","D16","WREF","WREF_009","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",210,"Y",1.4,34.4,34.4,"00612",3.2,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"437","D16","WREF","WREF_009","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",210,"Y",57.7,60.7,60.7,"00653",13,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"438","D16","WREF","WREF_010","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",230,"Y",2.7,45.3,45.3,"00994",37.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"439","D16","WREF","WREF_009","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",330,"Y",41.2,49.6,49.6,"00927",33.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"440","D16","WREF","WREF_010","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",110,"Y",6.7,27.6,27.6,"00919",22.7,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"441","D16","WREF","WREF_010","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",110,"Y",97.2,61.5,61.5,"00922",20.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"442","D16","WREF","WREF_009","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",330,"Y",17.2,51.4,51.4,"00925",32.5,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"443","D16","WREF","WREF_009","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",330,"Y",51.6,54.8,54.8,"00928",1.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"444","D16","WREF","WREF_010","distributed",2022-05-23,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",230,"Y",49,51.5,51.5,"00990",27.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"445","D16","WREF","WREF_002","distributed",2022-05-24,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",350,"Y",54.8,93.8,93.8,"00614",15,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"446","D16","WREF","WREF_006","distributed",2022-05-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",210,"Y",3,24,24,"00668",1.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"447","D16","WREF","WREF_006","distributed",2022-05-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",210,"Y",6.1,16.6,16.6,"00664",4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"448","D16","WREF","WREF_006","distributed",2022-05-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",90,"Y",0.9,15,15,"00615",7.8,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
