"","domainID","siteID","plotID","plotType","date","eventID","volumeFactor","samplingImpractical","samplingProtocolVersion","lidsAzimuth","targetTaxaPresent","logDistance","logMaxDiameter","logMinorDiameter","logID","logLength","taxonID","scientificName","decayClass","diameterClass","decayClassNum"
"109","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",50.1,51.9,43.6,"401",4,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"110","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",6.1,48.1,42.5,"262",30.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"111","D16","WREF","WREF_074","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",220,"Y",13.7,30.4,NA,"124",16.5,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"112","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",72.3,107,91,"410",21.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"113","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",10.9,37.7,34.5,"268",5.4,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"114","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",27.9,42,36,"409",2.3,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"115","D16","WREF","WREF_084","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",240,"Y",30.4,40.7,34.7,"122",8.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"116","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",8.6,77.2,68.5,"288",17.8,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"117","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",141,106,99,"275",21.1,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"118","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",15.8,52.6,44.5,"279",30.4,"THPL","Thuja plicata Donn ex D. Don","3 - Heartwood sound",">=10cm","3"
"119","D16","WREF","WREF_074","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",340,"Y",13,33.7,NA,"130",24.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"120","D16","WREF","WREF_074","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",220,"Y",17,26.7,NA,"125",17.7,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"121","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",140,"Y",10.7,32.8,30.2,"423",3.4,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"122","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",56.4,49,48,"271",27.2,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"123","D16","WREF","WREF_074","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",220,"Y",117.8,75.6,NA,"127",15.6,"PINACE","Pinaceae sp.","4 - Rotten throughout",">=10cm","4"
"124","D16","WREF","WREF_071","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",17.8,44.8,43.2,"119",5.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"125","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",52.7,45.4,38.7,"402",3.5,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"126","D16","WREF","WREF_074","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",340,"Y",10,20,NA,"129",14,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"127","D16","WREF","WREF_071","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",23.6,83.5,82.2,"120",4.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"128","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",75.8,54.9,47.2,"403",7.6,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"129","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",28.7,51.2,41,"269",14.9,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"130","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",47.2,59.2,38,"264",3.1,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"131","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",6.4,18.1,17,"277",1.8,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"132","D16","WREF","WREF_071","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",5.5,26.2,NA,"121",6.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"133","D16","WREF","WREF_074","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",100,"Y",2.3,62,NA,"132",2.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"134","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",8,68.4,NA,"17",32.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"135","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",18.7,68.7,56.2,"406",27.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"136","D16","WREF","WREF_074","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",340,"Y",51.3,45.4,NA,"131",37.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"137","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",17.5,35.2,NA,"284",21.4,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"138","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",29.8,44.2,29,"280",2.4,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"139","D16","WREF","WREF_074","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",100,"Y",10,38.6,NA,"136",29.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"140","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",57.8,61,56.2,"281",2.9,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"141","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",27.9,34.5,NA,"408",3.4,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"142","D16","WREF","WREF_071","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",15,61.8,NA,"118",32.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"143","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",54,46.6,41.5,"265",19.2,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"144","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",2.6,62.9,53,"276",18.7,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"145","D16","WREF","WREF_074","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",340,"Y",3.3,12.6,NA,"128",1.5,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"146","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",5.3,40.9,40,"261",32,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"147","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",94.6,62.8,43.5,"282",8.4,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"148","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",32.8,66.5,45,"270",14.7,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"149","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",0.8,20.2,20,"266",4.2,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"150","D16","WREF","WREF_074","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",100,"Y",8.3,18.7,NA,"135",2.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"151","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",8.5,37.3,22,"267",3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"152","D16","WREF","WREF_074","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",220,"Y",105.3,74.3,NA,"126",4.7,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"153","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",8.8,116.6,NA,"16",38.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"154","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",14.5,84.4,68.3,"283",10.9,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"155","D16","WREF","WREF_084","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",0,"Y",21.7,50.3,NA,"123",10.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"156","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",4.2,64,63.3,"286",3.2,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"157","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",20,"Y",166.3,100.4,44,"416",5.3,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"158","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",20,"Y",65.2,71.1,52,"414",26.1,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"159","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",260,"Y",26.4,64.5,57.9,"419",9.7,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"160","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",140,"Y",99.8,65.3,55.2,"427",8.9,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"161","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",260,"Y",89.9,64.3,43,"420",7.2,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"162","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",20,"Y",22.3,67,42,"412",8.8,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"163","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",140,"Y",1.6,15.3,14.9,"421",9.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"164","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",140,"Y",28.2,50.3,40.2,"425",4.6,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"165","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",20,"Y",20.8,80,53.7,"411",8.9,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"166","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",140,"Y",7.2,33.5,NA,"422",2,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"167","D16","WREF","WREF_072","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",140,"Y",15.2,31.9,30.4,"424",6.7,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"168","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",94.8,69.5,67.2,"274",9.5,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"169","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",52.1,66.2,56,"285",11.9,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"170","D16","WREF","WREF_076","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",11.5,27.7,26.4,"405",5.9,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"171","D16","WREF","WREF_089","tower",2019-10-15,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",82.5,69.2,69,"273",41,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"172","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",330,"Y",62.3,68.8,NA,"146",22.9,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"173","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",210,"Y",10.4,68.4,NA,"150",7.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"174","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",90,"Y",3,10.7,NA,"137",2.6,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"175","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",330,"Y",28.3,40.2,27,"143",2.8,"PINACE","Pinaceae sp.","5 - No structural integrity",">=10cm","5"
"176","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",330,"Y",104.7,78.8,NA,"147",14.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"177","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",330,"Y",3.4,43.2,NA,"141",7.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"178","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",330,"Y",57.6,65.6,64,"145",6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"179","D16","WREF","WREF_087","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",220,"Y",53.8,58,NA,"154",34.3,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"180","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",330,"Y",36.4,61,NA,"144",5.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"181","D16","WREF","WREF_087","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",100,"Y",3.2,28.9,NA,"159",28.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","1 - Fresh fallen",">=10cm","1"
"182","D16","WREF","WREF_087","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",340,"Y",8.8,32,NA,"156",13.3,"TSHE","Tsuga heterophylla (Raf.) Sarg.","5 - No structural integrity",">=10cm","5"
"183","D16","WREF","WREF_087","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",340,"Y",25.8,40.3,NA,"157",6.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"184","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",330,"Y",5.5,33,NA,"142",1.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"185","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",210,"Y",2.1,45.8,NA,"148",5.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound",">=10cm","3"
"186","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",90,"Y",31.2,53.3,NA,"139",6.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"187","D16","WREF","WREF_087","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",100,"Y",7.5,40.2,NA,"160",3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"188","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",90,"Y",91.6,60.9,40,"140",7.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"189","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",210,"Y",4.1,22,NA,"149",20.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"190","D16","WREF","WREF_087","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",100,"Y",0.6,8.1,NA,"L01",7.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound","5-10cm","3"
"191","D16","WREF","WREF_087","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",340,"Y",37.6,42,NA,"158",11.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"192","D16","WREF","WREF_087","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",220,"Y",12.1,45,NA,"153",6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"193","D16","WREF","WREF_087","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",340,"Y",8.8,44.5,NA,"155",8.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"194","D16","WREF","WREF_085","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",90,"Y",6.8,17.9,NA,"138",1.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"195","D16","WREF","WREF_087","tower",2019-10-16,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",100,"Y",56.4,49.8,NA,"161",13.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"196","D16","WREF","WREF_073","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",210,"Y",3,18.5,NA,"169",17.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"197","D16","WREF","WREF_073","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",210,"Y",113.4,78.7,NA,"170",31.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"198","D16","WREF","WREF_080","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",140,"Y",79.1,56,54.1,"428",30.8,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"199","D16","WREF","WREF_080","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",20,"Y",114.7,67,47,"431",5.3,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"200","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",13.2,42.3,31.5,"435",2.1,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"201","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",2.5,34.3,NA,"173",1.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"202","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",13.1,23.4,NA,"178",14.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"203","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",1.1,84.9,70,"433",10.4,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"204","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",11.1,20.6,NA,"177",5.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"205","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",10.8,83.6,NA,"176",23.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"206","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",4.8,55.9,NA,"175",3.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"207","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",30.3,46.1,NA,"179",5.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"208","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",40,"Y",2.7,35,NA,"174",2.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"209","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",4.9,70.2,64.2,"434",6.1,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"210","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",40.5,50.1,NA,"171",11.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"211","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",280,"Y",91.2,87,81,"172",9.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"212","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",15.9,30.1,NA,"436",27.7,"PINACE","Pinaceae sp.","2 - Sound round",">=10cm","2"
"213","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",15.9,62.5,29,"437",7.6,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"214","D16","WREF","WREF_079","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",160,"Y",22.9,52.8,49.3,"438",9.7,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"215","D16","WREF","WREF_073","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",330,"Y",2.7,11.8,NA,"167",4.1,"ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","2 - Sound round",">=10cm","2"
"216","D16","WREF","WREF_073","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",90,"Y",19.6,50,NA,"164",26.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
