"domainID","siteID","nlcdClass","date","elevation","decimalLatitude","decimalLongitude","pitProfileID","depthIncrementID","topDepth","bottomDepth","sampleArea","sampleID","rootStatus","sizeCategory","rootDryMass","d15N","d13C","nitrogenPercent","carbonPercent","CNratio","cnIsotopeQF","cnPercentQF"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.20",20,30,0.00578,"UNDE.1.20.DEAD.<2MM","dead","0-2",0.1052,-6.2,-28.8,0.7,43.7,64.7,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.20",20,30,0.00578,"UNDE.1.20.LIVE.<2MM","live","0-2",0.1145,0.4,-28.8,1.1,44.7,39.7,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.30",30,40,0.01,"UNDE.1.30.DEAD.<2MM","dead","0-2",0.073,-1.5,-30.6,0.7,48,68.2,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.30",30,40,0.01,"UNDE.1.30.LIVE.<2MM","live","0-2",0.4088,0,-29.9,0.6,41.3,63.9,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.40",40,50,0.011,"UNDE.1.40.LIVE.>2MM","live","2-10",2.8187,0.1,-29.1,0.4,48,123.4,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.40",40,50,0.011,"UNDE.1.40.DEAD.<2MM","dead","0-2",0.1181,0.2,-29,0.8,35.1,44.8,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.40",40,50,0.011,"UNDE.1.40.LIVE.<2MM","live","0-2",0.0619,0.1,-29.6,0.8,38.8,47.6,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.50",50,60,0.01,"UNDE.1.50.LIVE.<2MM","live","0-2",0.0022,2.3,-29,0.8,28,36,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.50",50,60,0.01,"UNDE.1.50.DEAD.<2MM","dead","0-2",0.0023,1.7,-30.1,1.1,45.4,41.8,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.60",60,70,0.008,"UNDE.1.60.LIVE.<2MM","live","0-2",0.0085,1.1,-28.6,0.8,37.9,46.7,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.60",60,70,0.008,"UNDE.1.60.DEAD.<2MM","dead","0-2",0.001,NA,-25.4,NA,8.3,NA,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.70",70,80,0.01,"UNDE.1.70.DEAD.<2MM","dead","0-2",0.0021,0,-28.5,0.5,35.6,65,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.70",70,80,0.01,"UNDE.1.70.LIVE.<2MM","live","0-2",0.034,-2,-30.1,0.9,43.95,49.7,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.80",80,90,0.01,"UNDE.1.80.DEAD.<2MM","dead","0-2",0.0041,2.6,-26.4,0.7,28.5,39.4,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.80",80,90,0.01,"UNDE.1.80.LIVE.<2MM","live","0-2",0.0047,2.5,-28,1,36.5,36,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.90",90,100,0.01,"UNDE.1.90.LIVE.<2MM","live","0-2",0.0252,0.7,-28.5,0.95,40.65,44.6,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.1","UNDE.1.90",90,100,0.01,"UNDE.1.90.DEAD.<2MM","dead","0-2",0.0031,1.9,-25.2,0.5,31.1,66.5,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.0",0,10,0.00568,"UNDE.2.0.LIVE.>2MM","live","2-10",1.4879,-2,-30.1,0.5,47.8,104.1,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.0",0,10,0.00568,"UNDE.2.0.DEAD.<2MM","dead","0-2",0.1667,-1.8,-30.5,1.2,50.5,41.4,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.0",0,10,0.00568,"UNDE.2.0.LIVE.<2MM","live","0-2",0.6241,-0.2,-28.9,1.2,43.8,35.9,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.10",10,20,0.00588,"UNDE.2.10.LIVE.>2MM","live","2-10",0.1521,-1.2,-29.1,0.5,41.1,77.2,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.10",10,20,0.00588,"UNDE.2.10.DEAD.<2MM","dead","0-2",0.3686,-1.8,-29.4,0.5,49.1,92.4,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.10",10,20,0.00588,"UNDE.2.10.LIVE.<2MM","live","0-2",0.2759,-0.2,-29.6,0.9,47.5,52.4,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.100",100,120,0.01,"UNDE.2.100.LIVE.<2MM","live","0-2",0.0149,-0.4,-28.8,0.7,45.2,64.5,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.120",120,140,0.01,"UNDE.2.120.LIVE.<2MM","live","0-2",0.1748,1.3,-28.1,0.8,35.2,46.5,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.120",120,140,0.01,"UNDE.2.120.DEAD.<2MM","dead","0-2",0.0158,-0.1,-28.2,0.7,35.8,52,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.140",140,160,0.011,"UNDE.2.140.LIVE.<2MM","live","0-2",0.0388,0.7,-29.1,0.8,49.5,64.8,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.160",160,180,0.01,"UNDE.2.160.LIVE.<2MM","live","0-2",0.0558,0.8,-27.3,0.6,38.7,65.2,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.180",180,200,0.0121,"UNDE.2.180.LIVE.<2MM","live","0-2",2e-04,0.9,-29.2,0.9,46.7,53.1,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.20",20,30,0.00588,"UNDE.2.20.LIVE.<2MM","live","0-2",0.1211,1.8,-28.7,1.1,34.4,30.8,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.20",20,30,0.00588,"UNDE.2.20.DEAD.<2MM","dead","0-2",0.0517,-3.5,-27.5,0.7,44.2,60.7,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.30",30,40,0.01,"UNDE.2.30.LIVE.<2MM","live","0-2",0.1328,0,-29.7,1.1,41.4,39.3,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.30",30,40,0.01,"UNDE.2.30.DEAD.<2MM","dead","0-2",0.0379,-1.3,-25.2,0.8,39.2,48.6,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.40",40,50,0.01,"UNDE.2.40.LIVE.<2MM","live","0-2",0.0011,0.1,-28.1,1,23.3,22.5,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.40",40,50,0.01,"UNDE.2.40.DEAD.<2MM","dead","0-2",0.0107,-1.5,-29.2,1,36.9,38.6,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.50",50,60,0.01,"UNDE.2.50.LIVE.<2MM","live","0-2",0.06,-1.4,-29.4,0.45,45.4,102.6,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.50",50,60,0.01,"UNDE.2.50.DEAD.<2MM","dead","0-2",0.0199,-1.9,-29.7,0.6,45.8,74.5,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.60",60,70,0.01,"UNDE.2.60.LIVE.<2MM","live","0-2",0.0138,-0.7,-29.9,0.9,43.7,51.3,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.60",60,70,0.01,"UNDE.2.60.DEAD.<2MM","dead","0-2",0.0066,-2.1,-29.5,0.7,41.6,61,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.70",70,80,0.01,"UNDE.2.70.LIVE.<2MM","live","0-2",0.0028,0.2,-29.7,1,43.9,44.1,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.80",80,90,0.01,"UNDE.2.80.LIVE.<2MM","live","0-2",0.089,0.4,-29.4,0.6,45.4,75,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.80",80,90,0.01,"UNDE.2.80.DEAD.<2MM","dead","0-2",0.0015,-1.1,-26.2,0.5,34.1,62.9,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.90",90,100,0.01,"UNDE.2.90.LIVE.<2MM","live","0-2",0.0657,0.7,-29.2,0.8,46.6,59.7,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.2","UNDE.2.90",90,100,0.01,"UNDE.2.90.DEAD.<2MM","dead","0-2",0.0104,0.5,-29.6,0.5,42.9,80.4,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.0",0,10,0.00669,"UNDE.3.0.LIVE.>2MM","live","2-10",0.2226,-2.4,-29.6,0.7,51.1,77.9,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.0",0,10,0.00669,"UNDE.3.0.DEAD.<2MM","dead","0-2",0.2457,-2.6,-30.4,1.6,52.15,32.3,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.0",0,10,0.00669,"UNDE.3.0.DEAD.>2MM","dead","2-10",0.722,-1,-28.1,1.1,41.9,38.3,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.0",0,10,0.00669,"UNDE.3.0.LIVE.<2MM","live","0-2",0.8989,-0.6,-29.4,1.2,47.8,41,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.10",10,20,0.00659,"UNDE.3.10.DEAD.<2MM","dead","0-2",0.2327,-0.8,-27.9,0.8,41.2,50,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.10",10,20,0.00659,"UNDE.3.10.LIVE.<2MM","live","0-2",0.0522,0.8,-28.5,1.3,40.4,30.6,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.100",100,120,0.01,"UNDE.3.100.DEAD.<2MM","dead","0-2",0.0517,-0.6,-29.1,1,48.4,47,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.100",100,120,0.01,"UNDE.3.100.LIVE.<2MM","live","0-2",0.5309,-0.2,-29.7,0.9,42.4,46.1,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.120",120,140,0.01,"UNDE.3.120.LIVE.<2MM","live","0-2",0.4529,-1,-29.1,0.65,24.65,39.9,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.120",120,140,0.01,"UNDE.3.120.DEAD.<2MM","dead","0-2",0.0414,-0.2,-30.4,1.1,38.6,34.2,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.140",140,160,0.01,"UNDE.3.140.DEAD.<2MM","dead","0-2",0.001,0.1,-30.4,1.3,40.9,31.9,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.140",140,160,0.01,"UNDE.3.140.LIVE.<2MM","live","0-2",0.0187,0.1,-29.3,0.5,40.9,81.8,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.180",180,200,0.01,"UNDE.3.180.DEAD.<2MM","dead","0-2",0.0011,-0.3,-32,1.4,39.8,29.3,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.20",20,30,0.00669,"UNDE.3.20.DEAD.<2MM","dead","0-2",0.0662,-0.1,-28.6,0.8,45.2,54.9,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.20",20,30,0.00669,"UNDE.3.20.LIVE.<2MM","live","0-2",0.0574,0.9,-28.6,1.4,40.9,28.6,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.30",30,40,0.01,"UNDE.3.30.LIVE.<2MM","live","0-2",0.0727,-1.2,-30.1,0.7,50.3,73.3,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.30",30,40,0.01,"UNDE.3.30.DEAD.<2MM","dead","0-2",0.0584,0.9,-30.3,0.9,48.9,55.1,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.40",40,50,0.01,"UNDE.3.40.LIVE.<2MM","live","0-2",0.1359,-1.3,-29,0.7,38.2,51,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.40",40,50,0.01,"UNDE.3.40.DEAD.<2MM","dead","0-2",0.0236,-0.8,-30.1,1,44.4,44.4,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.50",50,60,0.01,"UNDE.3.50.DEAD.<2MM","dead","0-2",0.0169,-3.9,-30.2,0.7,37.7,51.9,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.50",50,60,0.01,"UNDE.3.50.LIVE.<2MM","live","0-2",0.0175,-0.8,-29.8,0.9,38.9,42.4,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.60",60,70,0.01,"UNDE.3.60.DEAD.<2MM","dead","0-2",0.0073,-1.2,-29.6,0.6,31.9,54.3,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.60",60,70,0.01,"UNDE.3.60.LIVE.<2MM","live","0-2",0.0337,-1.3,-29.3,0.6,39.4,71.1,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.70",70,80,0.008,"UNDE.3.70.LIVE.<2MM","live","0-2",0.0338,-0.9,-29.5,0.5,45.5,97,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.70",70,80,0.008,"UNDE.3.70.DEAD.<2MM","dead","0-2",0.0054,0.5,-29.9,0.6,30.9,50.4,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.80",80,90,0.01,"UNDE.3.80.LIVE.>2MM","live","2-10",0.1233,-2.2,-30,0.5,44.5,81.2,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.80",80,90,0.01,"UNDE.3.80.DEAD.<2MM","dead","0-2",0.007,-0.3,-28.5,1.3,42.5,33.7,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.80",80,90,0.01,"UNDE.3.80.LIVE.<2MM","live","0-2",0.2717,-1.7,-30.5,0.5,46.8,88.8,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.90",90,100,0.011,"UNDE.3.90.DEAD.<2MM","dead","0-2",0.0063,-0.2,-28.9,1.3,44.8,35.2,"OK","OK"
"D05","UNDE","woodyWetlands",2013-09-09,533,46.236194,-89.539167,"UNDE.3","UNDE.3.90",90,100,0.011,"UNDE.3.90.LIVE.<2MM","live","0-2",0.3867,-0.5,-30.2,1,40.1,40.1,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.0",0,10,0.013,"KONZ.1.0.LIVE.<4MM","live","0-4",7.9724,0.4,-21.2,0.75,39.23,52.6,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.0",0,10,0.013,"KONZ.1.0.LIVE.>4MM","live","4-10",0.8248,-1.1,-13.4,0.73,44.97,61.8,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.10",10,20,0.011,"KONZ.1.10.LIVE.<4MM","live","0-4",1.6515,0.4,-17.6,0.55,38.74,70.1,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.10",10,20,0.011,"KONZ.1.10.LIVE.>4MM","live","4-10",0.0424,-0.7,-13.3,0.59,46.23,77.8,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.100",100,120,0.01,"KONZ.1.100.LIVE.<4MM","live","0-4",0.018,1,-19.6,1,30.42,30.5,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.120",120,140,0.01,"KONZ.1.120.LIVE.<4MM","live","0-4",0.0047,NA,NA,NA,NA,NA,NA,NA
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.140",140,160,0.009,"KONZ.1.140.LIVE.<4MM","live","0-4",0.005,-0.2,-24.4,0.61,40.86,67,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.160",160,180,0.0075,"KONZ.1.160.LIVE.<4MM","live","0-4",1e-04,NA,NA,NA,NA,NA,NA,NA
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.180",180,200,0.01,"KONZ.1.180.LIVE.<4MM","live","0-4",1e-04,NA,NA,NA,NA,NA,NA,NA
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.20",20,30,0.01,"KONZ.1.20.LIVE.<4MM","live","0-4",0.3508,-0.1,-15,0.41,27.11,66.4,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.30",30,40,0.01,"KONZ.1.30.LIVE.<4MM","live","0-4",0.3142,0,-14.4,0.55,34.44,62.1,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.40",40,50,0.01,"KONZ.1.40.LIVE.<4MM","live","0-4",0.3292,-0.7,-13.7,0.45,38.23,85.2,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.50",50,60,0.01,"KONZ.1.50.LIVE.<4MM","live","0-4",0.3342,-0.5,-13.3,0.44,36.37,82.8,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.60",60,70,0.01,"KONZ.1.60.LIVE.<4MM","live","0-4",0.4283,-0.5,-14.3,0.48,29.22,61.1,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.70",70,80,0.01,"KONZ.1.70.LIVE.<4MM","live","0-4",0.6378,0.2,-15.9,0.67,33.6,49.8,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.80",80,90,0.01,"KONZ.1.80.LIVE.<4MM","live","0-4",0.806,-0.1,-19.3,0.51,17.15,33.6,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.1","KONZ.1.90",90,100,0.01,"KONZ.1.90.LIVE.<4MM","live","0-4",0.0875,1,-18.3,0.85,31.63,37.3,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.0",0,10,0.01,"KONZ.2.0.LIVE.<4MM","live","0-4",11.5851,-0.4,-15.4,0.54,40.66,77.5,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.10",10,20,0.01,"KONZ.2.10.LIVE.<4MM","live","0-4",2.5887,-0.9,-15.5,0.38,37.3,97,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.100",100,120,0.01,"KONZ.2.100.LIVE.<4MM","live","0-4",0.0072,0.4,-20.2,0.94,39.46,42,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.120",120,140,0.01,"KONZ.2.120.LIVE.<4MM","live","0-4",0.0035,NA,NA,NA,NA,NA,NA,NA
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.140",140,160,0.01,"KONZ.2.140.LIVE.<4MM","live","0-4",0.001,NA,NA,NA,NA,NA,NA,NA
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.160",160,180,0.01,"KONZ.2.160.LIVE.<4MM","live","0-4",0.0017,NA,NA,NA,NA,NA,NA,NA
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.180",180,200,0.0095,"KONZ.2.180.LIVE.<4MM","live","0-4",1e-04,NA,NA,NA,NA,NA,NA,NA
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.20",20,30,0.01,"KONZ.2.20.LIVE.<4MM","live","0-4",0.6845,-1.1,-14.6,0.35,29.74,86,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.30",30,40,0.01,"KONZ.2.30.LIVE.<4MM","live","0-4",0.4961,-0.7,-14.2,0.37,28.6,77.6,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.40",40,50,0.01,"KONZ.2.40.LIVE.<4MM","live","0-4",0.1703,-0.5,-13.5,0.35,29.74,84.5,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.50",50,60,0.011,"KONZ.2.50.LIVE.<4MM","live","0-4",0.6346,0.5,-15.5,0.5,25.03,50,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.60",60,70,0.012,"KONZ.2.60.LIVE.<4MM","live","0-4",0.2201,-1,-16.1,0.33,36.85,113.1,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.70",70,80,0.01,"KONZ.2.70.LIVE.<4MM","live","0-4",0.2534,-0.6,-13.6,0.33,22.96,69.2,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.80",80,90,0.01,"KONZ.2.80.LIVE.<4MM","live","0-4",0.7553,0.8,-17.6,0.7,29.5,42,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.2","KONZ.2.90",90,100,0.01,"KONZ.2.90.LIVE.<4MM","live","0-4",0.3306,0.3,-18.2,0.51,19.11,37.2,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.3","KONZ.3.0",0,10,0.01,"KONZ.3.0.LIVE.<4MM","live","0-4",5.3871,-2.7,-19.7,0.47,43.95,93.2,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.3","KONZ.3.0",0,10,0.01,"KONZ.3.0.DEAD.<4MM","dead","0-4",0.012,-1.7,-28,0.68,48,70.4,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.3","KONZ.3.0",0,10,0.01,"KONZ.3.0.LIVE.>4MM","live","4-10",1.4502,-3.7,-16.4,0.52,43.9,84.2,"OK","OK"
"D06","KONZ","grasslandHerbaceous",2014-06-24,414,39.1007,-96.56227,"KONZ.3","KONZ.3.10",10,20,0.01,"KONZ.3.10.LIVE.<4MM","live","0-4",2.1183,0.4,-16.9,0.53,38.19,72.5,"OK","OK"
