"eventid","individualid","stemdiameter","growthform","plantstatus","siteid","plotid","subplotid","taxonid"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08235",3.9,"single shrub","Live, disease damaged","BLAN","BLAN_050","41","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08236",1.5,"single shrub","Standing dead","BLAN","BLAN_050","41","LOMA6"
"vst_BLAN_2017","NEON.PLA.D02.BLAN.08237",NA,"small shrub","Downed","BLAN","BLAN_050","41","LOMA6"
"vst_BLAN_2017","NEON.PLA.D02.BLAN.08238",NA,"small shrub","Downed","BLAN","BLAN_050","41","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08239",NA,"small shrub","Standing dead","BLAN","BLAN_050","41","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08240",1.5,"single shrub","Standing dead","BLAN","BLAN_050","41","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08241",3.8,"single shrub","Live","BLAN","BLAN_050","40","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08242",2.2,"single shrub","Live","BLAN","BLAN_050","40","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08243",NA,NA,"Lost, fate unknown","BLAN","BLAN_050","40","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08244",8.2,"single shrub","Live","BLAN","BLAN_050","40","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08245",1.4,"liana","Live","BLAN","BLAN_050","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08246",6.3,"single shrub","Live","BLAN","BLAN_050","31","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08247",1.9,"single shrub","Live,  other damage","BLAN","BLAN_050","31","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08248",6.4,"small tree","Live,  other damage","BLAN","BLAN_050","31","CRATA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08249",1.7,"single shrub","Standing dead","BLAN","BLAN_050","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08250",2.4,"single shrub","Standing dead","BLAN","BLAN_050","31","RHDA"
"vst_BLAN_2016","NEON.PLA.D02.BLAN.08251",1.6,"liana","Live","BLAN","BLAN_050","31","LOJA"
"vst_BLAN_2016","NEON.PLA.D02.BLAN.08252",NA,NA,"No longer qualifies","BLAN","BLAN_050","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08253",5.1,"single shrub","Live","BLAN","BLAN_050","31","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08254",NA,"small shrub","Standing dead","BLAN","BLAN_050","32","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08255",1.7,"single shrub","Standing dead","BLAN","BLAN_050","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08256",4.7,"single shrub","Live,  other damage","BLAN","BLAN_050","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08257",2.3,"liana","Live","BLAN","BLAN_050","31","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08258",1.6,"liana","Live","BLAN","BLAN_050","31","LOJA"
"vst_BLAN_2016","NEON.PLA.D02.BLAN.08259",NA,NA,"No longer qualifies","BLAN","BLAN_050","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08260",1.2,"liana","Live","BLAN","BLAN_050","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08261",1,"liana","Live","BLAN","BLAN_050","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08262",2.1,"liana","Live","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08263",2.2,"liana","Live","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08264",2.2,"liana","Live","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08269",1,"liana","Standing dead","BLAN","BLAN_050","41","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08270",1.8,"liana","Live","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08271",1.2,"liana","Live","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08272",1.4,"liana","Live,  other damage","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08273",1.3,"liana","Live","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08274",1.7,"liana","Live","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08275",1.6,"liana","Live","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08276",1.4,"liana","Live","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08277",1.6,"liana","Live","BLAN","BLAN_050","41","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08278",2.2,"liana","Live","BLAN","BLAN_050","40","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08279",1.8,"liana","Live","BLAN","BLAN_050","40","CEOR7"
"vst_BLAN_2016","NEON.PLA.D02.BLAN.08280",NA,NA,"No longer qualifies","BLAN","BLAN_050","40","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08281",2.5,"liana","Live","BLAN","BLAN_050","40","CEOR7"
"vst_BLAN_2016","NEON.PLA.D02.BLAN.08282",NA,NA,"No longer qualifies","BLAN","BLAN_050","40","CEOR7"
"vst_BLAN_2016","NEON.PLA.D02.BLAN.08283",NA,NA,"No longer qualifies","BLAN","BLAN_050","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08284",30.9,"single bole tree","Live","BLAN","BLAN_048","41","CEOC"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08285",11.9,"single bole tree","Live","BLAN","BLAN_048","41","FRAM2"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08286",33.1,"single bole tree","Live","BLAN","BLAN_048","41","QUAL"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08287",29.9,"single bole tree","Live","BLAN","BLAN_048","32","CEOC"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08288",16.2,"single bole tree","Live, physically damaged","BLAN","BLAN_048","32","CEOC"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08289",44.5,"single bole tree","Live","BLAN","BLAN_048","31","QUAL"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08290",14.3,"single bole tree","Live, physically damaged","BLAN","BLAN_048","31","PRSES"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08291",40.3,"single bole tree","Live","BLAN","BLAN_048","31","CEOC"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08292",52.5,"single bole tree","Live","BLAN","BLAN_048","40","QUAL"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08294",1.7,"liana","Live","BLAN","BLAN_048","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08295",2.5,"liana","Live","BLAN","BLAN_048","41","PAQU2"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08296",4.4,"liana","Live","BLAN","BLAN_048","41","PAQU2"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08297",2.5,"liana","Live","BLAN","BLAN_048","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08298",NA,NA,"No longer qualifies","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08299",1.6,"liana","Live","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08300",2.3,"liana","Live","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08301",2.9,"single shrub","Live","BLAN","BLAN_052","41","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08302",2.7,"single shrub","Live","BLAN","BLAN_052","41","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08303",1.4,"single shrub","Standing dead","BLAN","BLAN_052","41","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08304",3.6,"single shrub","Live","BLAN","BLAN_052","41","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08305",NA,"small shrub","Standing dead","BLAN","BLAN_052","41","RHDA"
"vst_BLAN_2017","NEON.PLA.D02.BLAN.08306",NA,NA,"No longer qualifies","BLAN","BLAN_052","32","TEDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08307",NA,NA,"No longer qualifies","BLAN","BLAN_052","32","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08308",4.5,"single shrub","Live","BLAN","BLAN_052","32","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08309",NA,NA,"Lost, fate unknown","BLAN","BLAN_052","32","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08310",5.3,"single shrub","Live","BLAN","BLAN_052","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08311",4.7,"single shrub","Live","BLAN","BLAN_052","32","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08312",NA,NA,"No longer qualifies","BLAN","BLAN_052","32","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08313",4.2,"single shrub","Live","BLAN","BLAN_052","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08314",1.7,"liana","Live","BLAN","BLAN_052","32","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08315",1.6,"liana","Live","BLAN","BLAN_052","32","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08316",NA,"small shrub","Standing dead","BLAN","BLAN_052","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08317",2.7,"single shrub","Standing dead","BLAN","BLAN_052","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08318",1.1,"liana","Live, physically damaged","BLAN","BLAN_052","32","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08319",NA,NA,"No longer qualifies","BLAN","BLAN_052","32","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08320",1.8,"liana","Live","BLAN","BLAN_052","32","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08321",1.2,"small tree","Live","BLAN","BLAN_050","41","TEDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08322",1.2,"liana","Live,  other damage","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08323",1.4,"liana","Standing dead","BLAN","BLAN_050","41","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08324",3.8,"single shrub","Live","BLAN","BLAN_050","41","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08325",5.4,"small tree","Live, physically damaged","BLAN","BLAN_050","41","TEDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08326",6.4,"single shrub","Live","BLAN","BLAN_050","41","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08327",1.5,"single shrub","Standing dead","BLAN","BLAN_050","41","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08328",1.5,"single shrub","Standing dead","BLAN","BLAN_050","41","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08329",1.7,"liana","Live","BLAN","BLAN_050","41","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08330",6.3,"single shrub","Live","BLAN","BLAN_050","40","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08331",NA,"small shrub","Live,  other damage","BLAN","BLAN_050","40","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08332",1.5,"liana","Live","BLAN","BLAN_050","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08333",1.8,"liana","Live","BLAN","BLAN_050","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08334",1.5,"small tree","Live, physically damaged","BLAN","BLAN_050","31","TEDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08335",2.3,"single shrub","Live, physically damaged","BLAN","BLAN_050","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08336",NA,"small shrub","Standing dead","BLAN","BLAN_050","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08337",2.3,"single shrub","Standing dead","BLAN","BLAN_050","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08338",1,"single shrub","Standing dead","BLAN","BLAN_050","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08339",3.2,"single shrub","Live","BLAN","BLAN_050","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08340",NA,"small shrub","Standing dead","BLAN","BLAN_050","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08341",NA,"small shrub","Standing dead","BLAN","BLAN_050","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08342",1.3,"liana","Live","BLAN","BLAN_050","32","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08343",1.5,"liana","Live","BLAN","BLAN_050","32","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08344",1.4,"liana","Live","BLAN","BLAN_050","32","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08345",2.1,"liana","Live","BLAN","BLAN_050","32","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08346",2,"liana","Live","BLAN","BLAN_050","32","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08347",2.4,"liana","Live","BLAN","BLAN_050","32","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08348",1.4,"liana","Live","BLAN","BLAN_050","31","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08349",1.8,"liana","Live","BLAN","BLAN_050","31","CEOR7"
"vst_BLAN_2016","NEON.PLA.D02.BLAN.08350",NA,NA,"No longer qualifies","BLAN","BLAN_050","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08351",1,"liana","Live","BLAN","BLAN_050","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08352",NA,NA,"No longer qualifies","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08353",1.1,"liana","Live","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08354",1.3,"liana","Live","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08355",1.9,"liana","Live","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08356",1.2,"liana","Live","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08357",NA,NA,"No longer qualifies","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08358",1.4,"liana","Live","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08359",2,"liana","Live","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08360",NA,NA,"No longer qualifies","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08361",1.4,"liana","Live","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08362",1.3,"liana","Live","BLAN","BLAN_048","40","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08363",10.4,"single bole tree","Live","BLAN","BLAN_036","31","JUNI"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08365",NA,NA,"Lost, fate unknown","BLAN","BLAN_036","31","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08366",NA,NA,"Lost, fate unknown","BLAN","BLAN_036","31","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08367",NA,NA,"Downed","BLAN","BLAN_036","31","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08369",2,"liana","Live","BLAN","BLAN_036","31","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08370",NA,NA,"Downed","BLAN","BLAN_036","31","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08371",NA,NA,"No longer qualifies","BLAN","BLAN_036","31","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08372",1.4,"liana","Live","BLAN","BLAN_036","31","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08373",5.6,"small tree","Live,  other damage","BLAN","BLAN_036","31","JUNI"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08374",4.9,"small tree","Live","BLAN","BLAN_036","31","JUNI"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08375",5.4,"small tree","Live","BLAN","BLAN_036","31","JUNI"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08376",1.5,"liana","Live","BLAN","BLAN_036","31","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08377",2.3,"single shrub","Live","BLAN","BLAN_036","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08378",NA,NA,"Lost, fate unknown","BLAN","BLAN_036","31","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08379",3,"single shrub","Live","BLAN","BLAN_036","40","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08380",2.3,"liana","Live","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08381",NA,NA,"Downed","BLAN","BLAN_036","40","JUNI"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08382",7.6,"small tree","Live, physically damaged","BLAN","BLAN_036","40","JUNI"
"vst_BLAN_2016","NEON.PLA.D02.BLAN.08383",NA,NA,"No longer qualifies","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08384",NA,NA,"Lost, fate unknown","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08385",NA,NA,"Lost, fate unknown","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08386",2.1,"liana","Live","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08387",NA,NA,"No longer qualifies","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08388",NA,NA,"Downed","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08389",1.9,"liana","Live","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08390",1.2,"liana","Standing dead","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08391",2.4,"liana","Standing dead","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08392",NA,NA,"No longer qualifies","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08393",2.1,"liana","Live","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08394",NA,NA,"No longer qualifies","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08395",NA,NA,"No longer qualifies","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08397",NA,NA,"Lost, fate unknown","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08398",NA,NA,"Lost, fate unknown","BLAN","BLAN_036","40","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08399",5.5,"small tree","Live, physically damaged","BLAN","BLAN_036","40","JUNI"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08400",1.4,"single shrub","Standing dead","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08401",1.4,"liana","Standing dead","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08402",4.2,"single shrub","Live","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08403",4.8,"single shrub","Live, physically damaged","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08404",2,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08405",2,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2017","NEON.PLA.D02.BLAN.08406",NA,"small shrub","Downed","BLAN","BLAN_057","31","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08407",6.7,"single shrub","Live","BLAN","BLAN_057","31","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08408",1.5,"single shrub","Standing dead","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08409",1.6,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08410",1.2,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08411",1.5,"single shrub","Standing dead","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08412",1.3,"liana","Standing dead","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08413",3.7,"single shrub","Live","BLAN","BLAN_057","31","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08414",2.9,"single shrub","Live","BLAN","BLAN_057","31","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08415",NA,"small shrub","Standing dead","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08416",NA,"small shrub","Live","BLAN","BLAN_057","31","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08417",1.3,"single shrub","Live","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08418",2.7,"single shrub","Live","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08419",1.7,"single shrub","Live","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08420",NA,"small shrub","Standing dead","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08421",3,"single shrub","Live","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08422",NA,NA,"Lost, fate unknown","BLAN","BLAN_057","31","LOMA6"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08424",1,"single shrub","Live","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08430",1,"single shrub","Standing dead","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08431",4,"single shrub","Live","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08432",2.2,"single shrub","Live","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08433",NA,"small shrub","Live","BLAN","BLAN_057","31","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08435",2.7,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08436",1.9,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08437",1.4,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08438",1.4,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08439",2,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08440",1.2,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2017","NEON.PLA.D02.BLAN.08441",NA,"liana","No longer qualifies","BLAN","BLAN_057","31","ROMU"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08442",2.1,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08443",1.3,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08444",1.6,"liana","Live","BLAN","BLAN_057","31","LOJA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08445",3.5,"single shrub","Live","BLAN","BLAN_036","40","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08446",5.5,"small tree","Live","BLAN","BLAN_036","40","JUNI"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08447",3.2,"single shrub","Live","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08448",NA,NA,"No longer qualifies","BLAN","BLAN_036","32","CEOR7"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08449",3.2,"single shrub","Live","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08450",2.9,"single shrub","Live","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08451",NA,NA,"Lost, fate unknown","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2016","NEON.PLA.D02.BLAN.08452",NA,NA,"No longer qualifies","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2016","NEON.PLA.D02.BLAN.08453",NA,NA,"No longer qualifies","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08454",1,"single shrub","Standing dead","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08455",1.9,"single shrub","Standing dead","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2016","NEON.PLA.D02.BLAN.08457",NA,NA,"No longer qualifies","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08458",2.4,"single shrub","Standing dead","BLAN","BLAN_036","32","LOMA6"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08459",2.3,"single shrub","Standing dead","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2018","NEON.PLA.D02.BLAN.08460",NA,NA,"Lost, fate unknown","BLAN","BLAN_036","32","LOMA6"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08462",1.6,"single shrub","Standing dead","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08464",NA,"small shrub","Standing dead","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08465",1.6,"single shrub","Live","BLAN","BLAN_036","32","RHDA"
"vst_BLAN_2019","NEON.PLA.D02.BLAN.08466",2.4,"single shrub","Standing dead","BLAN","BLAN_036","32","RHDA"
