eventid,siteid,plotid,subplotid,individualid,taxonid,stemdiameter,growthform,plantstatus
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01052,NA,13.1,multi-bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01052A,NA,6.2,NA,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01055,NA,10.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01057,NA,10.5,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01058,NA,13.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01059,NA,21,multi-bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01059A,NA,8.5,NA,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01060,NA,13.3,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01061,NA,12.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01062,NA,11.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01065,NA,9.3,small tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01066,NA,14.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01068,NA,17.4,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01069,NA,6.8,small tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01070,NA,14.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01071,NA,19.9,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01072,NA,12.4,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01073,NA,10,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01074,NA,14.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01075,NA,25.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01077,NA,7.7,small tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01079,NA,9.7,small tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01080,NA,14.3,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01081,NA,8.9,small tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01082,NA,11.9,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01083,NA,11.3,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01084,NA,12,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01085,NA,12.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01086,NA,6.3,single shrub,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01087,NA,7.5,small tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01093,NA,6.7,small tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01094,NA,6.6,small tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01095,NA,6.5,small tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01096,NA,8.5,small tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01116,NA,10.3,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01117,NA,12.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01118,NA,11.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01119,NA,15.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01120,NA,16,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01121,NA,17.9,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01122,NA,25.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01123,NA,11.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01124,NA,10.3,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01125,NA,10.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01126,NA,12.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01127,NA,10.9,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01128,NA,16.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01129,NA,22.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01130,NA,17.5,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01131,NA,26.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01132,NA,12.2,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01133,NA,16.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01134,NA,13.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01135,NA,19.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01136,NA,33.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01137,NA,17,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01138,NA,27.9,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01139,NA,16.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01140,NA,11.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01141,NA,15.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01142,NA,16.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01143,NA,12.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01144,NA,12.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01145,NA,17.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01148,NA,15.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01149,NA,15.5,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01150,NA,11.3,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01151,NA,11.1,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01152,NA,21.7,multi-bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01152A,NA,15.4,NA,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01153,NA,16.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01154,NA,16.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01155,NA,16.2,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01156,NA,15.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01157,NA,19.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01158,NA,19.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01159,NA,10.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01160,NA,11.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01161,NA,19.3,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01162,NA,15.9,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01163,NA,23.8,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01164,NA,11.4,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01165,NA,10.4,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01166,NA,14.2,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01167,NA,17.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01168,NA,12.2,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01169,NA,11.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01170,NA,18.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01171,NA,22.3,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01172,NA,17.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01173,NA,10.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01174,NA,16.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01175,NA,19.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01176,NA,21,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01177,NA,12.9,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01178,NA,17.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01179,NA,14.9,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01180,NA,15.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01181,NA,14.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01182,NA,22,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01183,NA,11.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01184,NA,14.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01185,NA,9.5,small tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01186,NA,15,single bole tree,Live
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01187,NA,10.2,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01188,NA,7.4,small tree,Standing dead
vst_BONA_2016,BONA,BONA_082,NA,NEON.PLA.D19.BONA.01192,NA,6.2,small tree,Standing dead
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01201,NA,10.9,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01202,NA,14.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01203,NA,11,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01204,NA,12,NA,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01205,NA,11.3,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01206,NA,22.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01207,NA,25.3,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01208,NA,16.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01210,NA,14.3,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01215,NA,21.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01216,NA,16.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01217,NA,18.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01218,NA,17.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01219,NA,15.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01220,NA,16.8,multi-bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01220A,NA,10.5,NA,"Live, other damage"
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01221,NA,12.3,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01222,NA,18.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01223,NA,16.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01224,NA,23.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01225,NA,11.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01226,NA,14.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01228,NA,11.3,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01229,NA,18.3,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01230,NA,17.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01231,NA,17,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01232,NA,10.7,single bole tree,"Live, other damage"
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01233,NA,13.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01234,NA,14.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01235,NA,15.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01236,NA,10.2,single bole tree,"Live, other damage"
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01237,NA,21.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01238,NA,13.6,multi-bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01238A,NA,7.3,NA,Standing dead
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01239,NA,18.7,multi-bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01239A,NA,6.7,NA,Standing dead
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01240,NA,11.5,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01241,NA,11.6,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01250,NA,18.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01251,NA,13.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01252,NA,14.2,single bole tree,"Live, other damage"
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01253,NA,13.9,single bole tree,"Live, other damage"
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01255,NA,17.1,multi-bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01255A,NA,14.7,NA,"Live, other damage"
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01256,NA,13.2,single bole tree,"Live, other damage"
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01257,NA,10.7,single bole tree,"Live, other damage"
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01258,NA,10.9,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01260,NA,14,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01261,NA,14.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01262,NA,12.9,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01263,NA,16.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01266,NA,17.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01267,NA,15.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01268,NA,14.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01269,NA,19.2,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01270,NA,12.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01271,NA,16.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01272,NA,14.1,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01273,NA,11,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01274,NA,11.1,single bole tree,"Live, other damage"
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01277,NA,21.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01278,NA,15.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01279,NA,21.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01281,NA,14,single bole tree,Live
vst_BONA_2016,BONA,BONA_084,NA,NEON.PLA.D19.BONA.01285,NA,17.6,single bole tree,Live
vst_BONA_2016,BONA,BONA_073,NA,NEON.PLA.D19.BONA.01295,NA,10,single bole tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01303,NA,6.3,small tree,Standing dead
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01305,NA,7,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01306,NA,5,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01313,NA,6.3,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01317,NA,5.7,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01323,NA,7.8,small tree,Live
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01325,NA,11.9,single bole tree,Live
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01326,NA,13.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01327,NA,12.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01328,NA,10.2,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01329,NA,10.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01330,NA,12.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01331,NA,13.9,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01332,NA,12,single bole tree,Live
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01333,NA,12.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01336,NA,5.7,small tree,Standing dead
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01351,NA,12.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01353,NA,10.4,multi-bole tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01353A,NA,8.5,NA,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01354,NA,7,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01355,NA,8,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01356,NA,5.5,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01359,NA,8.5,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01360,NA,14.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01363,NA,6.7,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01365,NA,11.5,single bole tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01366,NA,7.3,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01367,NA,6.3,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01371,NA,11,single bole tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01372,NA,12.1,single bole tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01373,NA,11.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01375,NA,10.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01394,NA,5.7,small tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01397,NA,11.6,multi-bole tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01397A,NA,10.1,NA,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01398,NA,10.1,multi-bole tree,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01398A,NA,6.5,NA,Live
vst_BONA_2016,BONA,BONA_080,NA,NEON.PLA.D19.BONA.01400,NA,8.6,small tree,Live
vst_BONA_2016,BONA,BONA_086,NA,NEON.PLA.D19.BONA.01504,NA,15.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_073,NA,NEON.PLA.D19.BONA.01506,NA,10.3,single bole tree,Live
vst_BONA_2016,BONA,BONA_073,NA,NEON.PLA.D19.BONA.01507,NA,10.4,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01605,NA,10,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01606,NA,12.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01607,NA,11.7,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01608,NA,11.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01609,NA,10,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01610,NA,12.9,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01611,NA,18.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01612,NA,10.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01613,NA,14.9,multi-bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01613A,NA,11.9,NA,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01614,NA,12.1,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01615,NA,19.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01616,NA,15.2,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01617,NA,19,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01618,NA,12.4,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01619,NA,10.8,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01620,NA,16.7,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01621,NA,14.9,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01622,NA,13.8,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01623,NA,13.8,single bole tree,"Live, physically damaged"
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01624,NA,15.3,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01625,NA,14.2,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01626,NA,12.9,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01627,NA,12.7,multi-bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01627A,NA,6.7,NA,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01628,NA,15.1,single bole tree,Standing dead
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01629,NA,13.2,single bole tree,Live
vst_BONA_2016,BONA,BONA_087,NA,NEON.PLA.D19.BONA.01630,NA,16,single bole tree,Standing dead
