"individualid","pointid","stemdistance","stemazimuth","taxonid"
"NEON.PLA.D13.NIWO.00282A","33",7.6,296.5,"ABLAL"
"NEON.PLA.D13.NIWO.00282B","33",7.6,296.5,"ABLAL"
"NEON.PLA.D13.NIWO.00282C","33",7.6,296.5,"ABLAL"
"NEON.PLA.D13.NIWO.00356A",NA,NA,NA,"PIEN"
"NEON.PLA.D13.NIWO.00356B",NA,NA,NA,"PIEN"
"NEON.PLA.D13.NIWO.01021",NA,NA,NA,"ABLAL"
"NEON.PLA.D16.WREF.04907","23",10.5,12.5,"PSMEM"
"NEON.PLA.D16.WREF.04909","23",13,20.5,"PSMEM"
"NEON.PLA.D19.HEAL.00339",NA,NA,NA,"BETUL"
"NEON.PLA.D16.WREF.05392","23",26.3,40.8,"PSMEM"
"NEON.PLA.D19.HEAL.00338",NA,NA,NA,"BETUL"
"NEON.PLA.D16.WREF.03717","21",5.8,34.9,"PSMEM"
"NEON.PLA.D16.WREF.04912","23",10.5,54.8,"TSHE"
"NEON.PLA.D16.WREF.04629","21",11.4,26.2,"TSHE"
"NEON.PLA.D16.WREF.02109",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04687","43",4.7,234.2,"ACCI"
"NEON.PLA.D16.WREF.04645","41",2.6,101.6,"TABR2"
"NEON.PLA.D16.WREF.04644","41",6.7,166.4,"TABR2"
"NEON.PLA.D16.WREF.04643","41",9.3,150.2,"TSHE"
"NEON.PLA.D16.WREF.04641","43",13.6,213,"TSHE"
"NEON.PLA.D16.WREF.04640","43",13.2,210.8,"TSHE"
"NEON.PLA.D16.WREF.04900",NA,NA,NA,"VAOV"
"NEON.PLA.D16.WREF.04899",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04898",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04897",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04896",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04895",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04893",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04889",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04888",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04887",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04886",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04884",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04894",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05000",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04997",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04996",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04995",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04993",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04990",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04989",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04891",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04882",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04881",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04880",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04878",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.04877",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04876",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04875",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04874",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04873","39",15.7,152.9,"TSHE"
"NEON.PLA.D16.WREF.04871",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04870",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04872",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04869",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04868",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04867",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04866",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04864",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04865",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04863","39",14,138.5,"TABR2"
"NEON.PLA.D16.WREF.04861",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04860",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04859",NA,NA,NA,"MANE2"
"NEON.PLA.D16.WREF.04857","41",7,235.8,"TSHE"
"NEON.PLA.D16.WREF.04856",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04855",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05854","41",8.2,189,"PSMEM"
"NEON.PLA.D16.WREF.04853","41",8.3,183.3,"TSHE"
"NEON.PLA.D16.WREF.04851","41",6.1,264.4,"TSHE"
"NEON.PLA.D16.WREF.04850",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04849",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04848",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04846",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04992","41",7.6,49.1,"THPL"
"NEON.PLA.D16.WREF.04988","41",11.5,57.6,"TSHE"
"NEON.PLA.D16.WREF.04985","41",8.4,21.9,"TSHE"
"NEON.PLA.D16.WREF.04984","41",1.2,32.9,"TSHE"
"NEON.PLA.D16.WREF.04980",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04979",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04976",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04975",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04974",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04973",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04972",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04971",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04970",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04969",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04968",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04967",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04966","61",4.7,186.5,"TSHE"
"NEON.PLA.D16.WREF.04965",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04964","61",8.3,211.6,"ABAM"
"NEON.PLA.D16.WREF.04963",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04962",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04960",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04958",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04956",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04955",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04954","61",10.3,259.4,"THPL"
"NEON.PLA.D16.WREF.04953","59",10.1,144.1,"TSHE"
"NEON.PLA.D16.WREF.04952","43",2.3,301.2,"TSHE"
"NEON.PLA.D16.WREF.04951","59",19.1,137.7,"PSMEM"
"NEON.PLA.D16.WREF.04950",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04566",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04565",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04564",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04563",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02103",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04562",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04638","43",16.1,196.1,"THPL"
"NEON.PLA.D16.WREF.04561",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04929",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04933","25",7.9,291.4,"TSHE"
"NEON.PLA.D16.WREF.04934","25",7.3,313.3,"PSMEM"
"NEON.PLA.D16.WREF.04927",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04926",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04936",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04925",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04928",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04919","43",5.5,213.2,"PSMEM"
"NEON.PLA.D16.WREF.04924",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04923",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04920","25",13.8,351.6,"TSHE"
"NEON.PLA.D16.WREF.04917",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04921",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04922",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04918",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04916",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04914",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04915",NA,NA,NA,"COCOC"
"NEON.PLA.D16.WREF.04910","23",3.8,34.6,"TSHE"
"NEON.PLA.D16.WREF.04908","41",5.4,148.2,"TSHE"
"NEON.PLA.D16.WREF.04533",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04534",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04532",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04525",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04527",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04515",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04516",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04522",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04517",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04520",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04519",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04551","23",19.3,280.5,"PSMEM"
"NEON.PLA.D16.WREF.04546","41",17.1,257.6,"PSMEM"
"NEON.PLA.D16.WREF.04545","41",11.1,253.3,"PSMEM"
"NEON.PLA.D16.WREF.04544","41",7,209.1,"TSHE"
"NEON.PLA.D16.WREF.04543","41",13.4,186.5,"PSMEM"
"NEON.PLA.D16.WREF.04539","41",21.3,207.5,"PSMEM"
"NEON.PLA.D16.WREF.04797",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04795",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04794",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04793",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04792",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04791",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04789",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04788",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04787",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04786",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04782",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04780",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04779",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04778",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04777",NA,NA,NA,"VAOV"
"NEON.PLA.D16.WREF.04776",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04775",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04774",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04879",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04862",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04858",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04852","41",11.7,218.2,"PSMEM"
"NEON.PLA.D16.WREF.04598",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04550","23",20.4,288.2,"PSMEM"
"NEON.PLA.D16.WREF.04549","39",9,162.2,"PSMEM"
"NEON.PLA.D16.WREF.04548","39",9,157.6,"PSMEM"
"NEON.PLA.D16.WREF.04542","41",14.6,194.7,"PSMEM"
"NEON.PLA.D16.WREF.04541","41",15.2,196.3,"TSHE"
"NEON.PLA.D16.WREF.04540","41",16.6,214.4,"PSMEM"
"NEON.PLA.D16.WREF.04781",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04198",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04197",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04196",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04195",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04194",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04192",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04547","39",8.8,154,"TSHE"
"NEON.PLA.D16.WREF.04500","59",14.2,126.1,"PSMEM"
"NEON.PLA.D16.WREF.04935","59",17.5,129.6,"PSMEM"
"NEON.PLA.D16.WREF.04400","59",10.6,100.4,"PSMEM"
"NEON.PLA.D16.WREF.04298","61",2,247,"PSMEM"
"NEON.PLA.D16.WREF.04499","61",5.4,238.6,"PSMEM"
"NEON.PLA.D16.WREF.04494","61",12.5,185.6,"PSMEM"
"NEON.PLA.D16.WREF.04498","41",5.9,43.5,"PSMEM"
"NEON.PLA.D16.WREF.04299","41",6,54.1,"TSHE"
"NEON.PLA.D16.WREF.04930","41",6.4,56.1,"PSMEM"
"NEON.PLA.D16.WREF.04773",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04771",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04767",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04293","41",4.5,74.7,"TSHE"
"NEON.PLA.D16.WREF.04294",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04766",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04295",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04296",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04291",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04284","61",4.5,249,"ABAM"
"NEON.PLA.D16.WREF.04762",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04280",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04290",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04288",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04287",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04289",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.04279",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04758",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04281",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04282",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04285","61",4.5,204.5,"PSMEM"
"NEON.PLA.D16.WREF.04292",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04286",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04283",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04394",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04397",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04393",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04391",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04390",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04388",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04387",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04386",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04385",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04384",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04383",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04382",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04381",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04379",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04378",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04377",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04376",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04375",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04374",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04372",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04371",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04370",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04369",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04368",NA,NA,NA,"COCOC"
"NEON.PLA.D16.WREF.04367",NA,NA,NA,"MEFE"
"NEON.PLA.D16.WREF.04361",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04358",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04357",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04356",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04349",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04342",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04365",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04355",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04350",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04340",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04353",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04343",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04808","41",9.1,215.1,"TSHE"
"NEON.PLA.D16.WREF.04806","21",20.2,34.3,"TSHE"
"NEON.PLA.D16.WREF.04801","21",8.2,46.9,"ABAM"
"NEON.PLA.D16.WREF.04700","21",1.3,54.1,"ABAM"
"NEON.PLA.D16.WREF.04802","21",13.3,6.6,"ABAM"
"NEON.PLA.D16.WREF.04805","41",13.1,239.6,"ABAM"
"NEON.PLA.D16.WREF.04804","41",13,220.2,"PSMEM"
"NEON.PLA.D16.WREF.04807","41",4,248.5,"PSMEM"
"NEON.PLA.D16.WREF.04339",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04338",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04337",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04336",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04335",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04334",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04333",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04332",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04691",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04692",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04693",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04694",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04695",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04690",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04688",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04686",NA,NA,NA,"THPL"
"NEON.PLA.D16.WREF.04685",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04684",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04177",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04173",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04169",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04168",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.04166",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04165",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04164",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04160","23",13.6,287.8,"TSHE"
"NEON.PLA.D16.WREF.04159","23",11.5,299.6,"TSHE"
"NEON.PLA.D16.WREF.04157",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04155",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04154",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04153",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04152",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04151",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04150","41",8.6,268.6,"TSHE"
"NEON.PLA.D16.WREF.04392","41",11.3,111.1,"PSMEM"
"NEON.PLA.D16.WREF.04380","41",18.3,103.5,"ABAM"
"NEON.PLA.D16.WREF.04360","41",25.1,133.4,"PSMEM"
"NEON.PLA.D16.WREF.04359","41",19.8,130.6,"TSHE"
"NEON.PLA.D16.WREF.04754","41",1.9,118.3,"TSHE"
"NEON.PLA.D16.WREF.04753","41",6,165.3,"TSHE"
"NEON.PLA.D16.WREF.04752","41",9.3,169.4,"TSHE"
"NEON.PLA.D16.WREF.04751","23",6.7,24.7,"TSHE"
"NEON.PLA.D16.WREF.04750","23",5.2,65.3,"PSMEM"
"NEON.PLA.D16.WREF.04749","23",1.2,35.3,"TSHE"
"NEON.PLA.D16.WREF.04748","23",7.5,86.7,"TSHE"
"NEON.PLA.D16.WREF.04747","41",12.3,137.3,"PSMEM"
"NEON.PLA.D16.WREF.04746","41",10.9,242.6,"PSMEM"
"NEON.PLA.D16.WREF.04743","39",6.5,96.6,"PSMEM"
"NEON.PLA.D16.WREF.04744","39",8.4,120.2,"TSHE"
"NEON.PLA.D16.WREF.04745","39",10.1,119.3,"PSMEM"
"NEON.PLA.D16.WREF.04741","39",4.8,121.5,"TSHE"
"NEON.PLA.D16.WREF.04740","39",4.3,131.6,"TSHE"
"NEON.PLA.D16.WREF.04739","23",7.2,304,"PSMEM"
"NEON.PLA.D16.WREF.04738","23",7.3,310.7,"PSMEM"
"NEON.PLA.D16.WREF.04657","43",10.4,184.6,"ABAM"
"NEON.PLA.D16.WREF.04655","43",6.8,207.4,"TABR2"
"NEON.PLA.D16.WREF.02102",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04649","43",7.1,267.8,"TSHE"
"NEON.PLA.D16.WREF.04648","43",8.6,265.8,"THPL"
"NEON.PLA.D16.WREF.04647","43",11.3,232.9,"TABR2"
"NEON.PLA.D16.WREF.04637","39",14.4,136.2,"TABR2"
"NEON.PLA.D16.WREF.04636","21",14.1,49.9,"ABAM"
"NEON.PLA.D16.WREF.04635","21",8.9,49.7,"ABAM"
"NEON.PLA.D16.WREF.04634","41",12.2,242.8,"ABAM"
"NEON.PLA.D16.WREF.04633","41",9.9,226.9,"TSHE"
"NEON.PLA.D16.WREF.04632","41",8.8,215.6,"TSHE"
"NEON.PLA.D16.WREF.04626","41",7.8,220,"TSHE"
"NEON.PLA.D16.WREF.04631","41",8.1,237.5,"TSHE"
"NEON.PLA.D16.WREF.04624","41",10.7,216.6,"ABAM"
"NEON.PLA.D16.WREF.04627","39",8.1,121,"TSHE"
"NEON.PLA.D16.WREF.04623","39",6.2,133.2,"TSHE"
"NEON.PLA.D16.WREF.04630","39",5.6,146.5,"PSMEM"
"NEON.PLA.D16.WREF.04625","39",5.4,121.6,"TABR2"
"NEON.PLA.D16.WREF.04628","39",6.2,168.5,"PSMEM"
"NEON.PLA.D16.WREF.04619","23",8.9,310.2,"ABAM"
"NEON.PLA.D16.WREF.04675","23",6.6,312.9,"ABAM"
"NEON.PLA.D16.WREF.04329",NA,NA,NA,"VAME"
"NEON.PLA.D16.WREF.02115",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04681",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04678",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04677",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04680",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04679",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04328",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04327",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04326",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04325",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04324",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04322",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04321",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04320",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.04319",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04318",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04317",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04316",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04315",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.04314",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.04313",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.04312",NA,NA,NA,"ABAM"
"NEON.PLA.D16.WREF.04311",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04652",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04610",NA,NA,NA,"MANE2"
"NEON.PLA.D16.WREF.04650",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04616",NA,NA,NA,"MANE2"
"NEON.PLA.D16.WREF.04613",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.04615",NA,NA,NA,"MANE2"
"NEON.PLA.D16.WREF.04608",NA,NA,NA,"MANE2"
"NEON.PLA.D16.WREF.04612",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04602",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04611",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.04609",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04605",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.04604",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02104",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02121",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02122",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02123",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02113",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02126",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02127",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.04144",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02106",NA,NA,NA,"MANE2"
"NEON.PLA.D16.WREF.04148","41",10.5,223.1,"TSHE"
"NEON.PLA.D16.WREF.04146",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04145",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04141","21",7.5,18,"TSHE"
"NEON.PLA.D16.WREF.04140",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04139","21",7.1,12.7,"TSHE"
"NEON.PLA.D16.WREF.04138","21",9,27.8,"PSMEM"
"NEON.PLA.D16.WREF.04137",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.04136",NA,NA,NA,"TSHE"
