_record_id,domainid,siteid,taxonid,scientificname,preferredstatus,deletions,accept_change(y/n),botanist_notes
98844049-87a5-42c2-9fc6-a2f2ea6c59a6,D03,OSBS,SPJU,Sporobolus junceus (P. Beauv.) Kunth,,,,
e3da9ee4-0033-4f76-b3f3-a62d4d4556cd,D03,OSBS,STSY,Stillingia sylvatica L.,,,,
d3ba765e-7b29-42ae-b127-e33eb133775b,D03,OSBS,STSE3,Stipulicida setacea Michx.,,,,
2b3fe232-fb08-49a0-ad74-cdc8379bd42d,D03,OSBS,STAB,Stylisma abdita Myint,,,,
2175fa35-51d6-46af-bf95-161ee9b238b5,D03,OSBS,STPA8,Stylisma patens (Desr.) Myint,,,,
73568749-700b-41b1-9e04-280004d48391,D03,OSBS,STBI2,"Stylosanthes biflora (L.) Britton, Sterns & Poggenb.",,,,
2de62a5c-a61e-4aeb-a5e4-5fe77cfde674,D03,OSBS,TECH,Tephrosia chrysophylla Pursh,,,,
a0e9e3dd-dc9e-44a0-886c-ecadbd682881,D03,OSBS,TEFL,Tephrosia florida (F.G. Dietr.) C.E. Wood,,,,
83d67e4c-b998-4d1f-b51c-346d8a308873,D03,OSBS,TEVI,Tephrosia virginiana (L.) Pers.,,,,
7155ef3e-852d-4312-9ce9-9286e67f80b9,D03,OSBS,TOPU2,Toxicodendron pubescens Mill.,,,,
fa1458af-c2f8-4620-a08c-b0395352ebab,D03,OSBS,TRUR,Tragia urens L.,,,,
3f74b6fb-b9d3-4e58-ac52-19cc71067040,D03,OSBS,TRAM7,Triplasis americana P. Beauv.,,,,
64c2003e-e835-4574-9311-88984359226c,D03,OSBS,VAAR,Vaccinium arboreum Marshall,,,,
53b7b52f-96a5-4c4f-8695-099dc3e9e471,D03,OSBS,VAMY3,Vaccinium myrsinites Lam.,,,,
d862ef0e-72e7-4a4b-a54d-87a5864938c2,D03,OSBS,YUFI,Yucca filamentosa L.,,,,
75a18e0a-5af2-41dd-a4cc-f9098dac8483,D03,DSNY,AMMU2,Amphicarpum muehlenbergianum (Schult.) Hitchc.,,,,
60f7c941-c2c0-4ade-8d5b-ebb271c68436,D03,DSNY,ANBR2,Andropogon brachystachyus Chapm.,,,,
b834a450-cb53-4982-8710-29329ac70af8,D03,DSNY,ANGL10,Andropogon glaucopsis Elliott,,,,
62aebe8a-ba64-425a-9f17-48c7b97aa5d2,D03,DSNY,ANGLP,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. pumilus Vasey ex L.H. Dewey",,,,
bd611900-58d3-42ad-9811-36869e8fdf64,D03,DSNY,ANVI2,Andropogon virginicus L.,,,,
a5f8c1c3-a465-4d82-a511-2738485b3541,D03,DSNY,ANVID,Andropogon virginicus L. var. decipiens C.S. Campbell,,,,
27731c53-780a-4657-ac5c-5057bf2c0c4f,D03,DSNY,ARBE7,Aristida beyrichiana Trin. & Rupr.,,,,
85766db9-294a-4cdc-814b-bbf7b8ad6bd3,D03,DSNY,ARPU8,Aristida purpurascens Poir.,,,,
c14eff4f-500f-45db-85e8-c46cce91c1ba,D03,DSNY,ARPUT,Aristida purpurascens Poir. var. tenuispica (Hitchc.) Allred,,,,
bd4c880f-2f41-438f-b9d3-1ee24410e7e7,D03,DSNY,ASRE7,Asimina reticulata Shuttlw. ex Chapm.,,,,
b294f966-198c-445d-92d7-8a8fb984acc9,D03,DSNY,AXFI,Axonopus fissifolius (Raddi) Kuhlm.,,,,
38e3493a-9eee-41d7-9848-411355a50fc3,D03,DSNY,AXFU,Axonopus furcatus (Fluegg??) Hitchc.,,,,
56b35410-576d-43b7-bc0a-e071e1d35c0d,D03,DSNY,BAHA,Baccharis halimifolia L.,,,,
f3ad974d-5850-4914-852f-438e508c55a9,D03,DSNY,BUAM,Buchnera americana L.,,,,
f1d44450-de13-49be-b9b5-1cf18c7d117c,D03,DSNY,CAVE8,Carex verrucosa Muhl.,,,,
8c3d8458-9ef3-403e-bd6b-a40fd0aad145,D03,DSNY,CEER2,Centella erecta (L. f.) Fernald,,,,
1883c4c1-b198-4afb-bab5-f5303ff3f13b,D03,DSNY,CHNI2,Chamaecrista nictitans (L.) Moench,,,,
4ad02307-0af8-4865-9288-20d9044a55ee,D03,DSNY,CHNIN,Chamaecrista nictitans (L.) Moench ssp. nictitans,,,,
d03b35ba-2685-4c0a-aad8-83558d1e650e,D03,DSNY,CHNIA,Chamaecrista nictitans (L.) Moench ssp. nictitans var. aspera (Muhl. ex Elliott) Irwin & Barneby,,,,
d150d30e-09ab-4771-b7c4-a3a592fa4ad2,D03,DSNY,CHNIN2,Chamaecrista nictitans (L.) Moench ssp. nictitans var. nictitans,,,,
1c99d462-2daa-4569-aef0-e11ef4f6b1d2,D03,DSNY,CIHO2,Cirsium horridulum Michx.,,,,
e4d209d7-0e90-49f5-b1b1-580904ed69f6,D03,DSNY,CINU,Cirsium nuttallii DC.,,,,
c64a8b47-d655-4a33-aec0-8eb1fb02f5a8,D03,DSNY,COER,Commelina erecta L.,,,,
9e8555c9-dcff-42fb-adb3-e1e7b671e6d7,D03,DSNY,COCA5,Conyza canadensis (L.) Cronquist,,,,
a74672ad-8d9a-429f-8a1b-44fbd5a7f647,D03,DSNY,CRRO5,Crotalaria rotundifolia Walter ex J.F. Gmel.,,,,
48c3c680-d49f-43d0-9aa9-cf4ddf7bd3c6,D03,DSNY,CTAR,Ctenium aromaticum (Walter) Alph. Wood,,,,
d352d739-81f0-45ff-a45f-1662e93eeddc,D03,DSNY,CYPO,Cyperus polystachyos Rottb.,,,,
47d1f6c7-b74b-49fa-b574-366dbccaa5d4,D03,DSNY,CYRE5,Cyperus retrorsus Chapm.,,,,
3e61b059-bace-42ac-be84-eb57f65a4ce6,D03,DSNY,CYSU,Cyperus surinamensis Rottb.,,,,
7294aeb6-578a-4f5f-a06c-bb765cd1f4e7,D03,DSNY,DIDIE,Dichanthelium dichotomum (L.) Gould var. ensifolium (Baldw. ex Elliott) Gould & C.A. Clark,,,,
5de8a10b-90d4-4546-ace6-c2d668bfd7a6,D03,DSNY,DIDIT,Dichanthelium dichotomum (L.) Gould var. tenue (Muhl.) Gould & C.A. Clark,,,,
57bc8b79-f98a-4bb9-aa45-1c788d822dd9,D03,DSNY,DISAP,Dichanthelium sabulorum (Lam.) Gould & C.A. Clark var. patulum (Scribn. & Merr.) Gould & C.A. Clark,,,,
08a0ca11-2b0a-4a33-9082-f28ff522aa43,D03,DSNY,DISAT,Dichanthelium sabulorum (Lam.) Gould & C.A. Clark var. thinium (Hitchc. & Chase) Gould & C.A. Clark,,,,
1879cb0b-f79e-4ce8-aea4-4402088ea0e1,D03,DSNY,DISC2,Dichanthelium scabriusculum (Elliott) Gould & C.A. Clark,,,,
69dc7cd1-694b-4bd2-9eb0-44071530c65a,D03,DSNY,DISTG,Dichanthelium strigosum (Muhl. ex Elliott) Freckmann var. glabrescens (Griseb.) Freckmann,,,,
cb6e1b5b-d9ff-4171-bcc4-e5017b297942,D03,DSNY,DISE3,Digitaria serotina (Walter) Michx.,,,,
4f650a01-6886-4b55-b395-44ce08657d93,D03,DSNY,DIVI3,Diodia virginiana L.,,,,
46ae5b65-f27b-4a04-9982-bdd139d5ccd3,D03,DSNY,ELBA2,Eleocharis baldwinii (Torr.) Chapm.,,,,
5fabea1a-4866-4a76-9c62-a3308c703314,D03,DSNY,ELEL3,Elephantopus elatus Bertol.,,,,
df01a52d-a415-47e7-9d6c-493f4520a1fa,D03,DSNY,EREL,Eragrostis elliottii S. Watson,,,,
48c24336-f6f7-4f33-82dd-b9a3428e7427,D03,DSNY,ERRE,Eragrostis refracta (Muhl.) Scribn.,,,,
6c68fa31-1bff-459e-b9fe-612a99815a87,D03,DSNY,ERAGR,Eragrostis sp.,,,,
bfcd31c2-572e-4bc3-a7f8-dd1aa06a0fe8,D03,DSNY,ERHI2,Erechtites hieraciifolia (L.) Raf. ex DC.,,,,
5733a296-7c5b-4767-bc6d-48161fab1dc4,D03,DSNY,EUCA5,Eupatorium capillifolium (Lam.) Small,,,,
0c3b7416-5355-4910-83e5-d4ea1bf1cf56,D03,DSNY,EURO4,Eupatorium rotundifolium L.,,,,
456cffde-052d-43b5-bcb3-5ec773b546d1,D03,DSNY,EUCA26,Euthamia caroliniana (L.) Greene ex Porter & Britton,,,,
438043fb-29e0-4619-9485-6a8d62a67f6b,D03,DSNY,FIAN,Fimbristylis annua (All.) Roem. & Schult.,,,,
5f033e11-587a-418c-ac3c-32c0c0d8098b,D03,DSNY,FIPU,Fimbristylis puberula (Michx.) Vahl,,,,
3bc6bd0d-ec59-4e1d-a16b-2ba7f889947e,D03,DSNY,FUSC,Fuirena scirpoidea Michx.,,,,
5bd17fba-2a0e-49de-9c4e-c84644a07c06,D03,DSNY,GAEL2,Galactia elliottii Nutt.,,,,
686a3961-113e-46ff-b87a-3ae44f2bfaf2,D03,DSNY,HEAN2,Helianthus angustifolius L.,,,,
cb13d867-8ede-4f66-b06a-ddf214c6fd26,D03,DSNY,HYCI,Hypericum cistifolium Lam.,,,,
e632e876-e818-4b20-b84e-1cd063b80d28,D03,DSNY,HYFA,Hypericum fasciculatum Lam.,,,,
803bb905-cbe3-42a6-8139-723d61d1f4ac,D03,DSNY,HYHY,Hypericum hypericoides (L.) Crantz,,,,
8df3458a-5c6e-4059-af3a-9a2cc74ef892,D03,DSNY,HYMU,Hypericum mutilum L.,,,,
81b36dee-220f-4ae8-8f59-28624b2e4518,D03,DSNY,HYMY,Hypericum myrtifolium Lam.,,,,
9ad2fe56-1df2-4aca-8010-a8d44e0fdcc6,D03,DSNY,HYTE11,Hypericum tenuifolium Pursh,,,,
4bc17bfa-6b93-497b-88f4-05e8e22232b9,D03,DSNY,HYTE4,Hypericum tetrapetalum Lam.,,,,
70e75a65-b588-4d08-a100-753e22b0454b,D03,DSNY,HYAL,Hyptis alata (Raf.) Shinners,,,,
77f4acd6-890a-4c05-b56f-f7e1a58bc28c,D03,DSNY,JUDI,Juncus dichotomus Elliott,,,,
429e648a-8e9a-4b5e-9a86-76bc3bf302be,D03,DSNY,JUEF,Juncus effusus L.,,,,
f83d7b48-7184-4fa0-8f14-8811edef36f5,D03,DSNY,JUMA4,Juncus marginatus Rostk.,,,,
e3b8d12c-9a16-4699-aabc-bfcc0c653b27,D03,DSNY,JUSC,Juncus scirpoides Lam.,,,,
c8c527b3-9cef-4d14-b8a5-83cb9fa77fc9,D03,DSNY,LACA5,Lachnanthes caroliana (Lam.) Dandy,,,,
212471f8-2c3f-4e68-8e93-ac3146c25fe6,D03,DSNY,LAAN,Lachnocaulon anceps (Walter) Morong,,,,
c522d6c7-776b-40eb-b685-979c4f7d98a7,D03,DSNY,LACA,Lactuca canadensis L.,,,,
881a2409-cf7a-417f-83cd-89d1a54919b2,D03,DSNY,LERE2,Lespedeza repens (L.) W.P.C. Barton,,,,
778698fa-60af-4c1b-a27c-423030fb2b20,D03,DSNY,LUDE4,Ludwigia decurrens Walter,,,,
903a4833-8dc7-49bd-b33e-54b22a3386f0,D03,DSNY,LUMA4,Ludwigia maritima Harper,,,,
9c805cd6-9d85-4a0e-92e4-3629db864b46,D03,DSNY,LUPA,Ludwigia palustris (L.) Elliott,,,,
ad3e87fa-05b0-48d7-8ac7-9a8d58f5b354,D03,DSNY,LUVI2,Ludwigia virgata Michx.,,,,
cd6d9f46-0e0a-492e-a267-fcaadb808431,D03,DSNY,LYAP3,Lygodesmia aphylla (Nutt.) DC.,,,,
fef2a24d-d7d0-4ad3-8462-f82101c6a36d,D03,DSNY,LYFR3,Lyonia fruticosa (Michx.) G.S. Torr.,,,,
fa83901c-ca87-4cd9-b9b6-9deafff14a8b,D03,DSNY,MISC,Mikania scandens (L.) Willd.,,,,
dbd60c3f-81ce-43fd-9581-354fc3f1b214,D03,DSNY,MISE3,Mitreola sessilifolia (J.F. Gmel.) G. Don,,,,
92f7d154-ec47-438b-b1d8-45ecb0d0fa16,D03,DSNY,MOCE2,Morella cerifera (L.) Small,,,,
b094521f-c5c2-4e6e-a2f3-2c85b9d59b4a,D03,DSNY,OLUN,Oldenlandia uniflora L.,,,,
2c180b25-8086-4b45-9ee1-946057727889,D03,DSNY,OXCO,Oxalis corniculata L.,,,,
a1718b79-ea67-4595-bf78-d377b7a26963,D03,DSNY,PAHE2,Panicum hemitomon Schult.,,,,
ee6ddc71-62ed-4492-b9d4-0557bd8c2b9b,D03,DSNY,PARE3,Panicum repens L.,,D03 - StateNW,y,
7f1a3b25-71e0-44e1-9f9c-518143fb1dd3,D03,DSNY,PALA10,Paspalum laeve Michx.,,,,
d6874146-b83d-4db3-bbfa-5bf8a20886c1,D03,DSNY,PANO2,Paspalum notatum Fluegg??,,,,
54778e4b-c0c1-424f-8b4f-b436e40f436a,D03,DSNY,PASE5,Paspalum setaceum Michx.,,,,
542c4b2d-9d44-4258-b510-0f20d018a425,D03,DSNY,PASPA2,Paspalum sp.,,,,
c6787ee4-4a3a-4711-ab16-aeb0e7302cce,D03,DSNY,PHNO2,Phyla nodiflora (L.) Greene,,,,
e5b6172c-9ff9-4885-b2b3-5b3c442f8ef2,D03,DSNY,PHAR14,Physalis arenicola Kearney,,,,
677f534a-6cbd-4e2c-b2c0-d617ad676ddf,D03,DSNY,PIPA2,Pinus palustris Mill.,,,,
15e92db3-ca59-4505-a4ca-e92ef66c3f34,D03,DSNY,PIGR4,Pityopsis graminifolia (Michx.) Nutt.,,,,
27b037bc-17ee-4d36-83be-f8e2619d9a02,D03,DSNY,PLRO,Pluchea rosea Godfrey,,,,
b0bc0b6a-7680-4fc1-b677-fb95b0d440dd,D03,DSNY,POLU,Polygala lutea L.,,,,
6678ab4e-44aa-4727-8d23-db530de80ad4,D03,DSNY,POPR4,Polypremum procumbens L.,,,,
788b1dd6-a169-461d-9716-0e4b7c6469f1,D03,DSNY,PRPE,Proserpinaca pectinata Lam.,,,,
0f3d7822-776c-43d5-9d78-107a16afb05c,D03,DSNY,PSOB3,Pseudognaphalium obtusifolium (L.) Hilliard & B.L. Burtt,,,,
89e0ec45-5fcc-4acb-865d-d59cce7bc55e,D03,DSNY,PTPY2,Pterocaulon pycnostachyum (Michx.) Elliott,,,,
cac2ea58-0d60-46cb-a74d-cb832e1abebf,D03,DSNY,QUMI2,Quercus minima (Sarg.) Small,,,,
572c0ade-6a15-4b26-809c-747610b67d4e,D03,DSNY,QUVI,Quercus virginiana Mill.,,,,
ebcbc27c-81a0-4845-9c19-dbd01baefccb,D03,DSNY,RHMA,Rhexia mariana L.,,,,
a78b856a-9fa8-4e21-a798-00ed81e58246,D03,DSNY,RHCO,Rhus copallinum L.,,,,
42267ad4-7618-461c-90a4-b0a1a26c16e5,D03,DSNY,RHCH2,Rhynchospora chalarocephala Fernald & Gale,,,,
cc85a119-1a6e-42cb-bd59-48d3261d662d,D03,DSNY,RHFA,Rhynchospora fascicularis (Michx.) Vahl,,,,
92407945-fcd8-4651-b1e3-c74002269e47,D03,DSNY,RHMI7,Rhynchospora microcarpa Baldw. ex A. Gray,,,,
3560e7d4-d2ce-484d-bbbd-1278a2f4f246,D03,DSNY,RHPL3,Rhynchospora plumosa Elliott,,,,
983fa405-e67a-4817-bde4-d0fc8af9b604,D03,DSNY,RHPU3,Rhynchospora pusilla Chapm. ex M.A. Curtis,,,,
9bea1177-3b7f-4b7f-8892-7e55c0d46499,D03,DSNY,RHYNC3,Rhynchospora sp.,,,,
ae9f9dd0-dce3-4d94-a2e1-d51b051c73f5,D03,DSNY,RUAR2,Rubus argutus Link,,,,
5a56535b-29ea-47ad-88df-bdaba58bea2c,D03,DSNY,SAPA,Sabal palmetto (Walter) Lodd. ex Schult. & Schult. f.,,,,
9a1a840a-ef0b-4212-a8a8-49a29832d797,D03,DSNY,SAGR8,Sabatia grandiflora (A. Gray) Small,,,,
50929599-34cb-4313-8e71-1471abe0c224,D03,DSNY,SAGI,Saccharum giganteum (Walter) Pers.,,,,
b2760a09-e0b6-41f6-b054-b30aa2b8b314,D03,DSNY,SAIN,Sacciolepis indica (L.) Chase,,,,
4e8d961b-d2d7-4fc4-95d3-14cbd3511fcd,D03,DSNY,SAST,Sacciolepis striata (L.) Nash,,,,
5db824b0-c772-4e5c-bbad-0165706ac06e,D03,DSNY,SCSC,Schizachyrium scoparium (Michx.) Nash,,,,
b407b71b-ca3e-48bc-b656-f6ff78eef510,D03,DSNY,SCBA2,Scleria baldwinii (Torr.) Steud.,,,,
2b05e6e8-0f56-4178-838c-9a81137fe43a,D03,DSNY,SCDU3,Scoparia dulcis L.,,,,
5b92d45d-553e-4647-a106-330f85c9cf18,D03,DSNY,SERE2,Serenoa repens (W. Bartram) Small,,,,
8e555ad5-0002-452e-b809-1e19bcc017a7,D03,DSNY,SOFI,Solidago fistulosa Mill.,,,,
04561c8b-1182-46e7-8f45-3504629f2572,D03,DSNY,SOSE5,Sorghastrum secundum (Elliott) Nash,,,,
835fcda0-b5c8-4d5c-91e5-915467769580,D03,DSNY,TAAS,Taxodium ascendens Brongn.,,,,
7fa90243-b42f-4c66-a077-d114da0655b7,D03,DSNY,TEHI2,Tephrosia hispidula (Michx.) Pers.,,,,
51f10e03-1c71-4db0-aa2d-30db3f636931,D03,DSNY,URLO,Urena lobata L.,,,,
a4de6b6c-00d8-4c0b-b0ed-ff5c88ff475e,D03,DSNY,VAMY3,Vaccinium myrsinites Lam.,,,,
b1f2e017-ffb6-41fe-b4f7-07bb083c133a,D03,DSNY,VILA4,Viola lanceolata L.,,,,
ce32a75a-e884-489b-a530-dbafb5249b99,D03,DSNY,WOVI,Woodwardia virginica (L.) Sm.,,,,
9e4623f2-620c-4578-bc6e-0b70a243f90c,D03,DSNY,XYEL2,Xyris elliottii Chapm.,,,,
76a33c19-cb55-44e1-8d50-792a68c68708,D04,GUAN,ACFA,Acacia farnesiana (L.) Willd.,,,,
eb3750ea-5af1-4e24-93f7-d36c85075f3b,D04,GUAN,ACRE4,Acacia retusa (Jacq.) Howard,,,,
53746e1d-3e95-4c8c-b2d7-7e5631908204,D04,GUAN,ACAS,Achyranthes aspera L.,,,,
a50072f8-6dba-4c0c-83d8-c17db4ad9e2a,D04,GUAN,AGMI4,Agave missionum Trel.,,,,
9679bf0f-b7bd-4917-90d4-f7f3ff14e450,D04,GUAN,AGSI2,Agave sisalana Perrine,,,,
db426142-b43b-4093-beef-688fe1098e88,D04,GUAN,AMEL,Amyris elemifera L.,,,,
405300d2-c767-4e5b-8190-92fe1bc33141,D04,GUAN,ARCA20,Argythamnia candicans Sw.,,,,
3016580c-d4d5-499a-bc73-a84e61c05a4c,D04,GUAN,ARFA,Argythamnia fasciculata (Vahl ex A. Juss.) M??ll. Arg.,,,,
d9cc6715-a132-4b1a-ab33-825bc91db96f,D04,GUAN,BEDI2,Bernardia dichotoma (Willd.) M??ll. Arg.,,,,
24ea70e9-a9d1-4e99-83fc-31986500aba8,D04,GUAN,BOSU2,Bourreria succulenta Jacq.,,,,
ce12f29a-239f-4392-9293-ecf8eed3ea42,D04,GUAN,BROMEL,Bromeliaceae sp.,,,,
771ca231-c185-466f-aa36-1406cbc2a993,D04,GUAN,BUBU,Bucida buceras L.,,,,
bc8d0c9f-eace-4b6d-9008-d5faccbb79c4,D04,GUAN,BUGL,Bunchosia glandulosa (Cav.) DC.,,,,
cfafa4ae-e8e8-4dcd-bedb-01e60d3338b2,D04,GUAN,BUSI,Bursera simaruba (L.) Sarg.,,,,
10ac40a4-9dd4-4ad5-8ff2-9fa2be4f5e46,D04,GUAN,CACTAC,Cactaceae sp.,,,,
56875bf1-9913-4886-98a6-e1877f2dee9f,D04,GUAN,CAFL2,Capparis flexuosa (L.) L.,,,,
fd64439f-35ef-48d2-8379-74711a840a36,D04,GUAN,CAHA9,Capparis hastata Jacq.,,,,
13ad4e9b-ac8a-4fa2-942e-d772bea85a88,D04,GUAN,CAIN5,Capparis indica (L.) Druce,,,,
f93893f1-af24-4d52-99b0-e065c1a3b7e6,D04,GUAN,CAPPA,Capparis sp.,,,,
d6b5011b-4336-4d08-b7a4-ae4cc6ee02bd,D04,GUAN,CAXY,Cassine xylocarpa Vent.,,,,
7f46d9c8-4df8-494a-a1cd-06d49d0c2811,D04,GUAN,CENI,Celosia nitida Vahl,,,,
31ad9c11-4db1-4fe2-95fe-58f7f25d09c6,D04,GUAN,CHSI,Chromolaena sinuata (Lam.) R.M. King & H. Rob.,,,,
b2cf005a-9931-4a3a-be8e-bbcfc8568c9b,D04,GUAN,CITR2,Cissus trifoliata (L.) L.,,,,
b5e3f361-5bfc-475b-a6f7-d57e03d4b8c6,D04,GUAN,CLTE3,Clitoria ternatea L.,,,,
c75d5b12-2078-414b-996b-8e56216d8310,D04,GUAN,CODI8,Coccoloba diversifolia Jacq.,,,,
9c8be6b7-9f2b-4b4a-a392-826e24fe5263,D04,GUAN,COKR,Coccoloba krugii Lindau,,,,
f7e1ac04-198c-4252-99da-855c01aaa5cf,D04,GUAN,COMI,Coccoloba microstachya Willd.,,,,
2061e42e-4f8a-49a3-b273-8a4d01673248,D04,GUAN,COAR3,Colubrina arborescens (Mill.) Sarg.,,,,
096dfba5-b794-4a29-ab90-aa9976205456,D04,GUAN,CODI5,Commelina diffusa Burm. f.,,,,
835365a7-ed5a-4682-895b-b913511e7d05,D04,GUAN,CODO,Comocladia dodonaea (L.) Urb.,,,,
6775c267-e4df-4150-9a6b-a1ea15042a7b,D04,GUAN,COHI3,Corchorus hirsutus L.,,,,
a5948872-d3fd-45ae-8c60-c27bd67de47a,D04,GUAN,CRRH,Crossopetalum rhacoma Crantz,,,,
fb072ba2-a588-4ae8-97d4-3b95dfc015bd,D04,GUAN,CRBE4,Croton betulinus Vahl,,,,
40e61b5e-8cf3-4faa-a56f-001b7b11b593,D04,GUAN,CRDI8,Croton discolor Willd.,,,,
99df6131-0e3a-4eb7-9970-6d6fecd2a130,D04,GUAN,CRFL23,Croton flavens L.,,,,
23104b32-131a-4af9-ba07-41f7b8b90f46,D04,GUAN,CRLU2,Croton lucidus L.,,,,
9793b5f4-4bd0-4854-a3b8-ad34b132a804,D04,GUAN,DESMO,Desmodium sp.,,,,
df0d7858-25d4-4877-9378-4a4890e452e9,D04,GUAN,DILA10,Distictis lactiflora (Vahl) DC.,,,,
b2aae75c-5dc6-4b75-b182-93d94e247480,D04,GUAN,ERAR17,Erythroxylum areolatum L.,,,,
14d75cf2-e222-4f18-8138-056eaa726393,D04,GUAN,ERRO3,Erythroxylum rotundifolium Lunan,,,,
18370eb5-7e29-4c8f-914f-2bae4acdafca,D04,GUAN,EUAX,Eugenia axillaris (Sw.) Willd.,,,,
be2e7887-679a-4bfa-80ff-010e480a9e46,D04,GUAN,EUFO3,Eugenia foetida Pers.,,,,
ce274dac-4d8f-4563-baa0-a42631bb699e,D04,GUAN,EULI,Eugenia ligustrina (Sw.) Willd.,,,,
a31c808c-43c2-4dd0-a1f9-b3e080895b0f,D04,GUAN,EURH,Eugenia rhombea (Berg) Krug & Urb.,,,,
264cbd14-0f28-411b-a3c4-273fc6a0a83a,D04,GUAN,EUPE8,Euphorbia petiolaris Sims,,,,
e545af7e-dafc-4293-8497-a462b76edbd2,D04,GUAN,EXCA,Exostema caribaeum (Jacq.) Schult.,,,,
03e310ea-ee02-4352-a1dd-e92297eeade1,D04,GUAN,FABACE,Fabaceae sp.,,,,
a7296858-3c49-4b6b-aed3-b78a6c8c3f81,D04,GUAN,GAST2,Galactia striata (Jacq.) Urb.,,,,
e9cd0e3e-d373-447e-bbdd-a768d710ef37,D04,GUAN,GUOF,Guaiacum officinale L.,,,,
270e1627-e9e9-4e77-ba61-9b3a3dec948a,D04,GUAN,GUSA,Guaiacum sanctum L.,,,,
763cc867-f212-425b-b01c-be182c7e05b7,D04,GUAN,GUKR,Guettarda krugii Urb.,,,,
95aca98d-04b2-4281-a527-bfff76c4b917,D04,GUAN,GYLU,Gymnanthes lucida Sw.,,,,
1c300128-f021-481b-be3a-cd7bfbe2be5d,D04,GUAN,HACA2,Haematoxylum campechianum L.,,,,
b9ac87e2-1b0e-4041-85a8-cd483f759905,D04,GUAN,HEJA,Helicteres jamaicensis Jacq.,,,,
f2506ebb-3e5b-4907-8655-86af7a51d720,D04,GUAN,HEPU17,Heteropterys purpurea (L.) Kunth,,,,
45c2a1fc-79aa-40b4-83fe-95bc7f5f2020,D04,GUAN,IPST2,Ipomoea steudelii Millsp.,,,,
3e04655f-41cd-40b1-a2cf-12e260db4ae2,D04,GUAN,JACU3,Jacquemontia cumanensis (Kunth) Kuntze,,,,
40a1947d-8154-44a2-beed-8dd591a00587,D04,GUAN,JABE,Jacquinia berteroi Spreng.,,,,
a5959758-e8d6-4074-8fa6-96421fb0e8e5,D04,GUAN,JAFL,Jasminum fluminense Vell.,,,,
c48fd3a9-85ed-4a87-9151-5d49a31cc646,D04,GUAN,KRFE,Krugiodendron ferreum (Vahl) Urb.,,,,
ac315889-abe5-480c-ae3e-eebaab6d7db0,D04,GUAN,LAEX,Lantana exarata Urb. & Ekman,,,,
0444978a-f01a-4170-a2f9-90b9f5617ae0,D04,GUAN,LADI3,Lasiacis divaricata (L.) Hitchc.,,,,
90ac0b4e-2b39-4515-8c6e-569fc08ba93e,D04,GUAN,LEQU,Leptocereus quadricostatus (Bello) Britton & Rose,,,,
540f9768-3be4-49bc-96ad-da88b63da453,D04,GUAN,LELE10,Leucaena leucocephala (Lam.) de Wit,,,,
0456a473-5d09-4f28-8f65-a2356ca6032b,D04,GUAN,MAUN3,Macfadyena unguis-cati (L.) A.H. Gentry,,,,
d708e71c-3e11-410f-8e38-aa7dad284f7f,D04,GUAN,MAPO6,Machaonia portoricensis Baill.,,,,
c102fe56-8472-432c-bc5d-afa1c3f319fc,D04,GUAN,MALVAC,Malvaceae sp.,,,,
7f1b7508-46bb-4efb-88b4-4cf97110aee7,D04,GUAN,PAED,Passiflora edulis Sims,,,,
3010882e-bf97-4a6f-af7a-01c806b49e43,D04,GUAN,PASU3,Passiflora suberosa L.,,,,
e5375124-2858-4909-9768-ffb66c5428db,D04,GUAN,PHEP,Phyllanthus epiphyllanthus L.,,,,
bc074056-7f30-44cb-954c-b3f6073004cb,D04,GUAN,PIAC,Pictetia aculeata (Vahl) Urb.,,,,
3199aa12-46ab-47b0-bd3f-e88850aa6cd3,D04,GUAN,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,,,,
6b59bda2-1965-425a-9870-1b6cd5b3effe,D04,GUAN,PIUN,Pithecellobium unguis-cati (L.) Benth.,,,,
f8d4d5ec-4b24-474d-a74c-e07021019fa6,D04,GUAN,POACEA,Poaceae sp.,,,,
be02354c-903d-410c-8da6-676dca32219a,D04,GUAN,RAAC,Randia aculeata L.,,,,
823df4b2-d3f8-42ff-b237-377ea42f2a56,D04,GUAN,REUN,Reynosia uncinata Urb.,,,,
ee1f9f52-7de8-47ca-8574-e79dc182884a,D04,GUAN,ROAC2,Rochefortia acanthophora (DC.) Griseb.,,,,
024200d1-acc3-45f0-8c50-7e81b563e3f7,D04,GUAN,SADO7,Samyda dodecandra Jacq.,,,,
1bfd2aa1-3408-4689-a86c-d96e8af3e283,D04,GUAN,SANSE,Sansevieria sp.,,,,
f3e99f2a-7bc1-452e-9729-d0313eea7860,D04,GUAN,SASE6,Savia sessiliflora (Sw.) Willd.,,,,
30158056-9894-4487-b4ef-69b8e8aa3ef3,D04,GUAN,SCFR,Schaefferia frutescens Jacq.,,,,
8a69ab9f-dfab-4a02-8a4f-bdeaa9b73371,D04,GUAN,SESI3,Senna siamea (Lam.) Irwin & Barneby,,,,
8862d442-cf64-4362-a8e3-ff77428d9b09,D04,GUAN,SEPO4,Serjania polyphylla (L.) Radlk.,,,,
d25efecd-d492-4607-bca2-fcafe6fb83cb,D04,GUAN,SIOB,Sideroxylon obovatum Lam.,,,,
