"X_status","domainid","siteid","taxonid","scientificname","preferredstatus","remarks"
"unedited","D08","TALL","LILU2","Ligustrum lucidum","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","LYJA","Lygodium japonicum","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","MABE2","Mahonia bealei","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","MEAZ","Melia azedarach","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","MIVI","Microstegium vimineum","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","MYAQ2","Myriophyllum aquaticum","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","NADO","Nandina domestica","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","OXCU2","Oxycaryum cubense","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","PAUR2","Paspalum urvillei","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","PHUR","Phyllanthus urinaria","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","POTR4","Poncirus trifoliata","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","PUMOL","Pueraria montana var. lobata","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","PYCA80","Pyrus calleryana","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","SAMO5","Salvinia molesta","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","SEPU7","Sesbania punicea","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","SOHA","Sorghum halepense","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","TRSE6","Triadica sebifera","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","VIMA","Vinca major","AL-NW","state listed noxious weed added by request of FS"
"unedited","D08","TALL","WISI","Wisteria sinensis","AL-NW","state listed noxious weed added by request of FS"
"unedited","D09","WOOD","CYOF","Cynoglossum officinale","ND-NW","state listed noxious weed added by request of FS"
"unedited","D09","WOOD","EUES","Euphorbia esula","ND-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","ABTH","Abutilon theophrasti","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","AECY","Aegilops cylindrica","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","ARMI2","Arctium minus","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","BREL2","Brassica elongata","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","BRTE","Bromus tectorum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CADR","Cardaria draba","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CAAC","Carduus acanthoides","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CANU4","Carduus nutans","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CACA19","Carum carvi","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CESO3","Centaurea solstitialis","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CESTM","Centaurea stoebe L. ssp. Micranthos","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CEPS","Centaurea x psammogena","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CHJU","Chondrilla juncea","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CIIN","Cichorium intybus","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CIAR4","Cirsium arvense","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CIVU","Cirsium vulgare","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","COMA2","Conium maculatum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","COAR4","Convolvulus arvensis","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CYOF","Cynoglossum officinale","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","CYES","Cyperus esculentus","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","ELAN","Elaeagnus angustifolia","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","ELRE4","Elymus repens","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","ERCI6","Erodium cicutarium","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","EUCY2","Euphorbia cyparissias","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","EUES","Euphorbia esula","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","EUMY2","Euphorbia myrsinites","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","HAGL","Halogeton glomeratus","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","HIAU","Hieracium aurantiacum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","HYPE","Hypericum perforatum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","ISTI","Isatis tinctoria","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","LELA2","Lepidium latifolium","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","LEVU","Leucanthemum vulgare","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","LIDA","Linaria dalmatica","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","LIGE","Linaria genistifolia","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","LIVU2","Linaria vulgaris","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","ONAC","Onopordum acanthium","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","ONTA","Onopordum tauricum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","PAMI2","Panicum miliaceum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","PEHA","Peganum harmala","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","POBU","Poa bulbosa","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","ACRE3","Rhaponticum repens","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","SAAE","Salvia aethiopis","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","SOAR2","Sonchus arvensis","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","SOHA","Sorghum halepense","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","TAVU","Tanacetum vulgare","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","TRTE","Tribulus terrestris","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","VEBL","Verbascum blattaria","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","CPER","VETH","Verbascum thapsus","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","BRTE","Bromus tectorum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","CANU4","Carduus nutans","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","CACA19","Carum carvi","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","CESTM","Centaurea stoebe L. ssp. Micranthos","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","CEPS","Centaurea x psammogena","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","CIIN","Cichorium intybus","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","CIAR4","Cirsium arvense","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","CIVU","Cirsium vulgare","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","CLOR","Clematis orientalis","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","COMA2","Conium maculatum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","CYOF","Cynoglossum officinale","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","CYES","Cyperus esculentus","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","ELAN","Elaeagnus angustifolia","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","ELRE4","Elymus repens","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","EUCY2","Euphorbia cyparissias","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","EUES","Euphorbia esula","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","EUMY2","Euphorbia myrsinites","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","HIAU","Hieracium aurantiacum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","HYPE","Hypericum perforatum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","ISTI","Isatis tinctoria","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","LEVU","Leucanthemum vulgare","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","LIDA","Linaria dalmatica","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","LIGE","Linaria genistifolia","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","LYSA2","Lythrum salicaria","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","PORE5","Potentilla recta","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","SAOF4","Saponaria officinalis","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","SOAR2","Sonchus arvensis","CO-NW","state listed noxious weed added by request of FS"
"unedited","D10","RMNP","TRPE21","Tripleurospermum inodorum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","ALPH","Alternanthera philoxeroides","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","ARDO4","Arundo donax","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","CASE13","Calystegia sepium","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","CAHA13","Cardiospermum halicacabum","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","CUJA","Cuscuta japonica","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","EICR","Eichhornia crassipes","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","HYVE3","Hydrilla verticillata","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","MEAZ","Melia azedarach","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","MYSP2","Myriophyllum spicatum","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","ORRA","Orobanche ramosa","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","PISTI2","Pistia stratiotes","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","PUMOL","Pueraria montana var. lobata","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","SALVI2","Salvinia spp.","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","LAPU12","Spirodela oligorrhiza","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","TAMAR2","Tamarix spp.","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","CLBJ","TRSE6","Triadica sebifera","TX-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","ELRE4","Agropyron repens","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","AGGI","Agrostemma githago","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","ALLIU","Allium spp.","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","AVENA","Avena spp.","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","BRASS2","Brassica spp.","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","BRSE","Bromus secalinus","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","CADR","Cardaria draba","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","CAHA13","Cardiospermum halicacabum","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","CANU4","Carduus nutans","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","SEOB4","Cassia obtusifolia","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","CIAR4","Cirsium arvense","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","COAR4","Convolvulus arvensis","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","COSE14","Convolvulus sepium","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","CYRO","Cyperus rotundus","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","ECAL","Eclipta alba","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","HECI","Helianthus ciliaris","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","IPOMO","Ipomoea spp.","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","PLLA","Plantago lanceolata","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","POCO10","Polygonum convolvulus","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","RUAC3","Rumex acetosella","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","RUMEX","Rumex spp.","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","SEFA","Setaria faberi","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","SOCA3","Solanum carolinense","OK-NW","state listed noxious weed added by request of FS"
"unedited","D11","OAES","XANTH2","Xanthium spp.","OK-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","ACRE3","Acroptilon repens (L.) DC.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","AECY","Aegilops cylindrica Host","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","ALMA12","Alhagi maurorum Medik.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","ALPE4","Alliaria petiolata (M. Bieb.) Cavara & Grande","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","ANAR16","Anchusa arvensis (L.) M. Bieb.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","BREL2","Brassica elongata Ehrh.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","BRTO","Brassica tournefortii Gouan","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CAAC","Carduus acanthoides L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CANU4","Carduus nutans L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CECA2","Centaurea calcitrapa L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CEDI3","Centaurea diffusa Lam.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CEME2","Centaurea melitensis L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CESO3","Centaurea solstitialis L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CEST8","Centaurea stoebe L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CEVI","Centaurea virgata Lam.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CHJU","Chondrilla juncea L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CIAR4","Cirsium arvense (L.) Scop.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","COMA2","Conium maculatum L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CRVU2","Crupina vulgaris Cass.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CYDA","Cynodon dactylon (L.) Pers.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CYOF","Cynoglossum officinale L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","CYSC4","Cytisus scoparius (L.) Link","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","ECVU","Echium vulgare L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","ELAN","Elaeagnus angustifolia L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","ELRE4","Elymus repens (L.) Gould","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","EUES","Euphorbia esula L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","EUMY2","Euphorbia myrsinites L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","GAOF","Galega officinalis L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","HEMA3","Hesperis matronalis L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","HYNI","Hyoscyamus niger L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","HYPE","Hypericum perforatum L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","IMCY","Imperata cylindrica (L.) P. Beauv.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","ISTI","Isatis tinctoria L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","LELA2","Lepidium latifolium L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","LEVU","Leucanthemum vulgare Lam.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","LIDA","Linaria dalmatica (L.) Mill.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","LIVU2","Linaria vulgaris Mill.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","MIVE3","Milium vernale M. Bieb.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","ONAC","Onopordum acanthium L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","PEHA","Peganum harmala L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","SAAE","Salvia aethiopis L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","SCLA6","Scorzonera laciniata L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","SOAL","Sorghum almum Parodi","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","SOHA","Sorghum halepense (L.) Pers.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","TACA8","Taeniatherum caput-medusae (L.) Nevski","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","TARA","Tamarix ramosissima Ledeb.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","TRTE","Tribulus terrestris L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","VEDU","Ventenata dubia (Leers) Coss.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","MOAB","ZYFA","Zygophyllum fabago L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","ARAB3","Artemisia absinthium","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","BOBL","Bothriochloa bladhii","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","BOIS","Bothriochloa ischaemum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","BRAL4","Bryonia alba","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CAAC","Carduus acanthoides","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CACA19","Carum carvi","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CEDI3","Centaurea diffusa","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CESO3","Centaurea solstitialis","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CESTM","Centaurea stoebe ssp. micranthos","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CEVI","Centaurea virgata","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CHJU","Chondrilla juncea","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CIIN","Cichorium intybus","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CLOR","Clematis orientalis","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","COMA2","Conium maculatum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CYOF","Cynoglossum officinale","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CYES","Cyperus esculentus","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","CYSC4","Cytisus scoparius","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","ERCI6","Erodium cicutarium","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","EUMY2","Euphorbia myrsinites","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","POCU6","Fallopia japonica","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO",NA,"Fallopia x bohemicum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","GYPA","Gypsophila paniculata","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","HAGL","Halogeton glomeratus","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","HIAU","Hieracium aurantiacum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","LEVU","Leucanthemum vulgare","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","LYVU","Lysimachia vulgaris","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","MYAQ2","Myriophyllum aquaticum","CO-NW","state listed noxious weed added by request of FS"
"unedited","D13","NIWO","PORE5","Potentilla recta","CO-NW","state listed noxious weed added by request of FS"
"unedited","D14","JORN","ACRE3","Acroptilon repens (L.) DC","NM-NW","state listed noxious weed added by request of FS"
"unedited","D14","JORN","AECY","Aegilops cylindrica Host","NM-NW","state listed noxious weed added by request of FS"
"unedited","D14","JORN","AIAL","Ailanthus altissima (Mill.) Swingle","NM-NW","state listed noxious weed added by request of FS"
"unedited","D14","JORN","ARDO4","Arundo donax L.","NM-NW","state listed noxious weed added by request of FS"
"unedited","D14","JORN","BRTE","Bromus tectorum L.","NM-NW","state listed noxious weed added by request of FS"
"unedited","D14","JORN","CEME2","Centaurea melitensis L.","NM-NW","state listed noxious weed added by request of FS"
"unedited","D14","JORN","CESO3","Centaurea solstitialis L.","NM-NW","state listed noxious weed added by request of FS"
"unedited","D14","JORN","PEHA","Peganum harmala L.","NM-NW","state listed noxious weed added by request of FS"
"unedited","D14","JORN","TAMAR2","Tamarix spp. L.","NM-NW","state listed noxious weed added by request of FS"
"unedited","D14","JORN","ULPU","Ulmus pumila L.","NM-NW","state listed noxious weed added by request of FS"
"unedited","D14","JORN","XASP2","Xanthium spinosum L.","NM-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","ACRE3","Acroptilon repens (L.) DC.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","AECY","Aegilops cylindrica Host","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","AIAL","Ailanthus altissima (Mill.) Swingle","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","ARDO4","Arundo donax L.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","ASFI2","Asphodelus fistulosus L.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","BOIS","Bothriochloa ischaemum (L.) Keng","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","BRNI","Brassica nigra (L.) W.D.J. Koch","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","BRTO","Brassica tournefortii Gouan","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","CEEC","Cenchrus echinatus L.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","CESP4","Cenchrus spinifex Cav.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","CEME2","Centaurea melitensis L.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","CESO3","Centaurea solstitialis L.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","COAR4","Convolvulus arvensis L.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","EUMU","Euryops subcarnosus (Thunb.) DC.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","IPHE","Ipomoea hederacea Jacq.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","IPPU2","Ipomoea purpurea (L.) Roth","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","BASC5","Kochia scoparia(L.) A.J. Scott","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","MERE9","Melinis repens (Willd.) Zizka","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","ONPI","Oncosiphon piluliferum (L. f.) Kallersjo","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","PEHA","Peganum harmala L.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","PESE3","Pennisetum setaceum (Forssk.) Chiov.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","SOHA","Sorghum halepense (L.) Pers.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","TARA","Tamarix ramosissima Ledeb.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D14","SRER","TRTE","Tribulus terrestris L.","AZ-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","ACRE3","Acroptilon repens (L.) DC.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","AECY","Aegilops cylindrica Host","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","ALMA12","Alhagi maurorum Medik.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","ALPE4","Alliaria petiolata (M. Bieb.) Cavara & Grande","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","ANAR16","Anchusa arvensis (L.) M. Bieb.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","BREL2","Brassica elongata Ehrh.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","BRTO","Brassica tournefortii Gouan","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CAAC","Carduus acanthoides L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CANU4","Carduus nutans L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CECA2","Centaurea calcitrapa L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CEDI3","Centaurea diffusa Lam.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CEME2","Centaurea melitensis L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CESO3","Centaurea solstitialis L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CEST8","Centaurea stoebe L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CEVI","Centaurea virgata Lam.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CHJU","Chondrilla juncea L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CIAR4","Cirsium arvense (L.) Scop.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","COMA2","Conium maculatum L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CRVU2","Crupina vulgaris Cass.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CYDA","Cynodon dactylon (L.) Pers.","UT-NW","state listed noxious weed added by request of FS"
