domainid,siteid,taxonid,scientificname,preferredstatus,source,notes,accept_addition(y/n),botanist_notes
D17,SOAP,ACME,Acacia melanoxylon,CA-NW,,,n,no nearby pops
D17,SOAP,ACPA8,Acacia paradoxa,CA-NW,,,n,no nearby pops
D17,SOAP,ACPY3,Acacia pycnantha,CA-NW,,,n,no nearby pops
D17,SOAP,ACNO7,Acaena novae-zelandiae,CA-NW,,,n,no nearby pops
D17,SOAP,ACRE3,Acroptilon repens,CA-NW,,,y,
D17,SOAP,AECY,Aegilops cylindrica,CA-NW,,,y,
D17,SOAP,AETR,Aegilops triuncialis,CA-NW,,,y,
D17,SOAP,AGAD2,Ageratina adenophora,CA-NW,,,n,no nearby pops
D17,SOAP,AGAV,Agrostis avenacea,CA-NW,,,y,
D17,SOAP,AGST2,Agrostis stolonifera,CA-NW,,,y,
D17,SOAP,AIAL,Ailanthus altissima,CA-NW,,,y,
D17,SOAP,ALMA12,Alhagi maurorum,CA-NW,,,y,
D17,SOAP,ALPR3,Alopecurus pratensis,CA-NW,,,n,no nearby pops
D17,SOAP,ALPH,Alternanthera philoxeroides,CA-NW,,,n,wrong habitat
D17,SOAP,ALCO16,Alyssum corsicum,CA-NW,,,n,no nearby pops
D17,SOAP,ALMU,Alyssum murale,CA-NW,,,n,no nearby pops
D17,SOAP,AMTR,Ambrosia trifida,CA-NW,,,n,no nearby pops
D17,SOAP,AMAR4,Ammophila arenaria,CA-NW,,,n,no nearby pops
D17,SOAP,ANOD,Anthoxanthum odoratum,CA-NW,,,y,
D17,SOAP,ARSE8,Araujia sericifera,CA-NW,,,n,no nearby pops
D17,SOAP,ARCA45,Arctotheca calendula,CA-NW,,,n,no nearby pops
D17,SOAP,NA,Arctotheca prostrata,CA-NW,,,n,no nearby pops
D17,SOAP,ARDO4,Arundo donax,CA-NW,,,n,wrong habitat
D17,SOAP,ASAS4,Asparagus asparagoides,CA-NW,,,n,no nearby pops
D17,SOAP,ASFI2,Asphodelus fistulosus,CA-NW,,,n,no nearby pops
D17,SOAP,ATSE,Atriplex semibaccata,CA-NW,,,n,no nearby pops
D17,SOAP,AVFA,Avena fatua,CA-NW,,,y,
D17,SOAP,BAHY,Bassia hyssopifolia,CA-NW,,,n,wrong habitat
D17,SOAP,BETR,Bellardia trixago,CA-NW,,,n,no nearby pops
D17,SOAP,BEDA,Berberis darwinii,CA-NW,,,n,wrong habitat
D17,SOAP,BEIN2,Berteroa incana,CA-NW,,,n,no nearby pops
D17,SOAP,BRDI2,Brachypodium distachyon,CA-NW,,,n,wrong habitat
D17,SOAP,BRSY,Brachypodium sylvaticum,CA-NW,,,n,no nearby pops
D17,SOAP,BRNI,Brassica nigra,CA-NW,,,y,
D17,SOAP,BRRA,Brassica rapa,CA-NW,,,n,no nearby pops
D17,SOAP,BRTO,Brassica tournefortii,CA-NW,,,n,no nearby pops
D17,SOAP,BRMA,Briza maxima,CA-NW,,,n,no nearby pops
D17,SOAP,BRAR5,Bromus japonicus,CA-NW,,,n,no nearby pops
D17,SOAP,BRMAR,Bromus madritensis ssp. rubens,CA-NW,,,y,
D17,SOAP,BUDA2,Buddleja davidii,CA-NW,,,n,wrong habitat
D17,SOAP,CAMA,Cakile maritima,CA-NW,,,n,wrong habitat
D17,SOAP,CAAC,Carduus acanthoides,CA-NW,,,n,no nearby pops
D17,SOAP,CANU4,Carduus nutans,CA-NW,,,n,no nearby pops
D17,SOAP,CAPY2,Carduus pycnocephalus,CA-NW,,,y,
D17,SOAP,CATE2,Carduus tenuiflorus,CA-NW,,,y,
D17,SOAP,CAPE45,Carex pendula,CA-NW,,,n,no nearby pops
D17,SOAP,CACH38,Carpobrotus chilensis,CA-NW,,,n,wrong habitat
D17,SOAP,CAED3,Carpobrotus edulis,CA-NW,,,n,wrong habitat
D17,SOAP,NA,Carrichtera annua,CA-NW,,,n,no nearby pops
D17,SOAP,CALA20,Carthamus lanatus,CA-NW,,,n,no nearby pops
D17,SOAP,CAEQ,Casuarina equisetifolia,CA-NW,,,n,no nearby pops
D17,SOAP,CARO14,Catharanthus roseus,CA-NW,,,n,no nearby pops
D17,SOAP,CEEC,Cenchrus echinatus,CA-NW,,,n,no nearby pops
D17,SOAP,CELO3,Cenchrus longispinus,CA-NW,,,n,wrong habitat
D17,SOAP,CECA2,Centaurea calcitrapa,CA-NW,,,n,no nearby pops
D17,SOAP,CEDI3,Centaurea diffusa,CA-NW,,,n,wrong habitat
D17,SOAP,CEDI4,Centaurea diluta,CA-NW,,,n,no nearby pops
D17,SOAP,CEJA,Centaurea jacea ssp. pratensis,CA-NW,,,n,no nearby pops
D17,SOAP,CEME2,Centaurea melitensis ,CA-NW,,,y,
D17,SOAP,CESO3,Centaurea solstitialis,CA-NW,,,y,
D17,SOAP,CEST8,Centaurea stoebe ssp. micranthos,CA-NW,,,y,
D17,SOAP,CEVI,Centaurea virgata var. squarrosa,CA-NW,,,n,no nearby pops
D17,SOAP,CENO,Cestrum parqui,CA-NW,,,n,no nearby pops
D17,SOAP,CHFL9,Chasmanthe floribunda,CA-NW,,,n,wrong habitat
D17,SOAP,CHJU,Chondrilla juncea,CA-NW,,,n,no nearby pops
D17,SOAP,NA,Chrysanthemoides monilifera ssp. monilifera,CA-NW,,,n,no nearby pops
D17,SOAP,CIAR4,Cirsium arvense,CA-NW,,,y,
D17,SOAP,CIVU,Cirsium vulgare,CA-NW,,,y,
D17,SOAP,CLVI6,Clematis vitalba,CA-NW,,,n,wrong habitat
D17,SOAP,COES,Colocasia esculenta,CA-NW,,,n,no nearby pops
D17,SOAP,COPU18,Conicosia pugioniformis,CA-NW,,,n,wrong habitat
D17,SOAP,COMA2,Conium maculatum,CA-NW,,,n,wrong habitat
D17,SOAP,COJU2,Cortaderia jubata,CA-NW,,,n,wrong habitat
D17,SOAP,COSE4,Cortaderia selloana,CA-NW,,,n,wrong habitat
D17,SOAP,COFR3,Cotoneaster franchetii,CA-NW,,,n,wrong habitat
D17,SOAP,COLA18,Cotoneaster lacteus,CA-NW,,,n,wrong habitat
D17,SOAP,COPA14,Cotoneaster pannosus,CA-NW,,,n,wrong habitat
D17,SOAP,COCO7,Cotula coronopifolia,CA-NW,,,n,wrong habitat
D17,SOAP,CRMO3,Crataegus monogyna,CA-NW,,,n,no nearby pops
D17,SOAP,NA,Crocosmia x crocosmiiflora,CA-NW,,,n,wrong habitat
D17,SOAP,CRVU2,Crupina vulgaris,CA-NW,,,n,no nearby pops
D17,SOAP,CYCA,Cynara cardunculus,CA-NW,,,n,no nearby pops
D17,SOAP,CYDA,Cynodon dactylon,CA-NW,,,y,
D17,SOAP,CYOF,Cynoglossum officinale,CA-NW,,,n,no nearby pops
D17,SOAP,CYEC,Cynosurus echinatus,CA-NW,,,y,
D17,SOAP,CYMU3,Cytisus multiflorus,CA-NW,,,n,no nearby pops
D17,SOAP,CHPR14,Cytisus proliferus,CA-NW,,,n,no nearby pops
D17,SOAP,CYSC4,Cytisus scoparius,CA-NW,,,n,no nearby pops
D17,SOAP,CYST7,Cytisus striatus,CA-NW,,,n,no nearby pops
D17,SOAP,DAGL,Dactylis glomerata,CA-NW,,,y,
D17,SOAP,DAIN2,Datura inoxia,CA-NW,,,n,no nearby pops
D17,SOAP,DEOD,Delairea odorata,CA-NW,,,n,no nearby pops
D17,SOAP,DESO2,Descurainia sophia,CA-NW,,,y,
D17,SOAP,DIPU,Digitalis purpurea,CA-NW,,,y,
D17,SOAP,DILI8,Dipogon lignosus,CA-NW,,,n,no nearby pops
D17,SOAP,DIFU2,Dipsacus fullonum,CA-NW,,,n,no nearby pops
D17,SOAP,DILA4,Dipsacus laciniatus,CA-NW,,,n,no nearby pops
D17,SOAP,DISA9,Dipsacus sativus,CA-NW,,,n,no nearby pops
D17,SOAP,DIGR3,Dittrichia graveolens,CA-NW,,,n,wrong habitat
D17,SOAP,DIVI6,Dittrichia viscosa,CA-NW,,,n,no nearby pops
D17,SOAP,ECCA5,Echium candicans,CA-NW,,,n,wrong habitat
D17,SOAP,ECPL,Echium plantagineum,CA-NW,,,n,wrong habitat
D17,SOAP,EGDE,Egeria densa,CA-NW,,,n,wrong habitat
D17,SOAP,EHCA,Ehrharta calycina,CA-NW,,,n,wrong habitat
D17,SOAP,EHER,Ehrharta erecta,CA-NW,,,n,wrong habitat
D17,SOAP,EHLO3,Ehrharta longiflora,CA-NW,,,n,no nearby pops
D17,SOAP,EICR,Eichhornia crassipes,CA-NW,,,n,wrong habitat
D17,SOAP,ELAN,Elaeagnus angustifolia,CA-NW,,,n,no nearby pops
D17,SOAP,TACA8,Elymus caput-medusae,CA-NW,,,y,
D17,SOAP,EMSP,Emex spinosa,CA-NW,,,n,wrong habitat
D17,SOAP,ERLU6,Erica lusitanica,CA-NW,,,n,wrong habitat
D17,SOAP,ERCI6,Erodium cicutarium ,CA-NW,,,y,
D17,SOAP,EUCA2,Eucalyptus camaldulensis,CA-NW,,,n,no nearby pops
D17,SOAP,EUCL,Eucalyptus cladocalyx,CA-NW,,,n,no nearby pops
D17,SOAP,EUGL,Eucalyptus globulus,CA-NW,,,n,no nearby pops
D17,SOAP,EULA4,Euphorbia lathyris,CA-NW,,,n,no nearby pops
D17,SOAP,EUOB4,Euphorbia oblongata,CA-NW,,,n,no nearby pops
D17,SOAP,EUTE10,Euphorbia terracina,CA-NW,,,n,wrong habitat
D17,SOAP,EUESU,Euphorbia virgata,CA-NW,,,n,no nearby pops
D17,SOAP,NA,Fallopia ?óbohemica,CA-NW,,,n,no nearby pops
D17,SOAP,POCU6,Fallopia japonica,CA-NW,,,n,no nearby pops
D17,SOAP,POSA4,Fallopia sachalinensis,CA-NW,,,n,no nearby pops
D17,SOAP,SCAR7,Festuca arundinacea,CA-NW,,,n,no nearby pops
D17,SOAP,VUMY,Festuca myuros,CA-NW,,,y,
D17,SOAP,LOPE,Festuca perennis,CA-NW,,,y,
D17,SOAP,FICA,Ficus carica,CA-NW,,,n,wrong habitat
D17,SOAP,FOVU,Foeniculum vulgare,CA-NW,,,n,no nearby pops
D17,SOAP,GAOF,Galega officinalis,CA-NW,,,n,no nearby pops
D17,SOAP,GALI4,Gazania linearis,CA-NW,,,n,wrong habitat
D17,SOAP,GELI5,Genista linifolia,CA-NW,,,n,no nearby pops
D17,SOAP,REMO2,Genista monosperma,CA-NW,,,n,no nearby pops
D17,SOAP,GEMO2,Genista monspessulana,CA-NW,,,n,no nearby pops
D17,SOAP,GEDI,Geranium dissectum,CA-NW,,,y,
D17,SOAP,GELU,Geranium lucidum,CA-NW,,,n,wrong habitat
D17,SOAP,GEROP,Geranium purpureum,CA-NW,,,n,wrong habitat
D17,SOAP,NA,Glebionis coronaria,CA-NW,,,n,wrong habitat
D17,SOAP,GLDE,Glyceria declinata,CA-NW,,,n,no nearby pops
D17,SOAP,GRRO,Grevillea robusta,CA-NW,,,n,no nearby pops
D17,SOAP,GUTI,Gunnera tinctoria,CA-NW,,,n,wrong habitat
D17,SOAP,GYPA,Gypsophila paniculata,CA-NW,,,n,no nearby pops
D17,SOAP,HAGL,Halogeton glomeratus,CA-NW,,,n,wrong habitat
D17,SOAP,HEHEC,Hedera canariensis,CA-NW,,,n,wrong habitat
D17,SOAP,HEHE,Hedera helix,CA-NW,,,n,no nearby pops
D17,SOAP,HETU,Helianthus tuberosus,CA-NW,,,n,no nearby pops
D17,SOAP,HEPE8,Helichrysum petiolare,CA-NW,,,n,wrong habitat
D17,SOAP,HEAM4,Heliotropium amplexicaule,CA-NW,,,n,wrong habitat
D17,SOAP,PIEC,Helminthotheca echioides,CA-NW,,,n,no nearby pops
D17,SOAP,HEMA17,Heracleum mantegazzianum,CA-NW,,,n,no nearby pops
D17,SOAP,HIIN3,Hirschfeldia incana ,CA-NW,,,y,
D17,SOAP,HOLA,Holcus lanatus,CA-NW,,,y,
D17,SOAP,HOMA2,Hordeum marinum,CA-NW,,,y,
D17,SOAP,HOMUL,Hordeum murinum ,CA-NW,,,y,
D17,SOAP,HYVE3,Hydrilla verticillata,CA-NW,,,n,wrong habitat
D17,SOAP,HYHI,Hyparrhenia hirta,CA-NW,,,n,wrong habitat
D17,SOAP,HYAN8,Hypericum androsaemum,CA-NW,,,n,no nearby pops
D17,SOAP,HYCA11,Hypericum canariense,CA-NW,,,n,wrong habitat
D17,SOAP,HYGR6,Hypericum grandifolium,CA-NW,,,n,wrong habitat
D17,SOAP,HYPE,Hypericum perforatum,CA-NW,,,y,
D17,SOAP,HYRA3,Hypochaeris radicata,CA-NW,,,y,
D17,SOAP,ILAQ80,Ilex aquifolium,CA-NW,,,n,wrong habitat
D17,SOAP,IPIN,Ipomoea indica,CA-NW,,,n,wrong habitat
D17,SOAP,IRPS,Iris pseudacorus,CA-NW,,,n,wrong habitat
D17,SOAP,ISTI,Isatis tinctoria,CA-NW,,,n,no nearby pops
D17,SOAP,KNUV80,Kniphofia uvaria,CA-NW,,,n,wrong habitat
D17,SOAP,BASC5,Kochia scoparia,CA-NW,,,n,no nearby pops
D17,SOAP,LACA2,Lantana camara,CA-NW,,,n,wrong habitat
D17,SOAP,NA,Lepidium chalepense,CA-NW,,,n,no nearby pops
D17,SOAP,CADR,Lepidium draba,CA-NW,,,n,no nearby pops
D17,SOAP,LELA2,Lepidium latifolium,CA-NW,,,n,no nearby pops
D17,SOAP,LELA29,Leptospermum laevigatum,CA-NW,,,n,wrong habitat
D17,SOAP,LEVU,Leucanthemum vulgare,CA-NW,,,n,no nearby pops
D17,SOAP,LILU2,Ligustrum lucidum,CA-NW,,,n,no nearby pops
D17,SOAP,LISP2,Limnobium spongia,CA-NW,,,n,wrong habitat
D17,SOAP,NA,Limonium duriusculum,CA-NW,,,n,no nearby pops
D17,SOAP,LIRA2,Limonium ramosissimum,CA-NW,,,n,wrong habitat
D17,SOAP,LIDA,Linaria dalmatica ssp. dalmatica,CA-NW,,,n,no nearby pops
D17,SOAP,LIVU2,Linaria vulgaris,CA-NW,,,n,no nearby pops
D17,SOAP,LOMA,Lobularia maritima,CA-NW,,,n,no nearby pops
D17,SOAP,LUGRH,Ludwigia hexapetala,CA-NW,,,n,wrong habitat
D17,SOAP,LUPE5,Ludwigia peploides,CA-NW,,,n,wrong habitat
D17,SOAP,LYHY3,Lythrum hyssopifolium,CA-NW,,,y,
D17,SOAP,LYSA2,Lythrum salicaria,CA-NW,,,n,wrong habitat
D17,SOAP,MACR3,Malephora crocea,CA-NW,,,n,wrong habitat
D17,SOAP,MAVU,Marrubium vulgare,CA-NW,,,y,
D17,SOAP,MABO8,Maytenus boaria,CA-NW,,,n,no nearby pops
D17,SOAP,MEPO3,Medicago polymorpha,CA-NW,,,y,
D17,SOAP,MEPU,Mentha pulegium,CA-NW,,,y,
D17,SOAP,MECR3,Mesembryanthemum crystallinum,CA-NW,,,n,wrong habitat
D17,SOAP,MENO2,Mesembryanthemum nodiflorum,CA-NW,,,n,wrong habitat
D17,SOAP,MYLA5,Myoporum laetum,CA-NW,,,n,wrong habitat
D17,SOAP,MYLA4,Myosotis latifolia,CA-NW,,,n,wrong habitat
D17,SOAP,MYAQ2,Myriophyllum aquaticum,CA-NW,,,n,wrong habitat
D17,SOAP,MYSP2,Myriophyllum spicatum,CA-NW,,,n,wrong habitat
D17,SOAP,NAST3,Nardus stricta,CA-NW,,,n,no nearby pops
D17,SOAP,NIGL,Nicotiana glauca,CA-NW,,,n,no nearby pops
D17,SOAP,NOGR3,Nothoscordum gracile,CA-NW,,,n,no nearby pops
D17,SOAP,OLEU,Olea europaea,CA-NW,,,n,no nearby pops
D17,SOAP,ONPI,Oncosiphon piluliferum,CA-NW,,,n,wrong habitat
D17,SOAP,ONAL5,Ononis alopecuroides,CA-NW,,,n,no nearby pops
D17,SOAP,ONAC,Onopordum acanthium,CA-NW,,,n,no nearby pops
D17,SOAP,ONIL,Onopordum illyricum,CA-NW,,,n,no nearby pops
D17,SOAP,ORAE3,Orobanche aegyptiaca,CA-NW,,,n,no nearby pops
D17,SOAP,OXPE,Oxalis pes-caprae,CA-NW,,,n,no nearby pops
D17,SOAP,PALO8,Paraserianthes lophantha,CA-NW,,,n,no nearby pops
D17,SOAP,PAVI3,Parentucellia viscosa,CA-NW,,,n,no nearby pops
D17,SOAP,PAHY,Parthenium hysterophorus,CA-NW,,,n,no nearby pops
D17,SOAP,PAUR2,Paspalum urvillei,CA-NW,,,n,no nearby pops
D17,SOAP,PAVA,Paspalum vaginatum,CA-NW,,,n,wrong habitat
D17,SOAP,PATA6,Passiflora tarminiana,CA-NW,,,n,wrong habitat
D17,SOAP,PEHA,Peganum harmala,CA-NW,,,n,no nearby pops
D17,SOAP,PECL2,Pennisetum clandestinum,CA-NW,,,n,no nearby pops
D17,SOAP,PESE3,Pennisetum setaceum,CA-NW,,,n,no nearby pops
D17,SOAP,PEVI2,Pennisetum villosum,CA-NW,,,n,no nearby pops
D17,SOAP,POPO5,Persicaria wallichii,CA-NW,,,n,wrong habitat
D17,SOAP,PHAQ,Phalaris aquatica,CA-NW,,,y,
D17,SOAP,PHCA13,Phoenix canariensis,CA-NW,,,n,wrong habitat
D17,SOAP,PHAM4,Phytolacca americana,CA-NW,,,n,no nearby pops
D17,SOAP,PIUN2,Pittosporum undulatum,CA-NW,,,n,wrong habitat
D17,SOAP,PLLA,Plantago lanceolata,CA-NW,,,y,
D17,SOAP,PLSE7,Plecostachys serpyllifolia,CA-NW,,,n,wrong habitat
D17,SOAP,POPR,Poa pratensis,CA-NW,,,y,
D17,SOAP,POMY5,Polygala myrtifolia,CA-NW,,,n,wrong habitat
D17,SOAP,POMO5,Polypogon monspeliensis,CA-NW,,,y,
D17,SOAP,POCR3,Potamogeton crispus,CA-NW,,,n,wrong habitat
D17,SOAP,PRCE2,Prunus cerasifera,CA-NW,,,n,no nearby pops
D17,SOAP,PYAN,Pyracantha angustifolia,CA-NW,,,n,no nearby pops
D17,SOAP,PYCO2,Pyracantha coccinea,CA-NW,,,n,wrong habitat
D17,SOAP,PYCR7,Pyracantha crenulata,CA-NW,,,n,no nearby pops
D17,SOAP,PYCA80,Pyrus calleryana,CA-NW,,,n,no nearby pops
D17,SOAP,RARE3,Ranunculus repens,CA-NW,,,n,no nearby pops
D17,SOAP,RASA2,Raphanus sativus,CA-NW,,,y,
D17,SOAP,RHAL12,Rhamnus alaternus,CA-NW,,,n,no nearby pops
D17,SOAP,RICO3,Ricinus communis,CA-NW,,,n,no nearby pops
D17,SOAP,ROPS,Robinia pseudoacacia,CA-NW,,,n,no nearby pops
D17,SOAP,RORO,Romulea rosea var. australis,CA-NW,,,n,no nearby pops
D17,SOAP,RUAR9,Rubus armeniacus,CA-NW,,,y,
D17,SOAP,RUCR,Rumex crispus,CA-NW,,,y,
D17,SOAP,RYCA,Rytidosperma caespitosum,CA-NW,,,n,wrong habitat
D17,SOAP,NA,Rytidosperma penicillatum,CA-NW,,,n,wrong habitat
D17,SOAP,SARA3,Saccharum ravennae,CA-NW,,,n,no nearby pops
D17,SOAP,SAOR4,Salpichroa origanifolia,CA-NW,,,n,no nearby pops
D17,SOAP,SAPA8,Salsola paulsenii,CA-NW,,,n,no nearby pops
D17,SOAP,NA,Salsola ryanii,CA-NW,,,n,no nearby pops
D17,SOAP,SASO3,Salsola soda,CA-NW,,,n,wrong habitat
D17,SOAP,SATR12,Salsola tragus,CA-NW,,,n,no nearby pops
D17,SOAP,SAAE,Salvia aethiopis,CA-NW,,,n,wrong habitat
D17,SOAP,SAMO5,Salvinia molesta,CA-NW,,,n,wrong habitat
D17,SOAP,SAOF4,Saponaria officinalis,CA-NW,,,n,no nearby pops
D17,SOAP,SCAT,Scabiosa atropurpurea,CA-NW,,,n,no nearby pops
D17,SOAP,SCMO,Schinus molle,CA-NW,,,n,no nearby pops
D17,SOAP,SCTE,Schinus terebinthifolius,CA-NW,,,n,no nearby pops
D17,SOAP,SCAR,Schismus arabicus,CA-NW,,,n,no nearby pops
D17,SOAP,SCBA,Schismus barbatus,CA-NW,,,n,no nearby pops
D17,SOAP,SCHI,Scolymus hispanicus,CA-NW,,,n,no nearby pops
D17,SOAP,ERGL11,Senecio glomeratus,CA-NW,,,n,wrong habitat
D17,SOAP,SEJA,Senecio jacobaea,CA-NW,,,n,no nearby pops
D17,SOAP,SELI,Senecio linearifolius,CA-NW,,,n,no nearby pops
D17,SOAP,SEPU7,Sesbania punicea,CA-NW,,,n,no nearby pops
D17,SOAP,SIMA3,Silybum marianum,CA-NW,,,n,no nearby pops
D17,SOAP,SIAR4,Sinapis arvensis,CA-NW,,,n,no nearby pops
D17,SOAP,SIIR,Sisymbrium irio,CA-NW,,,n,no nearby pops
D17,SOAP,SOAV,Solanum aviculare,CA-NW,,,n,no nearby pops
D17,SOAP,SOCA3,Solanum carolinense,CA-NW,,,n,no nearby pops
D17,SOAP,SPAL,Spartina alterniflora x S. foliosa,CA-NW,,,n,wrong habitat
D17,SOAP,SPAN5,Spartina anglica,CA-NW,,,n,wrong habitat
D17,SOAP,SPDE2,Spartina densiflora,CA-NW,,,n,wrong habitat
D17,SOAP,SPPA,Spartina patens,CA-NW,,,n,wrong habitat
D17,SOAP,SPJU2,Spartium junceum,CA-NW,,,y,
D17,SOAP,SPSA3,Sphaerophysa salsula,CA-NW,,,n,no nearby pops
D17,SOAP,ACBR5,Stipa brachychaeta,CA-NW,,,n,no nearby pops
D17,SOAP,ACCA34,Stipa capensis,CA-NW,,,n,no nearby pops
D17,SOAP,NAMA7,Stipa manicata,CA-NW,,,n,no nearby pops
D17,SOAP,PIMI3,Stipa miliacea var. miliacea,CA-NW,,,n,no nearby pops
D17,SOAP,NATE3,Stipa tenuissima,CA-NW,,,n,no nearby pops
D17,SOAP,TAAP,Tamarix aphylla,CA-NW,,,n,wrong habitat
D17,SOAP,TACH2,Tamarix chinensis,CA-NW,,,n,no nearby pops
D17,SOAP,TAGA,Tamarix gallica,CA-NW,,,n,no nearby pops
D17,SOAP,TAPA4,Tamarix parviflora,CA-NW,,,n,no nearby pops
D17,SOAP,TARA,Tamarix ramosissima,CA-NW,,,n,no nearby pops
D17,SOAP,TAVU,Tanacetum vulgare,CA-NW,,,n,no nearby pops
D17,SOAP,TETE3,Tetragonia tetragonioides,CA-NW,,,n,wrong habitat
D17,SOAP,THJU3,Thinopyrum junceiforme,CA-NW,,,n,wrong habitat
D17,SOAP,TOAR,Torilis arvensis,CA-NW,,,y,
D17,SOAP,TRSE6,Triadica sebifera,CA-NW,,,n,no nearby pops
D17,SOAP,TRTE,Tribulus terrestris,CA-NW,,,n,no nearby pops
D17,SOAP,TRHI4,Trifolium hirtum,CA-NW,,,y,
D17,SOAP,ULEU,Ulex europaeus,CA-NW,,,n,no nearby pops
D17,SOAP,NA,Undaria pinnatifida,CA-NW,,,n,wrong habitat
D17,SOAP,VEDU,Ventenata dubia,CA-NW,,,n,no nearby pops
D17,SOAP,VETH,Verbascum thapsus,CA-NW,,,y,
D17,SOAP,VEBO,Verbena bonariensis,CA-NW,,,n,no nearby pops
D17,SOAP,VIMA,Vinca major,CA-NW,,,y,
D17,SOAP,NA,Volutaria tubuliflora,CA-NW,,,n,wrong habitat
D17,SOAP,WARO,Washingtonia robusta,CA-NW,,,n,no nearby pops
D17,SOAP,WAME,Watsonia meriana,CA-NW,,,n,wrong habitat
D17,SOAP,ZAAE,Zantedeschia aethiopica,CA-NW,,,n,wrong habitat
D17,SOAP,NAJA5,Zostera japonica,CA-NW,,,n,wrong habitat
D17,SOAP,ZYFA,Zygophyllum fabago,CA-NW,,,n,no nearby pops
D17,TEAK,ABTH,Abutilon theophrasti ,CA-NW,,,n,no nearby pops
D17,TEAK,ACBA,Acacia baileyana,CA-NW,,,n,no nearby pops
D17,TEAK,ACCY2,Acacia cyclops,CA-NW,,,n,wrong habitat
D17,TEAK,ACDE3,Acacia dealbata,CA-NW,,,n,no nearby pops
D17,TEAK,ACME,Acacia melanoxylon,CA-NW,,,n,no nearby pops
D17,TEAK,ACPA8,Acacia paradoxa,CA-NW,,,n,no nearby pops
D17,TEAK,ACPY3,Acacia pycnantha,CA-NW,,,n,no nearby pops
D17,TEAK,ACNO7,Acaena novae-zelandiae,CA-NW,,,n,no nearby pops
D17,TEAK,ACRE3,Acroptilon repens,CA-NW,,,y,
D17,TEAK,AECY,Aegilops cylindrica,CA-NW,,,y,
D17,TEAK,AETR,Aegilops triuncialis,CA-NW,,,y,
D17,TEAK,AGAD2,Ageratina adenophora,CA-NW,,,n,no nearby pops
D17,TEAK,AGAV,Agrostis avenacea,CA-NW,,,y,
D17,TEAK,AGST2,Agrostis stolonifera,CA-NW,,,y,
D17,TEAK,AIAL,Ailanthus altissima,CA-NW,,,y,
D17,TEAK,ALMA12,Alhagi maurorum,CA-NW,,,y,
D17,TEAK,ALPR3,Alopecurus pratensis,CA-NW,,,n,no nearby pops
D17,TEAK,ALPH,Alternanthera philoxeroides,CA-NW,,,n,wrong habitat
D17,TEAK,ALCO16,Alyssum corsicum,CA-NW,,,n,no nearby pops
D17,TEAK,ALMU,Alyssum murale,CA-NW,,,n,no nearby pops
D17,TEAK,AMTR,Ambrosia trifida,CA-NW,,,n,no nearby pops
D17,TEAK,AMAR4,Ammophila arenaria,CA-NW,,,n,no nearby pops
D17,TEAK,ANOD,Anthoxanthum odoratum,CA-NW,,,y,
D17,TEAK,ARSE8,Araujia sericifera,CA-NW,,,n,no nearby pops
D17,TEAK,ARCA45,Arctotheca calendula,CA-NW,,,n,no nearby pops
D17,TEAK,NA,Arctotheca prostrata,CA-NW,,,n,no nearby pops
D17,TEAK,ARDO4,Arundo donax,CA-NW,,,n,wrong habitat
D17,TEAK,ASAS4,Asparagus asparagoides,CA-NW,,,n,no nearby pops
D17,TEAK,ASFI2,Asphodelus fistulosus,CA-NW,,,n,no nearby pops
D17,TEAK,ATSE,Atriplex semibaccata,CA-NW,,,n,no nearby pops
D17,TEAK,AVBA,Avena barbata ,CA-NW,,,y,
D17,TEAK,AVFA,Avena fatua,CA-NW,,,y,
D17,TEAK,BAHY,Bassia hyssopifolia,CA-NW,,,n,wrong habitat
D17,TEAK,BETR,Bellardia trixago,CA-NW,,,n,no nearby pops
D17,TEAK,BEDA,Berberis darwinii,CA-NW,,,n,wrong habitat
D17,TEAK,BEIN2,Berteroa incana,CA-NW,,,n,no nearby pops
D17,TEAK,BRDI2,Brachypodium distachyon,CA-NW,,,n,wrong habitat
D17,TEAK,BRSY,Brachypodium sylvaticum,CA-NW,,,n,no nearby pops
D17,TEAK,BRNI,Brassica nigra,CA-NW,,,y,
D17,TEAK,BRRA,Brassica rapa,CA-NW,,,n,no nearby pops
D17,TEAK,BRTO,Brassica tournefortii,CA-NW,,,n,no nearby pops
D17,TEAK,BRMA,Briza maxima,CA-NW,,,n,no nearby pops
D17,TEAK,BRDI3,Bromus diandrus,CA-NW,,,n,no nearby pops
D17,TEAK,BRHO2,Bromus hordeaceus ,CA-NW,,,y,
D17,TEAK,BRAR5,Bromus japonicus,CA-NW,,,n,no nearby pops
D17,TEAK,BRMAR,Bromus madritensis ssp. rubens,CA-NW,,,y,
D17,TEAK,BRTE,Bromus tectorum,CA-NW,,,y,
D17,TEAK,BUDA2,Buddleja davidii,CA-NW,,,n,wrong habitat
D17,TEAK,CAMA,Cakile maritima,CA-NW,,,n,wrong habitat
D17,TEAK,CAAC,Carduus acanthoides,CA-NW,,,n,no nearby pops
D17,TEAK,CANU4,Carduus nutans,CA-NW,,,n,no nearby pops
D17,TEAK,CAPY2,Carduus pycnocephalus,CA-NW,,,y,
D17,TEAK,CATE2,Carduus tenuiflorus,CA-NW,,,y,
D17,TEAK,CAPE45,Carex pendula,CA-NW,,,n,no nearby pops
D17,TEAK,CACH38,Carpobrotus chilensis,CA-NW,,,n,wrong habitat
