domainID,siteID,plotID,plotType,date,eventID,eventType,dataCollected,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaOther
D03,DSNY,DSNY_033,distributed,2014-09-04,vst_DSNY_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,DSNY,DSNY_034,distributed,2018-01-17,vst_DSNY_2017,NA,NA,noneSelected,noneSelected,noneSelected
D03,DSNY,DSNY_035,distributed,2014-09-03,vst_DSNY_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,DSNY,DSNY_036,distributed,2014-08-26,vst_DSNY_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,DSNY,DSNY_037,distributed,2014-09-24,vst_DSNY_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,DSNY,DSNY_038,distributed,2014-08-26,vst_DSNY_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,DSNY,DSNY_039,distributed,2014-08-19,vst_DSNY_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,DSNY,DSNY_073,distributed,2014-09-09,vst_DSNY_2014,NA,NA,10,noneSelected,noneSelected
D03,DSNY,DSNY_074,distributed,2014-08-19,vst_DSNY_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_001,distributed,2021-03-08,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D03,JERC,JERC_002,distributed,2021-03-08,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D03,JERC,JERC_003,distributed,2021-03-10,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D03,JERC,JERC_004,distributed,2021-03-16,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_005,distributed,2021-03-11,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D03,JERC,JERC_006,distributed,2021-03-16,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D03,JERC,JERC_007,distributed,2021-03-09,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D03,JERC,JERC_008,distributed,2014-09-11,vst_JERC_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_009,distributed,2021-03-16,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D03,JERC,JERC_010,distributed,2021-03-15,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D03,JERC,JERC_011,distributed,2021-03-17,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D03,JERC,JERC_013,distributed,2014-10-01,vst_JERC_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_015,distributed,2014-08-12,vst_JERC_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_016,distributed,2021-03-16,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D03,JERC,JERC_019,distributed,2014-09-09,vst_JERC_2014,NA,NA,noneSelected,noneSelected,NA
D03,JERC,JERC_021,distributed,2014-08-27,vst_JERC_2014,NA,NA,10,noneSelected,noneSelected
D03,JERC,JERC_022,distributed,2014-09-11,vst_JERC_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_028,distributed,2019-07-06,vst_JERC_2019,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_029,distributed,2019-10-09,vst_JERC_2019,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_030,distributed,2014-09-09,vst_JERC_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_031,distributed,2014-09-11,vst_JERC_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_033,distributed,2014-09-04,vst_JERC_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_034,distributed,2014-09-09,vst_JERC_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_035,distributed,2014-09-04,vst_JERC_2014,NA,NA,10,noneSelected,noneSelected
D03,JERC,JERC_036,distributed,2014-09-09,vst_JERC_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_038,distributed,2014-09-10,vst_JERC_2014,NA,NA,10,noneSelected,noneSelected
D03,JERC,JERC_040,distributed,2014-09-04,vst_JERC_2014,NA,NA,10,noneSelected,noneSelected
D03,JERC,JERC_041,distributed,2014-09-10,vst_JERC_2014,NA,NA,10,noneSelected,noneSelected
D03,JERC,JERC_042,distributed,2014-09-11,vst_JERC_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_044,distributed,2014-09-09,vst_JERC_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_047,tower,2021-01-12,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,10
D03,JERC,JERC_048,tower,2021-02-11,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,100,noneSelected,noneSelected
D03,JERC,JERC_049,tower,2021-02-15,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,100,noneSelected,10
D03,JERC,JERC_050,tower,2021-02-17,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,100,noneSelected,10
D03,JERC,JERC_051,tower,2021-02-16,vst_JERC_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_052,tower,2019-07-09,vst_JERC_2019,NA,NA,100,noneSelected,10
D03,JERC,JERC_053,tower,2019-07-10,vst_JERC_2019,NA,NA,100,noneSelected,100
D03,JERC,JERC_054,tower,2019-07-09,vst_JERC_2019,NA,NA,25,noneSelected,100
D03,JERC,JERC_055,tower,2019-07-09,vst_JERC_2019,NA,NA,25,noneSelected,10
D03,JERC,JERC_056,tower,2019-07-09,vst_JERC_2019,NA,NA,25,noneSelected,25
D03,JERC,JERC_057,tower,2018-06-06,vst_JERC_2018,NA,NA,noneSelected,noneSelected,noneSelected
D03,JERC,JERC_058,tower,2018-06-20,vst_JERC_2017,NA,NA,100,noneSelected,10
D03,JERC,JERC_059,tower,2018-06-05,vst_JERC_2018,NA,NA,noneSelected,noneSelected,25
D03,JERC,JERC_060,tower,2018-08-16,vst_JERC_2017,NA,NA,100,noneSelected,10
D03,JERC,JERC_061,tower,2018-06-14,vst_JERC_2018,NA,NA,25,noneSelected,10
D03,JERC,JERC_062,tower,2018-08-16,vst_JERC_2017,NA,NA,noneSelected,noneSelected,100
D03,JERC,JERC_063,tower,2018-06-18,vst_JERC_2018,NA,NA,100,noneSelected,10
D03,JERC,JERC_064,tower,2018-06-05,vst_JERC_2018,NA,NA,100,noneSelected,100
D03,JERC,JERC_065,tower,2018-08-30,vst_JERC_2018,NA,NA,100,noneSelected,10
D03,JERC,JERC_066,tower,2018-06-04,vst_JERC_2018,NA,NA,noneSelected,noneSelected,10
D03,OSBS,OSBS_001,distributed,2021-02-24,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D03,OSBS,OSBS_002,distributed,2021-02-22,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_003,distributed,2021-03-03,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D03,OSBS,OSBS_004,distributed,2021-02-23,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_005,distributed,2021-03-03,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D03,OSBS,OSBS_006,distributed,2021-02-23,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D03,OSBS,OSBS_007,distributed,2021-02-23,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D03,OSBS,OSBS_008,distributed,2021-03-04,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_009,distributed,2016-11-03,vst_OSBS_2016,NA,NA,25,noneSelected,noneSelected
D03,OSBS,OSBS_010,distributed,2016-09-23,vst_OSBS_2016,NA,NA,25,noneSelected,noneSelected
D03,OSBS,OSBS_011,distributed,2016-10-12,vst_OSBS_2016,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_012,distributed,2016-09-15,vst_OSBS_2016,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_013,distributed,2016-11-01,vst_OSBS_2016,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_014,distributed,2015-10-01,vst_OSBS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_015,distributed,2016-10-17,vst_OSBS_2016,NA,NA,25,noneSelected,noneSelected
D03,OSBS,OSBS_016,distributed,2016-09-20,vst_OSBS_2016,NA,NA,10,noneSelected,noneSelected
D03,OSBS,OSBS_017,distributed,2015-10-06,vst_OSBS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_018,distributed,2014-09-17,vst_OSBS_2014,NA,NA,10,noneSelected,noneSelected
D03,OSBS,OSBS_020,distributed,2015-09-15,vst_OSBS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_021,distributed,2015-09-15,vst_OSBS_2015,NA,NA,NA,noneSelected,noneSelected
D03,OSBS,OSBS_022,distributed,2016-10-06,vst_OSBS_2016,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_023,distributed,2016-09-15,vst_OSBS_2016,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_024,distributed,2016-11-01,vst_OSBS_2016,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_025,tower,2019-12-18,vst_OSBS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_026,tower,2020-06-23,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_027,tower,2020-06-23,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_028,tower,2021-01-26,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,100,noneSelected,noneSelected
D03,OSBS,OSBS_029,tower,2020-06-23,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_030,tower,2019-05-14,vst_OSBS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_031,tower,2020-06-23,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,100,noneSelected,100
D03,OSBS,OSBS_032,tower,2019-05-13,vst_OSBS_2019,NA,NA,100,noneSelected,100
D03,OSBS,OSBS_033,tower,2019-05-13,vst_OSBS_2019,NA,NA,100,noneSelected,25
D03,OSBS,OSBS_034,tower,2019-05-13,vst_OSBS_2019,NA,NA,noneSelected,noneSelected,100
D03,OSBS,OSBS_035,tower,2018-06-29,vst_OSBS_2018,NA,NA,100,noneSelected,noneSelected
D03,OSBS,OSBS_036,tower,2018-07-02,vst_OSBS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_037,tower,2018-05-07,vst_OSBS_2018,NA,NA,100,noneSelected,noneSelected
D03,OSBS,OSBS_038,tower,2018-06-29,vst_OSBS_2018,NA,NA,100,noneSelected,noneSelected
D03,OSBS,OSBS_039,tower,2018-06-12,vst_OSBS_2018,NA,NA,100,noneSelected,noneSelected
D03,OSBS,OSBS_040,tower,2017-12-04,vst_OSBS_2017,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_041,tower,2018-06-29,vst_OSBS_2018,NA,NA,100,noneSelected,noneSelected
D03,OSBS,OSBS_042,tower,2018-05-03,vst_OSBS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_043,tower,2018-06-25,vst_OSBS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_044,tower,2018-01-17,vst_OSBS_2017,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_048,distributed,2016-10-11,vst_OSBS_2016,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_049,distributed,2014-09-18,vst_OSBS_2014,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_050,distributed,2015-09-09,vst_OSBS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_051,distributed,2016-09-19,vst_OSBS_2016,NA,NA,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_063,distributed,2021-02-23,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_066,distributed,2021-06-21,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,25,25,noneSelected
D03,OSBS,OSBS_067,distributed,2021-03-04,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_068,distributed,2021-06-23,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D03,OSBS,OSBS_070,distributed,2021-06-24,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D03,OSBS,OSBS_073,distributed,2021-06-30,vst_OSBS_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D04,GUAN,GUAN_001,distributed,2018-01-15,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_002,distributed,2018-01-19,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_003,distributed,2017-12-05,vst_GUAN_2017,NA,NA,10,10,10
D04,GUAN,GUAN_004,distributed,2018-01-08,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_005,distributed,2018-02-06,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_006,distributed,2018-02-05,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_007,distributed,2018-01-22,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_008,distributed,2018-01-17,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_009,distributed,2018-01-25,vst_GUAN_2017,NA,NA,10,10,noneSelected
D04,GUAN,GUAN_010,distributed,2018-01-25,vst_GUAN_2017,NA,NA,1,10,noneSelected
D04,GUAN,GUAN_011,distributed,2018-02-14,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_012,distributed,2018-02-19,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_013,distributed,2018-01-10,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_014,distributed,2018-02-13,vst_GUAN_2017,NA,NA,10,noneSelected,25
D04,GUAN,GUAN_015,distributed,2017-12-07,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_016,distributed,2017-12-04,vst_GUAN_2017,NA,NA,1,noneSelected,noneSelected
D04,GUAN,GUAN_017,distributed,2018-01-11,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_018,distributed,2018-01-23,vst_GUAN_2017,NA,NA,10,25,noneSelected
D04,GUAN,GUAN_019,distributed,2018-02-07,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_020,distributed,2018-02-09,vst_GUAN_2017,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_042,tower,2021-01-18,vst_GUAN_2021,towerSubset,allGrowthForms,10,100,100
D04,GUAN,GUAN_043,tower,2021-01-20,vst_GUAN_2021,towerSubset,allGrowthForms,10,100,100
D04,GUAN,GUAN_044,tower,2019-01-22,vst_GUAN_2019,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_045,tower,2019-01-14,vst_GUAN_2019,NA,NA,10,10,noneSelected
D04,GUAN,GUAN_046,tower,2019-01-17,vst_GUAN_2019,NA,NA,10,100,100
D04,GUAN,GUAN_047,tower,2017-02-27,vst_GUAN_2017,NA,NA,10,noneSelected,100
D04,GUAN,GUAN_048,tower,2021-01-26,vst_GUAN_2021,towerSubset,allGrowthForms,10,100,noneSelected
D04,GUAN,GUAN_049,tower,2021-02-10,vst_GUAN_2021,towerSubset,allGrowthForms,10,100,100
D04,GUAN,GUAN_050,tower,2021-02-15,vst_GUAN_2021,towerSubset,allGrowthForms,10,10,noneSelected
D04,GUAN,GUAN_051,tower,2016-08-15,vst_GUAN_2016,NA,NA,10,100,noneSelected
D04,GUAN,GUAN_052,tower,2016-06-15,vst_GUAN_2016,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_053,tower,2015-11-09,vst_GUAN_2015,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_054,tower,2016-07-18,vst_GUAN_2016,NA,NA,10,100,noneSelected
D04,GUAN,GUAN_055,tower,2016-07-07,vst_GUAN_2016,NA,NA,10,100,noneSelected
D04,GUAN,GUAN_056,tower,2016-08-29,vst_GUAN_2016,NA,NA,10,noneSelected,noneSelected
D04,GUAN,GUAN_057,tower,2016-09-14,vst_GUAN_2016,NA,NA,10,100,noneSelected
D04,GUAN,GUAN_058,tower,2016-07-20,vst_GUAN_2016,NA,NA,10,25,noneSelected
D04,GUAN,GUAN_059,tower,2016-08-05,vst_GUAN_2016,NA,NA,10,100,noneSelected
D04,GUAN,GUAN_060,tower,2016-11-11,vst_GUAN_2016,NA,NA,10,100,noneSelected
D04,GUAN,GUAN_061,tower,2016-10-24,vst_GUAN_2016,NA,NA,10,noneSelected,noneSelected
D04,LAJA,LAJA_002,distributed,2016-10-31,vst_LAJA_2016,NA,NA,noneSelected,noneSelected,noneSelected
D04,LAJA,LAJA_015,distributed,2019-12-17,vst_LAJA_2019,NA,NA,100,noneSelected,noneSelected
D04,LAJA,LAJA_026,distributed,2016-11-04,vst_LAJA_2016,NA,NA,25,25,noneSelected
D04,LAJA,LAJA_041,tower,2016-03-17,vst_LAJA_2016,NA,NA,unknown,unknown,unknown
D05,STEI,STEI_001,distributed,2016-10-11,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_002,distributed,2016-10-05,vst_STEI_2016,NA,NA,25,noneSelected,noneSelected
D05,STEI,STEI_003,distributed,2016-10-04,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_004,distributed,2016-10-11,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_005,distributed,2016-10-03,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_006,distributed,2016-10-12,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_007,distributed,2016-10-04,vst_STEI_2016,NA,NA,noneSelected,noneSelected,noneSelected
D05,STEI,STEI_008,distributed,2016-10-05,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_009,distributed,2016-10-03,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_010,distributed,2016-10-05,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_011,distributed,2016-10-05,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_012,distributed,2016-10-04,vst_STEI_2016,NA,NA,25,noneSelected,noneSelected
D05,STEI,STEI_013,distributed,2016-10-11,vst_STEI_2016,NA,NA,25,noneSelected,noneSelected
D05,STEI,STEI_014,distributed,2016-10-12,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_015,distributed,2016-10-05,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_016,distributed,2016-10-10,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_017,distributed,2016-10-04,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_019,distributed,2016-10-04,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_021,distributed,2016-10-12,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_022,distributed,2016-10-13,vst_STEI_2016,NA,NA,10,noneSelected,noneSelected
D05,STEI,STEI_046,tower,2020-08-31,vst_STEI_2020,towerSubset,allGrowthForms,25,noneSelected,25
D05,STEI,STEI_047,tower,2020-08-31,vst_STEI_2020,towerSubset,allGrowthForms,10,noneSelected,10
D05,STEI,STEI_048,tower,2020-09-02,vst_STEI_2020,towerSubset,allGrowthForms,10,noneSelected,10
D05,STEI,STEI_049,tower,2020-09-22,vst_STEI_2020,towerSubset,allGrowthForms,10,noneSelected,10
D05,STEI,STEI_050,tower,2020-09-23,vst_STEI_2020,towerSubset,allGrowthForms,10,noneSelected,10
D05,STEI,STEI_051,tower,2019-09-09,vst_STEI_2019,NA,NA,10,noneSelected,100
D05,STEI,STEI_052,tower,2019-09-04,vst_STEI_2019,NA,NA,10,noneSelected,25
D05,STEI,STEI_053,tower,2019-09-10,vst_STEI_2019,NA,NA,10,noneSelected,10
D05,STEI,STEI_054,tower,2019-09-16,vst_STEI_2019,NA,NA,10,noneSelected,3
D05,STEI,STEI_055,tower,2019-09-04,vst_STEI_2019,NA,NA,10,noneSelected,10
D05,STEI,STEI_056,tower,2019-09-10,vst_STEI_2019,NA,NA,10,noneSelected,10
D05,STEI,STEI_057,tower,2019-09-18,vst_STEI_2019,NA,NA,10,noneSelected,10
D05,STEI,STEI_058,tower,2019-09-03,vst_STEI_2019,NA,NA,10,noneSelected,25
D05,STEI,STEI_059,tower,2019-09-16,vst_STEI_2019,NA,NA,10,noneSelected,25
D05,STEI,STEI_060,tower,2019-09-16,vst_STEI_2019,NA,NA,10,noneSelected,10
D05,STEI,STEI_061,tower,2019-09-10,vst_STEI_2019,NA,NA,25,noneSelected,10
D05,STEI,STEI_062,tower,2019-09-10,vst_STEI_2019,NA,NA,10,noneSelected,10
D05,TREE,TREE_001,distributed,2017-10-25,vst_TREE_2017,NA,NA,10,noneSelected,noneSelected
D05,TREE,TREE_002,distributed,2018-05-07,vst_TREE_2017,NA,NA,10,noneSelected,noneSelected
D05,TREE,TREE_003,distributed,2018-04-25,vst_TREE_2017,NA,NA,noneSelected,noneSelected,noneSelected
D05,TREE,TREE_004,distributed,2018-05-02,vst_TREE_2017,NA,NA,10,noneSelected,noneSelected
D05,TREE,TREE_005,distributed,2017-10-31,vst_TREE_2017,NA,NA,10,noneSelected,noneSelected
D05,TREE,TREE_006,distributed,2018-05-02,vst_TREE_2017,NA,NA,noneSelected,noneSelected,noneSelected
D05,TREE,TREE_007,distributed,2018-04-26,vst_TREE_2017,NA,NA,3,noneSelected,noneSelected
D05,TREE,TREE_008,distributed,2018-04-30,vst_TREE_2017,NA,NA,noneSelected,noneSelected,noneSelected
D05,TREE,TREE_009,distributed,2017-10-26,vst_TREE_2017,NA,NA,10,noneSelected,noneSelected
D05,TREE,TREE_010,distributed,2017-10-24,vst_TREE_2017,NA,NA,10,noneSelected,noneSelected
D05,TREE,TREE_011,distributed,2020-06-09,vst_TREE_2019,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D05,TREE,TREE_012,distributed,2017-10-30,vst_TREE_2017,NA,NA,10,noneSelected,noneSelected
D05,TREE,TREE_014,distributed,2017-10-26,vst_TREE_2017,NA,NA,1,noneSelected,noneSelected
D05,TREE,TREE_015,distributed,2018-05-08,vst_TREE_2017,NA,NA,10,noneSelected,noneSelected
D05,TREE,TREE_016,distributed,2017-10-24,vst_TREE_2017,NA,NA,10,noneSelected,noneSelected
D05,TREE,TREE_017,distributed,2017-10-23,vst_TREE_2017,NA,NA,1,noneSelected,noneSelected
D05,TREE,TREE_018,distributed,2018-04-25,vst_TREE_2017,NA,NA,1,noneSelected,noneSelected
D05,TREE,TREE_019,distributed,2017-10-23,vst_TREE_2017,NA,NA,10,noneSelected,noneSelected
D05,TREE,TREE_023,distributed,2018-05-08,vst_TREE_2017,NA,NA,10,noneSelected,noneSelected
D05,TREE,TREE_025,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,25,noneSelected,3
D05,TREE,TREE_039,tower,2021-08-03,vst_TREE_2021,allTowerPlots,allGrowthForms,100,noneSelected,3
D05,TREE,TREE_040,tower,2021-08-16,vst_TREE_2021,allTowerPlots,allGrowthForms,25,noneSelected,10
D05,TREE,TREE_041,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,noneSelected,noneSelected,25
D05,TREE,TREE_042,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,noneSelected,noneSelected,1
D05,TREE,TREE_043,tower,2021-08-16,vst_TREE_2021,allTowerPlots,allGrowthForms,10,noneSelected,10
D05,TREE,TREE_044,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,10,noneSelected,3
D05,TREE,TREE_045,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,25,noneSelected,1
D05,TREE,TREE_046,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,noneSelected,noneSelected,10
D05,TREE,TREE_047,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,10,noneSelected,10
D05,TREE,TREE_048,tower,2021-08-03,vst_TREE_2021,allTowerPlots,allGrowthForms,10,noneSelected,10
D05,TREE,TREE_049,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,100,noneSelected,10
D05,TREE,TREE_050,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,10,noneSelected,25
D05,TREE,TREE_051,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,100,noneSelected,10
D05,TREE,TREE_052,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,10,noneSelected,25
D05,TREE,TREE_053,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,noneSelected,noneSelected,10
D05,TREE,TREE_054,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,noneSelected,noneSelected,10
D05,TREE,TREE_055,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,noneSelected,noneSelected,noneSelected
D05,TREE,TREE_056,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,100,noneSelected,1
D05,TREE,TREE_057,tower,2021-08-02,vst_TREE_2021,allTowerPlots,allGrowthForms,25,noneSelected,3
D05,TREE,TREE_060,distributed,2017-10-26,vst_TREE_2017,NA,NA,1,noneSelected,noneSelected
D05,UNDE,UNDE_001,distributed,2020-10-06,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D05,UNDE,UNDE_002,distributed,2020-10-05,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D05,UNDE,UNDE_003,distributed,2020-10-08,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D05,UNDE,UNDE_006,distributed,2020-10-14,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D05,UNDE,UNDE_007,distributed,2020-10-15,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
